ID,Description,setSize,enrichmentScore,NES,pvalue,p.adjust,qvalue,rank,leading_edge,core_enrichment,clade,direction
GO:0045229,external encapsulating structure organization,189,-0.5216346729624939,-1.7094888101446881,1.621165984518798e-5,6.779799283974768e-4,5.841448284298503e-4,1291,"tags=39%, list=24%, signal=31%",YIL123W/YER033C/YJR151C/YNL128W/YMR305C/YIL015W/YOR247W/YGR143W/YPR165W/YDR293C/YIL085C/YKL046C/YDR403W/YDR077W/YDR420W/YGR014W/YKL126W/YMR104C/YNL322C/YLL025W/YHL028W/YDR528W/YHR139C/YLR330W/YDR389W/YFR039C/YLR433C/YPR159W/YMR022W/YBL105C/YGR189C/YLR120C/YKR076W/YJL158C/YLR390W-A/YCR017C/YBL101C/YOR336W/YOR190W/YNL160W/YLR443W/YBR023C/YKL096W/YNL066W/YJL042W/YOL155C/YBR043C/YOL105C/YKL187C/YLR332W/YMR148W/YBR162C/YOR009W/YLR414C/YLR413W/YFR042W/YJL159W/YOR010C/YHR030C/YIL120W/YIR026C/YDR260C/YMR238W/YOL030W/YJR066W/YOL013C/YOR092W/YLR342W/YJL171C/YER150W/YLR213C/YKR042W/YBR067C/YER011W,18. Far East Asia,Downregulated
GO:0071555,cell wall organization,189,-0.5216346729624939,-1.7094888101446881,1.621165984518798e-5,6.779799283974768e-4,5.841448284298503e-4,1291,"tags=39%, list=24%, signal=31%",YIL123W/YER033C/YJR151C/YNL128W/YMR305C/YIL015W/YOR247W/YGR143W/YPR165W/YDR293C/YIL085C/YKL046C/YDR403W/YDR077W/YDR420W/YGR014W/YKL126W/YMR104C/YNL322C/YLL025W/YHL028W/YDR528W/YHR139C/YLR330W/YDR389W/YFR039C/YLR433C/YPR159W/YMR022W/YBL105C/YGR189C/YLR120C/YKR076W/YJL158C/YLR390W-A/YCR017C/YBL101C/YOR336W/YOR190W/YNL160W/YLR443W/YBR023C/YKL096W/YNL066W/YJL042W/YOL155C/YBR043C/YOL105C/YKL187C/YLR332W/YMR148W/YBR162C/YOR009W/YLR414C/YLR413W/YFR042W/YJL159W/YOR010C/YHR030C/YIL120W/YIR026C/YDR260C/YMR238W/YOL030W/YJR066W/YOL013C/YOR092W/YLR342W/YJL171C/YER150W/YLR213C/YKR042W/YBR067C/YER011W,18. Far East Asia,Downregulated
GO:0170034,L-amino acid biosynthetic process,105,-0.580070477555235,-1.7794335821847456,1.699652453478795e-5,6.930332879059787e-4,5.971147435247872e-4,904,"tags=40%, list=17%, signal=34%",YGL184C/YCL030C/YIL074C/YKR069W/YLR027C/YDR158W/YIL046W/YDR234W/YER081W/YJL200C/YER052C/YAL062W/YJR148W/YGL026C/YIR017C/YOR202W/YOR303W/YGR204W/YJR109C/YDR354W/YMR062C/YBR166C/YML096W/YIL116W/YER069W/YLR303W/YOL058W/YLL062C/YIL094C/YHR018C/YBR248C/YER091C/YBR115C/YKL001C/YIR034C/YJL088W/YDL182W/YDL131W/YER090W/YNL277W/YDR034C/YNR050C,18. Far East Asia,Downregulated
GO:0019646,aerobic electron transport chain,26,0.7563299373256412,2.0851025172182087,2.4502290015073483e-5,9.532275151163729e-4,8.212970619770614e-4,464,"tags=73%, list=9%, signal=67%",YJL166W/YGL187C/YKL148C/YMR256C/YHR051W/YML120C/YHR001W-A/YLR395C/YGR183C/YNL052W/YDL067C/YGL191W/YEL024W/YDR529C/YJR048W/YKL141W/YFR033C/YOR065W/YPR191W,18. Far East Asia,Upregulated
GO:0098662,inorganic cation transmembrane transport,141,0.4565271853324867,1.7228561595191463,2.4546631290550374e-5,9.532275151163729e-4,8.212970619770614e-4,371,"tags=25%, list=7%, signal=24%",YPL078C/YKL016C/YDR322C-A/YJL166W/YPR020W/YDL004W/YJR121W/YGL187C/YFR040W/YBL099W/YMR256C/YHR051W/YML081C-A/YPL271W/YLR295C/YDR377W/YML120C/YHR001W-A/YLR395C/YGR183C/YLR130C/YOL077W-A/YBR039W/YBL045C/YLR038C/YNL052W/YDL067C/YDR298C/YML123C/YGL191W/YEL024W/YOL027C/YDR529C/YFR033C/YOR065W,18. Far East Asia,Upregulated
GO:0140694,membraneless organelle assembly,168,0.43387174723428634,1.6996068441665537,2.5257123308907253e-5,9.580085608564588e-4,8.254163921025993e-4,769,"tags=27%, list=15%, signal=24%",YGR085C/YNR051C/YDR447C/YOR276W/YJR113C/YML024W/YNL098C/YLR210W/YKL089W/YNL139C/YEL061C/YKL156W/YGL064C/YHL001W/YOR063W/YGR214W/YHR172W/YLR204W/YHR021C/YKL006W/YEL055C/YLR075W/YAL016W/YNL302C/YGL126W/YKR094C/YPL193W/YBR048W/YDR418W/YOL127W/YCR031C/YDR025W/YML073C/YPR119W/YIL070C/YNL118C/YGL189C/YHR107C/YPR120C/YLR340W/YEL054C/YLR167W/YCR072C/YER131W/YPL143W,18. Far East Asia,Upregulated
GO:0000959,mitochondrial RNA metabolic process,45,0.657241654837098,2.063268640908527,2.662679183835966e-5,9.870067610991957e-4,8.504011268949797e-4,627,"tags=42%, list=12%, signal=38%",YDL033C/YKL194C/YOR017W/YML091C/YFL036W/YCR065W/YPR047W/YMR228W/YMR287C/YOL033W/YDR268W/YJL209W/YBR121C/YDR194C/YPL104W/YHR091C/YDR065W/YGL107C/YPL097W,18. Far East Asia,Upregulated
GO:1901605,alpha-amino acid metabolic process,159,-0.5272427209790305,-1.6998036718990346,2.817587827135068e-5,0.001021219054679399,8.798783039123545e-4,904,"tags=35%, list=17%, signal=30%",YGL184C/YCL030C/YMR189W/YIL074C/YKR069W/YKL015W/YLR027C/YDR158W/YJL130C/YIL046W/YEL066W/YLR089C/YDR234W/YER081W/YJL200C/YER052C/YAL062W/YJR148W/YMR110C/YDR173C/YJR078W/YGL026C/YIR017C/YNL239W/YOR202W/YLR134W/YOR303W/YGR204W/YDR380W/YJR109C/YDR354W/YMR062C/YLR283W/YBR166C/YML096W/YIL116W/YER069W/YLR303W/YOL058W/YLL062C/YIL094C/YHR018C/YBR248C/YER091C/YBR115C/YKL001C/YIR034C/YJL088W/YDL182W/YDL131W/YER090W/YNL277W/YBR006W/YDR034C/YNR050C/YHR112C,18. Far East Asia,Downregulated
GO:0098655,monoatomic cation transmembrane transport,143,0.46434785619074265,1.7683535009210287,2.9293731735499517e-5,0.0010386538360999938,8.949000427206375e-4,379,"tags=25%, list=7%, signal=24%",YPL078C/YKL016C/YDR322C-A/YJL166W/YPR020W/YDL004W/YJR121W/YGL187C/YFR040W/YBL099W/YMR256C/YHR051W/YML081C-A/YPL271W/YLR295C/YDR377W/YML120C/YHR001W-A/YLR395C/YGR183C/YLR130C/YOL077W-A/YBR039W/YBL045C/YLR038C/YNL052W/YDL067C/YDR298C/YML123C/YGL191W/YEL024W/YOL027C/YDR529C/YFR033C/YOR065W/YMR177W,18. Far East Asia,Upregulated
GO:0042773,ATP synthesis coupled electron transport,27,0.7472475210946163,2.0801460736742734,3.6855797132208425e-5,0.0012523292733881653,0.0010790019555153125,464,"tags=70%, list=9%, signal=65%",YJL166W/YGL187C/YKL148C/YMR256C/YHR051W/YML120C/YHR001W-A/YLR395C/YGR183C/YNL052W/YDL067C/YGL191W/YEL024W/YDR529C/YJR048W/YKL141W/YFR033C/YOR065W/YPR191W,18. Far East Asia,Upregulated
GO:0042775,mitochondrial ATP synthesis coupled electron transport,27,0.7472475210946163,2.0801460736742734,3.6855797132208425e-5,0.0012523292733881653,0.0010790019555153125,464,"tags=70%, list=9%, signal=65%",YJL166W/YGL187C/YKL148C/YMR256C/YHR051W/YML120C/YHR001W-A/YLR395C/YGR183C/YNL052W/YDL067C/YGL191W/YEL024W/YDR529C/YJR048W/YKL141W/YFR033C/YOR065W/YPR191W,18. Far East Asia,Upregulated
GO:0006886,intracellular protein transport,343,-0.4519244176487982,-1.5349163315254561,3.8858967883052696e-5,0.0012761509404098255,0.0010995266097306253,1311,"tags=34%, list=25%, signal=27%",YLR378C/YAL023C/YIL115C/YLL024C/YKL103C/YML001W/YDL088C/YDR358W/YBL037W/YAR002C-A/YJR005W/YKL073W/YJR058C/YDL095W/YBL050W/YMR060C/YHL048W/YGL252C/YBL075C/YLR417W/YGR167W/YGL002W/YPR185W/YML041C/YOR089C/YOR262W/YJL041W/YOR254C/YKR035W-A/YHR012W/YKL135C/YJL210W/YKL124W/YOR106W/YDR265W/YLR243W/YLR039C/YGL104C/YOR256C/YPL112C/YLR099W-A/YOR094W/YJL036W/YDL137W/YNL297C/YNL242W/YOR324C/YPL154C/YJL034W/YPL094C/YBL017C/YGR142W/YGR048W/YDR057W/YJL154C/YKR051W/YMR004W/YJR117W/YDL115C/YMR026C/YGR077C/YOR185C/YKL219W/YMR197C/YKR020W/YAL014C/YLR437C/YAL055W/YDL126C/YLR431C/YML012W/YDR164C/YPL084W/YLR170C/YHR171W/YHR035W/YPL176C/YDL072C/YAL005C/YPL045W/YPL065W/YNL007C/YML055W/YHR030C/YBR170C/YGR239C/YBR109C/YOL044W/YBR105C/YBR171W/YOR160W/YOL013C/YDL113C/YML071C/YPR158W/YAL002W/YDL022W/YNL275W/YNL265C/YPL250C/YNL336W/YJR132W/YDR092W/YOR230W/YGL153W/YHR022C/YDR329C/YDR192C/YIR034C/YER143W/YLR191W/YLR026C/YJR072C/YJR126C/YFL062W,18. Far East Asia,Downregulated
GO:0006082,organic acid metabolic process,357,-0.44726036299304917,-1.5239847941022477,3.912173330502224e-5,0.0012761509404098255,0.0010995266097306253,925,"tags=29%, list=17%, signal=25%",YOR180C/YPR001W/YDR216W/YGL184C/YCL030C/YDL021W/YMR189W/YGR037C/YIL074C/YCL026C-A/YOR221C/YJL097W/YKR069W/YKL015W/YLR027C/YER040W/YMR280C/YDR158W/YIR033W/YLR345W/YJL130C/YDR035W/YMR289W/YDL080C/YIL046W/YER010C/YDR191W/YEL066W/YOR347C/YNL009W/YLR089C/YDR234W/YER081W/YER065C/YPR006C/YJL200C/YBR177C/YER052C/YAL062W/YOR040W/YMR272C/YOR236W/YDL170W/YJR148W/YMR110C/YDR173C/YJR078W/YGL026C/YIR017C/YGR192C/YNL239W/YJR137C/YOR202W/YLR134W/YGL010W/YOR303W/YGR256W/YGR204W/YJL052W/YNL274C/YDR380W/YGR019W/YGR267C/YLR380W/YJR109C/YDR354W/YNR057C/YMR062C/YLR283W/YBR166C/YDR253C/YML096W/YIL116W/YER069W/YJR010W/YOL136C/YLR303W/YOL058W/YLL062C/YIL094C/YHR018C/YFR053C/YPR067W/YBR248C/YER091C/YBR115C/YKL001C/YIR034C/YJL088W/YDL182W/YDR533C/YDL131W/YER090W/YGR254W/YNL277W/YBR006W/YDR034C/YNR050C/YER178W/YHR112C/YMR246W/YDL078C,18. Far East Asia,Downregulated
GO:0017004,cytochrome complex assembly,41,0.6427287144920459,1.9778762924945903,4.269502168984196e-5,0.0013654035367869067,0.0011764262942402274,787,"tags=49%, list=15%, signal=42%",YPL215W/YDR493W/YKL087C/YGR174C/YGR183C/YLR038C/YNL005C/YBR120C/YDR322W/YLR203C/YDR529C/YDR079W/YKL137W/YDR381C-A/YDR375C/YML030W/YJL062W-A/YGR062C/YLL009C/YPL189C-A,18. Far East Asia,Upregulated
GO:0009144,purine nucleoside triphosphate metabolic process,53,0.6026342739237533,1.9753395918763044,4.662587348207428e-5,0.001462438454793522,0.001260031196327311,217,"tags=34%, list=4%, signal=33%",YPL078C/YKL067W/YKL016C/YDR322C-A/YPR020W/YDL004W/YJR009C/YJR121W/YBL099W/YML081C-A/YPL271W/YLR295C/YDR377W/YJR069C/YOL077W-A/YBR039W/YER170W/YDR298C,18. Far East Asia,Upregulated
GO:0170038,proteinogenic amino acid biosynthetic process,109,-0.5672178827909541,-1.7579223492060514,4.961283160210806e-5,0.001526764685717703,0.0013154544228165695,904,"tags=39%, list=17%, signal=33%",YGL184C/YCL030C/YIL074C/YKR069W/YLR027C/YDR158W/YIL046W/YDR234W/YER081W/YJL200C/YER052C/YAL062W/YJR148W/YGL026C/YIR017C/YOR202W/YOR303W/YGR204W/YJR109C/YDR354W/YMR062C/YBR166C/YML096W/YIL116W/YER069W/YLR303W/YOL058W/YLL062C/YIL094C/YHR018C/YBR248C/YER091C/YBR115C/YKL001C/YIR034C/YJL088W/YDL182W/YDL131W/YER090W/YNL277W/YDR034C/YNR050C,18. Far East Asia,Downregulated
GO:0170039,proteinogenic amino acid metabolic process,145,-0.530643970195809,-1.6961899659065263,5.265034623771434e-5,0.001590235457661335,0.001370140589227069,904,"tags=36%, list=17%, signal=31%",YGL184C/YCL030C/YMR189W/YIL074C/YKR069W/YKL015W/YLR027C/YDR158W/YJL130C/YIL046W/YLR089C/YDR234W/YER081W/YJL200C/YER052C/YAL062W/YJR148W/YMR110C/YJR078W/YGL026C/YIR017C/YOR202W/YLR134W/YOR303W/YGR204W/YDR380W/YJR109C/YDR354W/YMR062C/YLR283W/YBR166C/YML096W/YIL116W/YER069W/YLR303W/YOL058W/YLL062C/YIL094C/YHR018C/YBR248C/YER091C/YBR115C/YKL001C/YIR034C/YJL088W/YDL182W/YDL131W/YER090W/YNL277W/YBR006W/YDR034C/YNR050C,18. Far East Asia,Downregulated
GO:0043436,oxoacid metabolic process,355,-0.44757749224556853,-1.5262706949629283,5.419022610312333e-5,0.0016069865231671664,0.0013845732411037254,925,"tags=29%, list=17%, signal=25%",YOR180C/YPR001W/YDR216W/YGL184C/YCL030C/YDL021W/YMR189W/YGR037C/YIL074C/YCL026C-A/YOR221C/YJL097W/YKR069W/YKL015W/YLR027C/YER040W/YMR280C/YDR158W/YIR033W/YLR345W/YJL130C/YDR035W/YMR289W/YDL080C/YIL046W/YER010C/YDR191W/YEL066W/YOR347C/YNL009W/YLR089C/YDR234W/YER081W/YER065C/YPR006C/YJL200C/YBR177C/YER052C/YAL062W/YOR040W/YMR272C/YOR236W/YDL170W/YJR148W/YMR110C/YDR173C/YJR078W/YGL026C/YIR017C/YGR192C/YNL239W/YJR137C/YOR202W/YLR134W/YGL010W/YOR303W/YGR256W/YGR204W/YJL052W/YNL274C/YDR380W/YGR019W/YGR267C/YLR380W/YJR109C/YDR354W/YNR057C/YMR062C/YLR283W/YBR166C/YDR253C/YML096W/YIL116W/YER069W/YJR010W/YOL136C/YLR303W/YOL058W/YLL062C/YIL094C/YHR018C/YFR053C/YPR067W/YBR248C/YER091C/YBR115C/YKL001C/YIR034C/YJL088W/YDL182W/YDR533C/YDL131W/YER090W/YGR254W/YNL277W/YBR006W/YDR034C/YNR050C/YER178W/YHR112C/YMR246W/YDL078C,18. Far East Asia,Downregulated
GO:0009141,nucleoside triphosphate metabolic process,63,0.5677483958139422,1.8950675200838234,5.545886309300654e-5,0.0016152393875838154,0.00139168387648804,217,"tags=29%, list=4%, signal=28%",YPL078C/YKL067W/YKL016C/YDR322C-A/YPR020W/YDL004W/YJR009C/YJR121W/YBL099W/YML081C-A/YPL271W/YLR295C/YDR377W/YJR069C/YOL077W-A/YBR039W/YER170W/YDR298C,18. Far East Asia,Upregulated
GO:0042255,ribosome assembly,82,0.5373347555926941,1.8859352594710919,5.9558968581521345e-5,0.001704222416780023,0.001468351302979335,769,"tags=38%, list=15%, signal=33%",YGR085C/YDR447C/YJR113C/YML024W/YKL156W/YGL064C/YHL001W/YOR063W/YGR214W/YLR204W/YHR021C/YKL006W/YEL055C/YLR075W/YNL302C/YKR094C/YPL193W/YBR048W/YDR418W/YOL127W/YCR031C/YDR025W/YML073C/YIL070C/YGL189C/YLR340W/YEL054C/YLR167W/YCR072C/YER131W/YPL143W,18. Far East Asia,Upregulated
GO:0009259,ribonucleotide metabolic process,87,0.5043560587424151,1.7826305484023,6.851643495144887e-5,0.0018940729729798832,0.0016319257923315654,217,"tags=21%, list=4%, signal=20%",YPL078C/YKL067W/YKL016C/YDR322C-A/YPR020W/YDL004W/YJR009C/YJR121W/YBL099W/YML081C-A/YPL271W/YLR295C/YDR377W/YOL077W-A/YBR039W/YDR454C/YER170W/YDR298C,18. Far East Asia,Upregulated
GO:0170033,L-amino acid metabolic process,143,-0.5295181349426563,-1.6855014657083582,6.825579110758392e-5,0.0018940729729798832,0.0016319257923315654,904,"tags=36%, list=17%, signal=30%",YGL184C/YCL030C/YIL074C/YKR069W/YKL015W/YLR027C/YDR158W/YJL130C/YIL046W/YLR089C/YDR234W/YER081W/YJL200C/YER052C/YAL062W/YJR148W/YMR110C/YJR078W/YGL026C/YIR017C/YOR202W/YLR134W/YOR303W/YGR204W/YDR380W/YJR109C/YDR354W/YMR062C/YLR283W/YBR166C/YML096W/YIL116W/YER069W/YLR303W/YOL058W/YLL062C/YIL094C/YHR018C/YBR248C/YER091C/YBR115C/YKL001C/YIR034C/YJL088W/YDL182W/YDL131W/YER090W/YNL277W/YBR006W/YDR034C/YNR050C,18. Far East Asia,Downregulated
GO:0015980,energy derivation by oxidation of organic compounds,151,0.43979951098683645,1.6824378363974946,7.493003099165795e-5,0.002036848009123235,0.0017549401995414623,371,"tags=27%, list=7%, signal=26%",YKL085W/YER133W/YNR001C/YDL066W/YJL166W/YJR121W/YMR145C/YGL187C/YKL148C/YBL030C/YMR256C/YHR051W/YMR002W/YPL271W/YML120C/YHR001W-A/YLR395C/YIL125W/YGR183C/YBL045C/YLR038C/YDR148C/YNL052W/YDL067C/YLR304C/YDR298C/YGL191W/YPL132W/YEL024W/YOR136W/YFL018C/YDR529C/YJR048W/YJR120W/YOR356W/YLL041C/YKL141W/YFR033C/YER156C/YJL209W/YOR065W,18. Far East Asia,Upregulated
GO:0006164,purine nucleotide biosynthetic process,64,0.5684796662602494,1.9010074505889942,7.672247405959181e-5,0.002051382871986791,0.0017674633799750657,217,"tags=27%, list=4%, signal=26%",YPL078C/YKL067W/YKL016C/YDR322C-A/YPR020W/YDL004W/YJR121W/YBL099W/YML081C-A/YPL271W/YLR295C/YDR377W/YOL077W-A/YBR039W/YDR454C/YER170W/YDR298C,18. Far East Asia,Upregulated
GO:0009150,purine ribonucleotide metabolic process,72,0.544264859663476,1.8714708251614425,7.873266988648067e-5,0.0020711771707233864,0.0017845180695832208,217,"tags=25%, list=4%, signal=24%",YPL078C/YKL067W/YKL016C/YDR322C-A/YPR020W/YDL004W/YJR009C/YJR121W/YBL099W/YML081C-A/YPL271W/YLR295C/YDR377W/YOL077W-A/YBR039W/YDR454C/YER170W/YDR298C,18. Far East Asia,Upregulated
GO:0009205,purine ribonucleoside triphosphate metabolic process,51,0.603396461727172,1.946338209043257,8.180066179948485e-5,0.002117728244364441,0.0018246262907654516,217,"tags=33%, list=4%, signal=32%",YPL078C/YKL067W/YKL016C/YDR322C-A/YPR020W/YDL004W/YJR009C/YJR121W/YBL099W/YML081C-A/YPL271W/YLR295C/YDR377W/YOL077W-A/YBR039W/YER170W/YDR298C,18. Far East Asia,Upregulated
GO:0035967,cellular response to topologically incorrect protein,50,-0.6461066331908883,-1.7961724051906962,9.259417884817715e-5,0.0023597047765840148,0.0020331123151696795,721,"tags=30%, list=14%, signal=26%",YDR372C/YJL034W/YJR143C/YGR048W/YDR057W/YLR332W/YDL126C/YNL007C/YHR030C/YBR170C/YIR011C/YOL013C/YBR082C/YHR029C/YGR234W,18. Far East Asia,Downregulated
GO:0034220,monoatomic ion transmembrane transport,151,0.43629987820687666,1.6690501120926409,9.649229941661764e-5,0.0024212144669000517,0.002086108821395701,379,"tags=24%, list=7%, signal=23%",YPL078C/YKL016C/YDR322C-A/YJL166W/YPR020W/YDL004W/YJR121W/YGL187C/YFR040W/YBL099W/YMR256C/YHR051W/YML081C-A/YPL271W/YLR295C/YDR377W/YML120C/YHR001W-A/YLR395C/YGR183C/YLR130C/YOL077W-A/YBR039W/YBL045C/YLR038C/YNL052W/YDL067C/YDR298C/YML123C/YGL191W/YEL024W/YOL027C/YDR529C/YFR033C/YOR065W/YMR177W,18. Far East Asia,Upregulated
GO:0008652,amino acid biosynthetic process,124,-0.5244721411487362,-1.6549125197249972,1.52654356753528e-4,0.0037724129676515784,0.0032502961126947352,904,"tags=35%, list=17%, signal=30%",YGL184C/YCL030C/YIL074C/YKR069W/YLR027C/YDR158W/YDR035W/YIL046W/YLR089C/YDR234W/YER081W/YJL200C/YER052C/YAL062W/YJR148W/YGL026C/YIR017C/YOR202W/YOR303W/YGR204W/YJR109C/YDR354W/YMR062C/YBR166C/YML096W/YIL116W/YER069W/YLR303W/YOL058W/YLL062C/YIL094C/YHR018C/YBR248C/YER091C/YBR115C/YKL001C/YIR034C/YJL088W/YDL182W/YDL131W/YER090W/YNL277W/YDR034C/YNR050C,18. Far East Asia,Downregulated
GO:0046165,alcohol biosynthetic process,77,-0.600608984751933,-1.7697487150089746,1.8500144844228432e-4,0.004503542722527847,0.0038802346216881313,889,"tags=36%, list=17%, signal=31%",YJL153C/YML126C/YML008C/YGR175C/YGL256W/YPL258C/YDL080C/YGR144W/YMR296C/YGR060W/YDR173C/YLR134W/YLR450W/YDR380W/YML125C/YHR007C/YGR267C/YER044C/YIL053W/YHR046C/YIL049W/YHR072W/YER062C/YLR228C/YDR287W/YDL168W/YFL059W/YMR303C,18. Far East Asia,Downregulated
GO:0031505,fungal-type cell wall organization,144,-0.5194105391255969,-1.6529009405191046,2.0935214096835138e-4,0.005021372675285016,0.004326394863664846,1339,"tags=42%, list=25%, signal=33%",YKL096W-A/YHR184W/YIL123W/YER033C/YJR151C/YNL128W/YIL015W/YOR247W/YGR143W/YPR165W/YDR293C/YIL085C/YDR403W/YDR077W/YDR420W/YGR014W/YKL126W/YMR104C/YNL322C/YLL025W/YDR528W/YHR139C/YLR330W/YDR389W/YFR039C/YLR433C/YPR159W/YMR022W/YBL105C/YGR189C/YLR120C/YJL158C/YLR390W-A/YCR017C/YLR443W/YBR023C/YKL096W/YNL066W/YJL042W/YOL155C/YBR043C/YKL187C/YLR332W/YMR148W/YOR009W/YLR414C/YLR413W/YJL159W/YOR010C/YHR030C/YIL120W/YIR026C/YDR260C/YOL030W/YJR066W/YOL013C/YER150W/YLR213C/YKR042W/YBR067C/YER011W,18. Far East Asia,Downregulated
GO:0009199,ribonucleoside triphosphate metabolic process,56,0.5827302097679247,1.9228794410536396,2.2281200775349237e-4,0.005232113270968916,0.004507968128525285,217,"tags=30%, list=4%, signal=29%",YPL078C/YKL067W/YKL016C/YDR322C-A/YPR020W/YDL004W/YJR009C/YJR121W/YBL099W/YML081C-A/YPL271W/YLR295C/YDR377W/YOL077W-A/YBR039W/YER170W/YDR298C,18. Far East Asia,Upregulated
GO:0009067,aspartate family amino acid biosynthetic process,49,-0.6476120078854515,-1.7848563040601837,2.2481286323285856e-4,0.005232113270968916,0.004507968128525285,904,"tags=49%, list=17%, signal=41%",YGL184C/YKR069W/YLR027C/YDR158W/YIL046W/YDR234W/YJL200C/YER052C/YJR148W/YIR017C/YGR204W/YML096W/YLR303W/YLL062C/YIL094C/YER091C/YBR115C/YKL001C/YIR034C/YDL182W/YDL131W/YNL277W/YDR034C/YNR050C,18. Far East Asia,Downregulated
GO:0006790,sulfur compound metabolic process,125,-0.5315549381221354,-1.6799697347659135,2.2776213503298163e-4,0.005232113270968916,0.004507968128525285,904,"tags=30%, list=17%, signal=26%",YGL184C/YKR076W/YML126C/YKR069W/YDR158W/YPL258C/YDL080C/YIL046W/YGR144W/YER052C/YGR277C/YJR148W/YIR017C/YNL239W/YJR137C/YOL049W/YPL091W/YGR204W/YLR450W/YDR380W/YER163C/YNR057C/YDR253C/YJR010W/YLR303W/YLL062C/YPR067W/YER091C/YFR030W/YKL001C/YFL059W/YGR154C/YNL277W/YER178W/YHR112C/YMR246W/YLR299W/YOR285W,18. Far East Asia,Downregulated
GO:0090151,establishment of protein localization to mitochondrial membrane,33,0.6768722729107279,1.9696387189544238,2.3946770391769956e-4,0.005400202327623092,0.004652792995822277,1044,"tags=61%, list=20%, signal=49%",YBR185C/YNL121C/YNR040W/YHR005C-A/YOL027C/YEL020W-A/YKL141W/YPL098C/YER154W/YDR375C/YLL006W/YBR091C/YNL131W/YJR135W-A/YGR062C/YHR117W/YHR083W/YPR125W/YNL070W/YJL054W,18. Far East Asia,Upregulated
GO:1901607,alpha-amino acid biosynthetic process,116,-0.5388888751221497,-1.6843505852859744,2.4170126910882017e-4,0.005400202327623092,0.004652792995822277,904,"tags=37%, list=17%, signal=31%",YGL184C/YCL030C/YIL074C/YKR069W/YLR027C/YDR158W/YIL046W/YLR089C/YDR234W/YER081W/YJL200C/YER052C/YAL062W/YJR148W/YGL026C/YIR017C/YOR202W/YOR303W/YGR204W/YJR109C/YDR354W/YMR062C/YBR166C/YML096W/YIL116W/YER069W/YLR303W/YOL058W/YLL062C/YIL094C/YHR018C/YBR248C/YER091C/YBR115C/YKL001C/YIR034C/YJL088W/YDL182W/YDL131W/YER090W/YNL277W/YDR034C/YNR050C,18. Far East Asia,Downregulated
GO:0016197,endosomal transport,110,-0.542811731971264,-1.6853272762610494,2.523235543499248e-4,0.005487196228596364,0.004727746597293327,1158,"tags=35%, list=22%, signal=28%",YHL048W/YLR417W/YKR078W/YKR007W/YOR089C/YKR035W-A/YHR012W/YKL124W/YLR039C/YOR256C/YDR456W/YJL036W/YNL297C/YKL041W/YHL017W/YGR142W/YJL154C/YAL026C/YMR004W/YKL219W/YMR197C/YKR020W/YDL126C/YPL084W/YPL176C/YPL045W/YPL065W/YBR170C/YDL113C/YOL100W/YAL002W/YNL265C/YIR006C/YNL336W/YJL029C/YER143W/YLR025W/YJL151C/YFL062W,18. Far East Asia,Downregulated
GO:0006520,amino acid metabolic process,226,-0.4685439179810384,-1.5604703968820086,2.5203216869472216e-4,0.005487196228596364,0.004727746597293327,904,"tags=31%, list=17%, signal=27%",YGL184C/YCL030C/YMR189W/YIL074C/YKR069W/YKL015W/YLR027C/YDR158W/YOL097C/YHR019C/YJL130C/YGL256W/YDR035W/YDL080C/YIL046W/YEL066W/YLR089C/YDR234W/YER081W/YJL200C/YER052C/YAL062W/YDL170W/YJR148W/YMR110C/YDR173C/YJR078W/YGL026C/YIR017C/YNL239W/YOR202W/YLR134W/YKL218C/YOR303W/YDR037W/YGR204W/YDR380W/YGR019W/YJR109C/YDR354W/YDR023W/YMR062C/YLR283W/YBR166C/YML096W/YIL116W/YER069W/YLR303W/YOL058W/YLL062C/YIL094C/YHR018C/YBR248C/YER091C/YDL168W/YPR033C/YBR115C/YHR020W/YKL001C/YFL059W/YIR034C/YJL088W/YDL182W/YDL131W/YER090W/YNL277W/YBR006W/YDR034C/YNR050C/YHR112C/YMR303C,18. Far East Asia,Downregulated
GO:0006091,generation of precursor metabolites and energy,195,0.38470584511240996,1.5300739376577268,2.630371490875654e-4,0.005644915660023936,0.0048636370364529054,371,"tags=22%, list=7%, signal=21%",YKL085W/YER133W/YNR001C/YDL066W/YJL166W/YJR009C/YJR121W/YMR145C/YGL187C/YKL148C/YBL030C/YMR256C/YHR051W/YOR095C/YMR002W/YPL271W/YML120C/YHR001W-A/YLR395C/YIL125W/YGR183C/YBL045C/YLR038C/YDR148C/YNL052W/YDL067C/YLR304C/YDR298C/YGL191W/YPL132W/YEL024W/YOR136W/YFL018C/YDR529C/YJR048W/YJR120W/YOR356W/YLL041C/YKL141W/YFR033C/YER156C/YJL209W/YOR065W,18. Far East Asia,Upregulated
GO:0000002,mitochondrial genome maintenance,51,0.578027143166302,1.8645059856472608,2.77922402215392e-4,0.005886901792380577,0.005072131332297311,658,"tags=33%, list=12%, signal=29%",YGR150C/YJR144W/YOL095C/YFL036W/YPR100W/YDR296W/YML061C/YLR304C/YJL112W/YJL143W/YMR241W/YCR028C-A/YNL213C/YMR302C/YDR065W/YLL006W/YMR072W,18. Far East Asia,Upregulated
