strain_i,strain_j,meta_r,clade_i,clade_j,pair_type
BDP,CPK,0.11584073707810012,10. French Guiana human,9. Mexican agave,Different clade
BDP,CPN,0.05877455947876069,10. French Guiana human,9. Mexican agave,Different clade
BDP,CQD,0.07819809817541078,10. French Guiana human,12. West African cocoa,Different clade
BDP,CQF,0.099746048293241,10. French Guiana human,12. West African cocoa,Different clade
BDP,SACE_YCE,0.04128894739204032,10. French Guiana human,M3. Mosaic region 3,Different clade
BDP,SACE_YCK,0.061280444780446176,10. French Guiana human,26. Asian fermentation,Different clade
BDP,SACE_YCM,0.0037690145528754384,10. French Guiana human,24. Asian islands,Different clade
BDP,SACE_YCR,0.0836941239923824,10. French Guiana human,18. Far East Asia,Different clade
BDP,SACE_YCU,0.06241540963392161,10. French Guiana human,23. North American oak,Different clade
BEF,AFE,0.014769751037111124,26. Asian fermentation,8. Mixed origin,Different clade
BEF,AKH,0.07651706681214078,26. Asian fermentation,13. African palm wine,Different clade
BEF,AKI,0.0842881696664875,26. Asian fermentation,M3. Mosaic region 3,Different clade
BEF,AKM,0.07056671607424761,26. Asian fermentation,19. Malaysian,Different clade
BEF,AMP,0.0892912394647444,26. Asian fermentation,M1. Mosaic region 1,Different clade
BEF,ANG,0.10170864364705963,26. Asian fermentation,23. North American oak,Different clade
BEF,ANN,0.10890731172473139,26. Asian fermentation,12. West African cocoa,Different clade
BEF,ATS,0.06859976979319306,26. Asian fermentation,8. Mixed origin,Different clade
BEF,BAF,0.12000657738572776,26. Asian fermentation,13. African palm wine,Different clade
BEF,BAG,0.06949279872558116,26. Asian fermentation,15. CHNII,Different clade
BEF,BAI,0.07923427151110496,26. Asian fermentation,18. Far East Asia,Different clade
BEF,BAK,0.11470749844214377,26. Asian fermentation,18. Far East Asia,Different clade
BEF,BAL,0.0640313670880115,26. Asian fermentation,16. CHNI,Different clade
BEF,BAM,0.09696667717742932,26. Asian fermentation,14. CHNIII,Different clade
BEF,BAN,0.09779980271493806,26. Asian fermentation,20. CHN V,Different clade
BEF,BAP,0.08591313099533268,26. Asian fermentation,20. CHN V,Different clade
BEF,BBQ,0.05828509604435688,26. Asian fermentation,4. Mediterranean oak,Different clade
BEF,BCK,0.09716382775550028,26. Asian fermentation,10. French Guiana human,Different clade
BEF,BDB,0.05210705495864195,26. Asian fermentation,M2. Mosaic region 2,Different clade
BEF,BDP,0.05540590980620145,26. Asian fermentation,10. French Guiana human,Different clade
BEF,BFH,0.07083565045950044,26. Asian fermentation,5. French dairy,Different clade
BEF,BFP,0.08812564465432014,26. Asian fermentation,4. Mediterranean oak,Different clade
BEF,BGD,0.06489916398346719,26. Asian fermentation,5. French dairy,Different clade
BEF,BGF,0.06570057656184576,26. Asian fermentation,5. French dairy,Different clade
BEF,BHG,0.09351555973623162,26. Asian fermentation,M2. Mosaic region 2,Different clade
BEF,BHK,0.039940191200099534,26. Asian fermentation,M1. Mosaic region 1,Different clade
BEF,BHM,0.06940296991698154,26. Asian fermentation,M1. Mosaic region 1,Different clade
BEF,BHQ,0.1257220746456958,26. Asian fermentation,26. Asian fermentation,Same clade
BEF,BMA,0.0814339430724246,26. Asian fermentation,19. Malaysian,Different clade
BEF,BMB,0.07733692082378293,26. Asian fermentation,19. Malaysian,Different clade
BEF,BMC,0.045902618427766675,26. Asian fermentation,19. Malaysian,Different clade
BEF,BNC,0.06529172292679906,26. Asian fermentation,10. French Guiana human,Different clade
BEF,BNV,0.07092926550123473,26. Asian fermentation,1. Wine/European,Different clade
BEF,BQM,0.09295133982898345,26. Asian fermentation,1. Wine/European,Different clade
BEF,BVG,0.05695694883478379,26. Asian fermentation,3. Brazilian bioethanol,Different clade
BEF,CAE,0.10152796847065941,26. Asian fermentation,1. Wine/European,Different clade
BEF,CBN,0.03048561219261486,26. Asian fermentation,7. Mosaic beer,Different clade
BEF,CCD,0.08276427522693508,26. Asian fermentation,21. Ecuadorean,Different clade
BEF,CCG,0.06305540589920974,26. Asian fermentation,21. Ecuadorean,Different clade
BEF,CCN,0.08452640676272292,26. Asian fermentation,18. Far East Asia,Different clade
BEF,CCQ,0.11188611445544391,26. Asian fermentation,18. Far East Asia,Different clade
BEF,CCR,0.13117054821756968,26. Asian fermentation,18. Far East Asia,Different clade
BEF,CCS,0.11757473248535691,26. Asian fermentation,18. Far East Asia,Different clade
BEF,CCV,0.1394021661737588,26. Asian fermentation,24. Asian islands,Different clade
BEF,CDE,0.08060381400570484,26. Asian fermentation,M3. Mosaic region 3,Different clade
BEF,CDL,0.09216724162850869,26. Asian fermentation,18. Far East Asia,Different clade
BEF,CDT,0.06680850204735761,26. Asian fermentation,2. Alpechin,Different clade
BEF,CEG,0.07045929958797141,26. Asian fermentation,17. Taiwanese,Different clade
BEF,CFF,0.0932801799845166,26. Asian fermentation,7. Mosaic beer,Different clade
BEF,CGL,0.11063002752464501,26. Asian fermentation,26. Asian fermentation,Same clade
BEF,CGN,0.13732989331445122,26. Asian fermentation,26. Asian fermentation,Same clade
BEF,CGS,0.1189814420392063,26. Asian fermentation,1. Wine/European,Different clade
BEF,CLB,0.06989998592874062,26. Asian fermentation,4. Mediterranean oak,Different clade
BEF,CLI,0.14318353977674783,26. Asian fermentation,25. Sake,Different clade
BEF,CLN,0.07216226060120408,26. Asian fermentation,25. Sake,Different clade
BEF,CLP,0.09290788263879238,26. Asian fermentation,25. Sake,Different clade
BEF,CMI,0.08547711819946961,26. Asian fermentation,25. Sake,Different clade
BEF,CPI,0.08940031441393485,26. Asian fermentation,9. Mexican agave,Different clade
BEF,CPK,0.12191518660401486,26. Asian fermentation,9. Mexican agave,Different clade
BEF,CPN,0.09203199002593294,26. Asian fermentation,9. Mexican agave,Different clade
BEF,CQD,0.11427810799558484,26. Asian fermentation,12. West African cocoa,Different clade
BEF,CQF,0.12188118120593715,26. Asian fermentation,12. West African cocoa,Different clade
BEF,SACE_YCE,0.004655516448830846,26. Asian fermentation,M3. Mosaic region 3,Different clade
BEF,SACE_YCK,-0.0041852899364605125,26. Asian fermentation,26. Asian fermentation,Same clade
BEF,SACE_YCM,0.08309499582605623,26. Asian fermentation,24. Asian islands,Different clade
BEF,SACE_YCR,0.13311180046894483,26. Asian fermentation,18. Far East Asia,Different clade
BEF,SACE_YCU,0.05898739618813065,26. Asian fermentation,23. North American oak,Different clade
BFH,AFE,-8.444073238869909e-4,5. French dairy,8. Mixed origin,Different clade
BFH,AKH,0.06969510836369816,5. French dairy,13. African palm wine,Different clade
BFH,AKI,0.010161489527158618,5. French dairy,M3. Mosaic region 3,Different clade
BFH,AKM,0.07101890554738302,5. French dairy,19. Malaysian,Different clade
BFH,AMP,0.06050558414068685,5. French dairy,M1. Mosaic region 1,Different clade
BFH,ANG,0.07714206209473091,5. French dairy,23. North American oak,Different clade
BFH,ANN,0.12987846579388876,5. French dairy,12. West African cocoa,Different clade
BFH,ATS,0.06763669937013853,5. French dairy,8. Mixed origin,Different clade
BFH,BAF,0.05928879750954897,5. French dairy,13. African palm wine,Different clade
BFH,BAG,0.03691192301139431,5. French dairy,15. CHNII,Different clade
BFH,BAI,0.07193426595976779,5. French dairy,18. Far East Asia,Different clade
BFH,BAK,0.07929526119123902,5. French dairy,18. Far East Asia,Different clade
BFH,BAL,0.07609509343356699,5. French dairy,16. CHNI,Different clade
BFH,BAM,0.05873587772480968,5. French dairy,14. CHNIII,Different clade
BFH,BAN,0.06614209033512485,5. French dairy,20. CHN V,Different clade
BFH,BAP,0.06251333467814736,5. French dairy,20. CHN V,Different clade
BFH,BBQ,0.06781844521564874,5. French dairy,4. Mediterranean oak,Different clade
BFH,BCK,0.06022881449152284,5. French dairy,10. French Guiana human,Different clade
BFH,BDB,0.054064453356717466,5. French dairy,M2. Mosaic region 2,Different clade
BFH,BDP,0.04510758180050199,5. French dairy,10. French Guiana human,Different clade
BFH,BEF,0.07083565045950044,5. French dairy,26. Asian fermentation,Different clade
BFH,BFP,0.09642478317413128,5. French dairy,4. Mediterranean oak,Different clade
BFH,BGD,0.031983603775456566,5. French dairy,5. French dairy,Same clade
BFH,BGF,0.0789466274495729,5. French dairy,5. French dairy,Same clade
BFH,BHG,0.02584572223962718,5. French dairy,M2. Mosaic region 2,Different clade
BFH,BHK,0.07210424641062038,5. French dairy,M1. Mosaic region 1,Different clade
BFH,BHM,0.057507662142055695,5. French dairy,M1. Mosaic region 1,Different clade
BFH,BHQ,0.12874705423966504,5. French dairy,26. Asian fermentation,Different clade
BFH,BMA,0.058948933240283496,5. French dairy,19. Malaysian,Different clade
BFH,BMB,0.0888145555692059,5. French dairy,19. Malaysian,Different clade
BFH,BMC,0.08077726035550163,5. French dairy,19. Malaysian,Different clade
BFH,BNC,0.06353856134984202,5. French dairy,10. French Guiana human,Different clade
BFH,BNV,0.02383679963790159,5. French dairy,1. Wine/European,Different clade
BFH,BQM,0.04936372434816207,5. French dairy,1. Wine/European,Different clade
BFH,BVG,0.05895878073015066,5. French dairy,3. Brazilian bioethanol,Different clade
BFH,CAE,0.0958174094726905,5. French dairy,1. Wine/European,Different clade
BFH,CBN,0.05142624063386951,5. French dairy,7. Mosaic beer,Different clade
BFH,CCD,0.05853194904430655,5. French dairy,21. Ecuadorean,Different clade
BFH,CCG,0.04065564705794851,5. French dairy,21. Ecuadorean,Different clade
BFH,CCN,0.03792420055695565,5. French dairy,18. Far East Asia,Different clade
BFH,CCQ,0.0745469473503747,5. French dairy,18. Far East Asia,Different clade
BFH,CCR,0.057397438374044145,5. French dairy,18. Far East Asia,Different clade
BFH,CCS,0.09303589399018466,5. French dairy,18. Far East Asia,Different clade
BFH,CCV,0.06458636289262547,5. French dairy,24. Asian islands,Different clade
BFH,CDE,0.07573321375745053,5. French dairy,M3. Mosaic region 3,Different clade
BFH,CDL,0.05509775575246355,5. French dairy,18. Far East Asia,Different clade
BFH,CDT,0.06126690285317206,5. French dairy,2. Alpechin,Different clade
BFH,CEG,0.061312624867035495,5. French dairy,17. Taiwanese,Different clade
BFH,CFF,0.09007154670217081,5. French dairy,7. Mosaic beer,Different clade
BFH,CGL,0.06978524420238458,5. French dairy,26. Asian fermentation,Different clade
BFH,CGN,0.10825520055353477,5. French dairy,26. Asian fermentation,Different clade
BFH,CGS,0.07226192530718242,5. French dairy,1. Wine/European,Different clade
BFH,CLB,0.08291174464754762,5. French dairy,4. Mediterranean oak,Different clade
BFH,CLI,0.05651818738777231,5. French dairy,25. Sake,Different clade
BFH,CLN,0.041393448407629,5. French dairy,25. Sake,Different clade
BFH,CLP,0.043466540016179445,5. French dairy,25. Sake,Different clade
BFH,CMI,0.06856233712963107,5. French dairy,25. Sake,Different clade
BFH,CPI,0.024641604946870694,5. French dairy,9. Mexican agave,Different clade
BFH,CPK,0.06415102078244475,5. French dairy,9. Mexican agave,Different clade
BFH,CPN,0.07032186253244174,5. French dairy,9. Mexican agave,Different clade
BFH,CQD,0.06203637400138334,5. French dairy,12. West African cocoa,Different clade
BFH,CQF,0.09382451801749399,5. French dairy,12. West African cocoa,Different clade
BFH,SACE_YCE,0.08825451647560045,5. French dairy,M3. Mosaic region 3,Different clade
BFH,SACE_YCK,0.03683906398960912,5. French dairy,26. Asian fermentation,Different clade
BFH,SACE_YCM,0.06998349090497376,5. French dairy,24. Asian islands,Different clade
BFH,SACE_YCR,0.07204305311203697,5. French dairy,18. Far East Asia,Different clade
BFH,SACE_YCU,0.0774947920735516,5. French dairy,23. North American oak,Different clade
BFP,AFE,0.03103980314328532,4. Mediterranean oak,8. Mixed origin,Different clade
BFP,AKH,0.08424374524143247,4. Mediterranean oak,13. African palm wine,Different clade
BFP,AKI,0.07724630685327981,4. Mediterranean oak,M3. Mosaic region 3,Different clade
BFP,AKM,0.07241546582484674,4. Mediterranean oak,19. Malaysian,Different clade
BFP,AMP,0.08611979592131584,4. Mediterranean oak,M1. Mosaic region 1,Different clade
BFP,ANG,0.15923926305254932,4. Mediterranean oak,23. North American oak,Different clade
BFP,ANN,0.10325812534955053,4. Mediterranean oak,12. West African cocoa,Different clade
BFP,ATS,0.051660808166428734,4. Mediterranean oak,8. Mixed origin,Different clade
BFP,BAF,0.07166890888177183,4. Mediterranean oak,13. African palm wine,Different clade
BFP,BAG,0.0667804878091289,4. Mediterranean oak,15. CHNII,Different clade
BFP,BAI,0.1434986649366605,4. Mediterranean oak,18. Far East Asia,Different clade
BFP,BAK,0.12881186751097953,4. Mediterranean oak,18. Far East Asia,Different clade
BFP,BAL,0.13322188014169214,4. Mediterranean oak,16. CHNI,Different clade
BFP,BAM,0.11704164568867546,4. Mediterranean oak,14. CHNIII,Different clade
BFP,BAN,0.09858075935058418,4. Mediterranean oak,20. CHN V,Different clade
BFP,BAP,0.13627284345708354,4. Mediterranean oak,20. CHN V,Different clade
BFP,BBQ,0.10383458112316818,4. Mediterranean oak,4. Mediterranean oak,Same clade
BFP,BCK,0.09154244811531452,4. Mediterranean oak,10. French Guiana human,Different clade
BFP,BDB,0.0720874867268541,4. Mediterranean oak,M2. Mosaic region 2,Different clade
BFP,BDP,0.05776194757438444,4. Mediterranean oak,10. French Guiana human,Different clade
BFP,BEF,0.08812564465432014,4. Mediterranean oak,26. Asian fermentation,Different clade
BFP,BFH,0.09642478317413128,4. Mediterranean oak,5. French dairy,Different clade
BFP,BGD,0.04513536789701288,4. Mediterranean oak,5. French dairy,Different clade
BFP,BGF,0.08419364980153814,4. Mediterranean oak,5. French dairy,Different clade
BFP,BHG,0.05545014874293535,4. Mediterranean oak,M2. Mosaic region 2,Different clade
BFP,BHK,0.055307937696827736,4. Mediterranean oak,M1. Mosaic region 1,Different clade
BFP,BHM,0.08724621202644459,4. Mediterranean oak,M1. Mosaic region 1,Different clade
BFP,BHQ,0.09168493825454777,4. Mediterranean oak,26. Asian fermentation,Different clade
BFP,BMA,0.06578261552391215,4. Mediterranean oak,19. Malaysian,Different clade
BFP,BMB,0.07817158754122694,4. Mediterranean oak,19. Malaysian,Different clade
BFP,BMC,0.04343533423263332,4. Mediterranean oak,19. Malaysian,Different clade
BFP,BNC,0.0235261025322595,4. Mediterranean oak,10. French Guiana human,Different clade
BFP,BNV,0.06192776007084627,4. Mediterranean oak,1. Wine/European,Different clade
BFP,BQM,0.1132170808042556,4. Mediterranean oak,1. Wine/European,Different clade
BFP,BVG,0.10283224632427848,4. Mediterranean oak,3. Brazilian bioethanol,Different clade
BFP,CAE,0.09527066335510283,4. Mediterranean oak,1. Wine/European,Different clade
BFP,CBN,0.03826746401512439,4. Mediterranean oak,7. Mosaic beer,Different clade
BFP,CCD,0.08936643047746735,4. Mediterranean oak,21. Ecuadorean,Different clade
BFP,CCG,0.08988251137738497,4. Mediterranean oak,21. Ecuadorean,Different clade
BFP,CCN,0.07360182204069846,4. Mediterranean oak,18. Far East Asia,Different clade
BFP,CCQ,0.11117978847787814,4. Mediterranean oak,18. Far East Asia,Different clade
BFP,CCR,0.1388720149995985,4. Mediterranean oak,18. Far East Asia,Different clade
BFP,CCS,0.13844267114159858,4. Mediterranean oak,18. Far East Asia,Different clade
BFP,CCV,0.13419016026637418,4. Mediterranean oak,24. Asian islands,Different clade
BFP,CDE,0.09349411337978238,4. Mediterranean oak,M3. Mosaic region 3,Different clade
BFP,CDL,0.12925245481897835,4. Mediterranean oak,18. Far East Asia,Different clade
BFP,CDT,0.06870688387476327,4. Mediterranean oak,2. Alpechin,Different clade
BFP,CEG,0.051023895190475024,4. Mediterranean oak,17. Taiwanese,Different clade
BFP,CFF,0.11428875752679776,4. Mediterranean oak,7. Mosaic beer,Different clade
BFP,CGL,0.07648964260270052,4. Mediterranean oak,26. Asian fermentation,Different clade
BFP,CGN,0.09652308550254915,4. Mediterranean oak,26. Asian fermentation,Different clade
BFP,CGS,0.1117209416031141,4. Mediterranean oak,1. Wine/European,Different clade
BFP,CLB,0.1379901092258988,4. Mediterranean oak,4. Mediterranean oak,Same clade
BFP,CLI,0.07064588500317273,4. Mediterranean oak,25. Sake,Different clade
BFP,CLN,0.02108758155733689,4. Mediterranean oak,25. Sake,Different clade
BFP,CLP,0.06299035487469785,4. Mediterranean oak,25. Sake,Different clade
BFP,CMI,0.0677590363505452,4. Mediterranean oak,25. Sake,Different clade
BFP,CPI,0.0994289294301904,4. Mediterranean oak,9. Mexican agave,Different clade
BFP,CPK,0.10005456492841443,4. Mediterranean oak,9. Mexican agave,Different clade
BFP,CPN,0.09575162532572165,4. Mediterranean oak,9. Mexican agave,Different clade
BFP,CQD,0.11164675418286966,4. Mediterranean oak,12. West African cocoa,Different clade
BFP,CQF,0.13291002366320542,4. Mediterranean oak,12. West African cocoa,Different clade
BFP,SACE_YCE,0.05792954264447038,4. Mediterranean oak,M3. Mosaic region 3,Different clade
BFP,SACE_YCK,0.0447235329981013,4. Mediterranean oak,26. Asian fermentation,Different clade
BFP,SACE_YCM,0.06365449959771612,4. Mediterranean oak,24. Asian islands,Different clade
BFP,SACE_YCR,0.10050514233219628,4. Mediterranean oak,18. Far East Asia,Different clade
BFP,SACE_YCU,0.08615216391304645,4. Mediterranean oak,23. North American oak,Different clade
BGD,AFE,-0.01819201478376557,5. French dairy,8. Mixed origin,Different clade
BGD,AKH,0.036883881333122266,5. French dairy,13. African palm wine,Different clade
BGD,AKI,0.007131837737079357,5. French dairy,M3. Mosaic region 3,Different clade
BGD,AKM,0.008758127745377757,5. French dairy,19. Malaysian,Different clade
BGD,AMP,0.016162848097774282,5. French dairy,M1. Mosaic region 1,Different clade
BGD,ANG,0.05600777897640497,5. French dairy,23. North American oak,Different clade
BGD,ANN,0.05172711440525192,5. French dairy,12. West African cocoa,Different clade
BGD,ATS,0.04479706709426683,5. French dairy,8. Mixed origin,Different clade
BGD,BAF,0.015492906257877042,5. French dairy,13. African palm wine,Different clade
BGD,BAG,0.04212439352384267,5. French dairy,15. CHNII,Different clade
BGD,BAI,0.01885389528744787,5. French dairy,18. Far East Asia,Different clade
BGD,BAK,0.06508457065691428,5. French dairy,18. Far East Asia,Different clade
BGD,BAL,0.06611734187218216,5. French dairy,16. CHNI,Different clade
BGD,BAM,0.028088412725044896,5. French dairy,14. CHNIII,Different clade
BGD,BAN,0.06955445418467696,5. French dairy,20. CHN V,Different clade
BGD,BAP,0.04948684075797582,5. French dairy,20. CHN V,Different clade
BGD,BBQ,0.06534613983381482,5. French dairy,4. Mediterranean oak,Different clade
BGD,BCK,0.06444320896098042,5. French dairy,10. French Guiana human,Different clade
BGD,BDB,0.03292067616333411,5. French dairy,M2. Mosaic region 2,Different clade
BGD,BDP,0.019258484953524713,5. French dairy,10. French Guiana human,Different clade
BGD,BEF,0.06489916398346719,5. French dairy,26. Asian fermentation,Different clade
BGD,BFH,0.031983603775456566,5. French dairy,5. French dairy,Same clade
BGD,BFP,0.04513536789701288,5. French dairy,4. Mediterranean oak,Different clade
BGD,BGF,0.009757359118831464,5. French dairy,5. French dairy,Same clade
BGD,BHG,0.05260569225539381,5. French dairy,M2. Mosaic region 2,Different clade
BGD,BHK,0.047573293078252414,5. French dairy,M1. Mosaic region 1,Different clade
BGD,BHM,-0.013252716024629733,5. French dairy,M1. Mosaic region 1,Different clade
BGD,BHQ,0.07207515608467388,5. French dairy,26. Asian fermentation,Different clade
BGD,BMA,0.04408551423214674,5. French dairy,19. Malaysian,Different clade
BGD,BMB,0.06050547130396732,5. French dairy,19. Malaysian,Different clade
BGD,BMC,0.01869152226368269,5. French dairy,19. Malaysian,Different clade
BGD,BNC,0.050618355234421736,5. French dairy,10. French Guiana human,Different clade
BGD,BNV,0.08558730445794513,5. French dairy,1. Wine/European,Different clade
BGD,BQM,0.04452511003828239,5. French dairy,1. Wine/European,Different clade
BGD,BVG,0.018147089863552634,5. French dairy,3. Brazilian bioethanol,Different clade
BGD,CAE,0.05454288643921375,5. French dairy,1. Wine/European,Different clade
BGD,CBN,0.025548600843486393,5. French dairy,7. Mosaic beer,Different clade
BGD,CCD,0.014631422092505677,5. French dairy,21. Ecuadorean,Different clade
BGD,CCG,0.0686046922920097,5. French dairy,21. Ecuadorean,Different clade
BGD,CCN,0.019551577426735457,5. French dairy,18. Far East Asia,Different clade
BGD,CCQ,0.0480183918835236,5. French dairy,18. Far East Asia,Different clade
BGD,CCR,0.049616420086979085,5. French dairy,18. Far East Asia,Different clade
BGD,CCS,0.05404858487978143,5. French dairy,18. Far East Asia,Different clade
BGD,CCV,0.06297565683504433,5. French dairy,24. Asian islands,Different clade
BGD,CDE,0.03691837743021302,5. French dairy,M3. Mosaic region 3,Different clade
BGD,CDL,0.0489288110896955,5. French dairy,18. Far East Asia,Different clade
BGD,CDT,0.07213296468850126,5. French dairy,2. Alpechin,Different clade
BGD,CEG,0.07297007695333273,5. French dairy,17. Taiwanese,Different clade
BGD,CFF,0.03500543574271713,5. French dairy,7. Mosaic beer,Different clade
BGD,CGL,0.05676993774861979,5. French dairy,26. Asian fermentation,Different clade
BGD,CGN,0.06655580786422521,5. French dairy,26. Asian fermentation,Different clade
BGD,CGS,0.04898389820403277,5. French dairy,1. Wine/European,Different clade
BGD,CLB,0.0654073166413865,5. French dairy,4. Mediterranean oak,Different clade
BGD,CLI,0.05896169793566991,5. French dairy,25. Sake,Different clade
BGD,CLN,0.04189796696102988,5. French dairy,25. Sake,Different clade
BGD,CLP,0.06793820007164564,5. French dairy,25. Sake,Different clade
BGD,CMI,0.010558372779353908,5. French dairy,25. Sake,Different clade
BGD,CPI,0.05846628527162925,5. French dairy,9. Mexican agave,Different clade
BGD,CPK,0.11856597696491275,5. French dairy,9. Mexican agave,Different clade
BGD,CPN,0.058134179429265714,5. French dairy,9. Mexican agave,Different clade
BGD,CQD,0.06193519473899774,5. French dairy,12. West African cocoa,Different clade
BGD,CQF,0.043873281796836444,5. French dairy,12. West African cocoa,Different clade
BGD,SACE_YCE,0.0231617626233653,5. French dairy,M3. Mosaic region 3,Different clade
BGD,SACE_YCK,0.01916474391387506,5. French dairy,26. Asian fermentation,Different clade
BGD,SACE_YCM,0.014316433016852035,5. French dairy,24. Asian islands,Different clade
BGD,SACE_YCR,0.05599019271951573,5. French dairy,18. Far East Asia,Different clade
BGD,SACE_YCU,0.05387467301131114,5. French dairy,23. North American oak,Different clade
BGF,AFE,0.015226596363890295,5. French dairy,8. Mixed origin,Different clade
BGF,AKH,0.02706173121828021,5. French dairy,13. African palm wine,Different clade
BGF,AKI,0.012775236233624731,5. French dairy,M3. Mosaic region 3,Different clade
BGF,AKM,0.048852965920555574,5. French dairy,19. Malaysian,Different clade
BGF,AMP,0.05633167660184756,5. French dairy,M1. Mosaic region 1,Different clade
BGF,ANG,0.054504773185943003,5. French dairy,23. North American oak,Different clade
BGF,ANN,0.05631655817767104,5. French dairy,12. West African cocoa,Different clade
BGF,ATS,0.050405760880174844,5. French dairy,8. Mixed origin,Different clade
BGF,BAF,0.05846103722812701,5. French dairy,13. African palm wine,Different clade
BGF,BAG,0.052061867690848994,5. French dairy,15. CHNII,Different clade
BGF,BAI,0.028055851947158355,5. French dairy,18. Far East Asia,Different clade
BGF,BAK,0.036688487542398895,5. French dairy,18. Far East Asia,Different clade
BGF,BAL,0.07293979230218597,5. French dairy,16. CHNI,Different clade
BGF,BAM,0.029753141482769783,5. French dairy,14. CHNIII,Different clade
BGF,BAN,0.032693782920046675,5. French dairy,20. CHN V,Different clade
BGF,BAP,0.040313725286968784,5. French dairy,20. CHN V,Different clade
BGF,BBQ,0.04711827984552188,5. French dairy,4. Mediterranean oak,Different clade
BGF,BCK,0.04769185432020836,5. French dairy,10. French Guiana human,Different clade
BGF,BDB,0.02449544997119592,5. French dairy,M2. Mosaic region 2,Different clade
BGF,BDP,0.031538185521499854,5. French dairy,10. French Guiana human,Different clade
BGF,BEF,0.06570057656184576,5. French dairy,26. Asian fermentation,Different clade
BGF,BFH,0.0789466274495729,5. French dairy,5. French dairy,Same clade
BGF,BFP,0.08419364980153814,5. French dairy,4. Mediterranean oak,Different clade
BGF,BGD,0.009757359118831464,5. French dairy,5. French dairy,Same clade
BGF,BHG,0.018532741031896095,5. French dairy,M2. Mosaic region 2,Different clade
BGF,BHK,0.07043550144665883,5. French dairy,M1. Mosaic region 1,Different clade
BGF,BHM,0.05202294368899123,5. French dairy,M1. Mosaic region 1,Different clade
BGF,BHQ,0.008783590875908761,5. French dairy,26. Asian fermentation,Different clade
BGF,BMA,0.01933237471309196,5. French dairy,19. Malaysian,Different clade
BGF,BMB,0.07009452235938331,5. French dairy,19. Malaysian,Different clade
BGF,BMC,0.05123341062577403,5. French dairy,19. Malaysian,Different clade
BGF,BNC,0.04315836007452043,5. French dairy,10. French Guiana human,Different clade
BGF,BNV,0.06486914814556674,5. French dairy,1. Wine/European,Different clade
BGF,BQM,0.0497770794070557,5. French dairy,1. Wine/European,Different clade
BGF,BVG,0.06599856809010037,5. French dairy,3. Brazilian bioethanol,Different clade
BGF,CAE,0.02316251119990054,5. French dairy,1. Wine/European,Different clade
BGF,CBN,0.0042943396111764865,5. French dairy,7. Mosaic beer,Different clade
BGF,CCD,0.0476871883413733,5. French dairy,21. Ecuadorean,Different clade
BGF,CCG,0.0331252555114191,5. French dairy,21. Ecuadorean,Different clade
BGF,CCN,0.03637634931638091,5. French dairy,18. Far East Asia,Different clade
BGF,CCQ,0.0565544372863063,5. French dairy,18. Far East Asia,Different clade
BGF,CCR,0.05835833789743648,5. French dairy,18. Far East Asia,Different clade
BGF,CCS,0.06725295246633364,5. French dairy,18. Far East Asia,Different clade
BGF,CCV,0.038358944220840484,5. French dairy,24. Asian islands,Different clade
BGF,CDE,0.06515197888650989,5. French dairy,M3. Mosaic region 3,Different clade
BGF,CDL,0.06102813582534352,5. French dairy,18. Far East Asia,Different clade
BGF,CDT,0.08834513827966024,5. French dairy,2. Alpechin,Different clade
BGF,CEG,0.05724287756893267,5. French dairy,17. Taiwanese,Different clade
BGF,CFF,0.06365580869166465,5. French dairy,7. Mosaic beer,Different clade
BGF,CGL,0.0710198457390672,5. French dairy,26. Asian fermentation,Different clade
BGF,CGN,0.05583034524228965,5. French dairy,26. Asian fermentation,Different clade
BGF,CGS,0.039960773727387856,5. French dairy,1. Wine/European,Different clade
BGF,CLB,0.08554253839178148,5. French dairy,4. Mediterranean oak,Different clade
BGF,CLI,0.018358426654440797,5. French dairy,25. Sake,Different clade
BGF,CLN,0.0037408933389298216,5. French dairy,25. Sake,Different clade
BGF,CLP,0.028776098076000716,5. French dairy,25. Sake,Different clade
BGF,CMI,0.061649589007477426,5. French dairy,25. Sake,Different clade
BGF,CPI,0.07436436790819285,5. French dairy,9. Mexican agave,Different clade
BGF,CPK,0.04480484659345075,5. French dairy,9. Mexican agave,Different clade
BGF,CPN,0.06103330892401803,5. French dairy,9. Mexican agave,Different clade
BGF,CQD,0.07689868580545829,5. French dairy,12. West African cocoa,Different clade
BGF,CQF,0.0612555346680767,5. French dairy,12. West African cocoa,Different clade
BGF,SACE_YCE,0.0520625573567131,5. French dairy,M3. Mosaic region 3,Different clade
BGF,SACE_YCK,-0.018510566462692692,5. French dairy,26. Asian fermentation,Different clade
BGF,SACE_YCM,0.04632686584595726,5. French dairy,24. Asian islands,Different clade
BGF,SACE_YCR,0.035991486604958184,5. French dairy,18. Far East Asia,Different clade
BGF,SACE_YCU,0.06336834617396345,5. French dairy,23. North American oak,Different clade
BHG,AFE,0.019291011952652076,M2. Mosaic region 2,8. Mixed origin,Different clade
BHG,AKH,0.08838563388454991,M2. Mosaic region 2,13. African palm wine,Different clade
BHG,AKI,0.038157562442681536,M2. Mosaic region 2,M3. Mosaic region 3,Different clade
BHG,AKM,0.06535623348852765,M2. Mosaic region 2,19. Malaysian,Different clade
BHG,AMP,0.05016374703985263,M2. Mosaic region 2,M1. Mosaic region 1,Different clade
BHG,ANG,0.11541901421817091,M2. Mosaic region 2,23. North American oak,Different clade
