strain_i,strain_j,meta_r,clade_i,clade_j,pair_type
BVG,BHG,0.03332938430159791,3. Brazilian bioethanol,M2. Mosaic region 2,Different clade
BVG,BHK,0.06290905486117045,3. Brazilian bioethanol,M1. Mosaic region 1,Different clade
BVG,BHM,0.07181355447538575,3. Brazilian bioethanol,M1. Mosaic region 1,Different clade
BVG,BHQ,0.062183014320193825,3. Brazilian bioethanol,26. Asian fermentation,Different clade
BVG,BMA,0.047295154556097584,3. Brazilian bioethanol,19. Malaysian,Different clade
BVG,BMB,0.06226000444876575,3. Brazilian bioethanol,19. Malaysian,Different clade
BVG,BMC,0.04234153910686079,3. Brazilian bioethanol,19. Malaysian,Different clade
BVG,BNC,0.061286646585958865,3. Brazilian bioethanol,10. French Guiana human,Different clade
BVG,BNV,0.06178285932466274,3. Brazilian bioethanol,1. Wine/European,Different clade
BVG,BQM,0.07787456899154419,3. Brazilian bioethanol,1. Wine/European,Different clade
BVG,CAE,0.08313218214471133,3. Brazilian bioethanol,1. Wine/European,Different clade
BVG,CBN,0.043718730846600336,3. Brazilian bioethanol,7. Mosaic beer,Different clade
BVG,CCD,0.06836942821175128,3. Brazilian bioethanol,21. Ecuadorean,Different clade
BVG,CCG,0.035795975317205624,3. Brazilian bioethanol,21. Ecuadorean,Different clade
BVG,CCN,0.04145931674957334,3. Brazilian bioethanol,18. Far East Asia,Different clade
BVG,CCQ,0.07471978454136469,3. Brazilian bioethanol,18. Far East Asia,Different clade
BVG,CCR,0.05470410607007964,3. Brazilian bioethanol,18. Far East Asia,Different clade
BVG,CCS,0.1067367534171094,3. Brazilian bioethanol,18. Far East Asia,Different clade
BVG,CCV,0.057729447873373405,3. Brazilian bioethanol,24. Asian islands,Different clade
BVG,CDE,0.06431932637783372,3. Brazilian bioethanol,M3. Mosaic region 3,Different clade
BVG,CDL,0.09091129250308079,3. Brazilian bioethanol,18. Far East Asia,Different clade
BVG,CDT,0.0423215549487517,3. Brazilian bioethanol,2. Alpechin,Different clade
BVG,CEG,0.07271849195814896,3. Brazilian bioethanol,17. Taiwanese,Different clade
BVG,CFF,0.09633770186875629,3. Brazilian bioethanol,7. Mosaic beer,Different clade
BVG,CGL,0.06700925319482474,3. Brazilian bioethanol,26. Asian fermentation,Different clade
BVG,CGN,0.09389091229975591,3. Brazilian bioethanol,26. Asian fermentation,Different clade
BVG,CGS,0.11637675105020534,3. Brazilian bioethanol,1. Wine/European,Different clade
BVG,CLB,0.08745429111463672,3. Brazilian bioethanol,4. Mediterranean oak,Different clade
BVG,CLI,0.08101615817481751,3. Brazilian bioethanol,25. Sake,Different clade
BVG,CLN,0.020889447021490704,3. Brazilian bioethanol,25. Sake,Different clade
BVG,CLP,0.07365390917480473,3. Brazilian bioethanol,25. Sake,Different clade
BVG,CMI,0.05116452131662411,3. Brazilian bioethanol,25. Sake,Different clade
BVG,CPI,0.08333969582032191,3. Brazilian bioethanol,9. Mexican agave,Different clade
BVG,CPK,0.11804570377508482,3. Brazilian bioethanol,9. Mexican agave,Different clade
BVG,CPN,0.07823026242272105,3. Brazilian bioethanol,9. Mexican agave,Different clade
BVG,CQD,0.0852099475731057,3. Brazilian bioethanol,12. West African cocoa,Different clade
BVG,CQF,0.07748182012177736,3. Brazilian bioethanol,12. West African cocoa,Different clade
BVG,SACE_YCE,0.05607973927841164,3. Brazilian bioethanol,M3. Mosaic region 3,Different clade
BVG,SACE_YCK,0.03757145827268232,3. Brazilian bioethanol,26. Asian fermentation,Different clade
BVG,SACE_YCM,0.03954948160904947,3. Brazilian bioethanol,24. Asian islands,Different clade
BVG,SACE_YCR,0.0631507355235452,3. Brazilian bioethanol,18. Far East Asia,Different clade
BVG,SACE_YCU,0.04417707885668015,3. Brazilian bioethanol,23. North American oak,Different clade
CAE,AFE,-0.002660396162065293,1. Wine/European,8. Mixed origin,Different clade
CAE,AKH,0.05140788483890466,1. Wine/European,13. African palm wine,Different clade
CAE,AKI,0.06552244569936323,1. Wine/European,M3. Mosaic region 3,Different clade
CAE,AKM,0.0800065941995127,1. Wine/European,19. Malaysian,Different clade
CAE,AMP,0.11397910521296535,1. Wine/European,M1. Mosaic region 1,Different clade
CAE,ANG,0.09469733788567843,1. Wine/European,23. North American oak,Different clade
CAE,ANN,0.11883924059963627,1. Wine/European,12. West African cocoa,Different clade
CAE,ATS,0.10764899055680313,1. Wine/European,8. Mixed origin,Different clade
CAE,BAF,0.10358327954008217,1. Wine/European,13. African palm wine,Different clade
CAE,BAG,0.08783914186908896,1. Wine/European,15. CHNII,Different clade
CAE,BAI,0.08547179287938612,1. Wine/European,18. Far East Asia,Different clade
CAE,BAK,0.11238097684250592,1. Wine/European,18. Far East Asia,Different clade
CAE,BAL,0.12160452026547848,1. Wine/European,16. CHNI,Different clade
CAE,BAM,0.09724754196524754,1. Wine/European,14. CHNIII,Different clade
CAE,BAN,0.08190844723727596,1. Wine/European,20. CHN V,Different clade
CAE,BAP,0.08965605335372982,1. Wine/European,20. CHN V,Different clade
CAE,BBQ,0.10442824754545857,1. Wine/European,4. Mediterranean oak,Different clade
CAE,BCK,0.09822657031610542,1. Wine/European,10. French Guiana human,Different clade
CAE,BDB,0.10775038632482595,1. Wine/European,M2. Mosaic region 2,Different clade
CAE,BDP,0.09326419168442501,1. Wine/European,10. French Guiana human,Different clade
CAE,BEF,0.10152796847065941,1. Wine/European,26. Asian fermentation,Different clade
CAE,BFH,0.0958174094726905,1. Wine/European,5. French dairy,Different clade
CAE,BFP,0.09527066335510283,1. Wine/European,4. Mediterranean oak,Different clade
CAE,BGD,0.05454288643921375,1. Wine/European,5. French dairy,Different clade
CAE,BGF,0.02316251119990054,1. Wine/European,5. French dairy,Different clade
CAE,BHG,0.08975029371225884,1. Wine/European,M2. Mosaic region 2,Different clade
CAE,BHK,0.07406419341208184,1. Wine/European,M1. Mosaic region 1,Different clade
CAE,BHM,0.055835520260866585,1. Wine/European,M1. Mosaic region 1,Different clade
CAE,BHQ,0.095518183131321,1. Wine/European,26. Asian fermentation,Different clade
CAE,BMA,0.06802876302967134,1. Wine/European,19. Malaysian,Different clade
CAE,BMB,0.05429891610150319,1. Wine/European,19. Malaysian,Different clade
CAE,BMC,0.06419209053077979,1. Wine/European,19. Malaysian,Different clade
CAE,BNC,0.09423482494805246,1. Wine/European,10. French Guiana human,Different clade
CAE,BNV,0.08920661218903649,1. Wine/European,1. Wine/European,Same clade
CAE,BQM,0.07679277669785188,1. Wine/European,1. Wine/European,Same clade
CAE,BVG,0.08313218214471133,1. Wine/European,3. Brazilian bioethanol,Different clade
CAE,CBN,0.046701233274613715,1. Wine/European,7. Mosaic beer,Different clade
CAE,CCD,0.09120862606073388,1. Wine/European,21. Ecuadorean,Different clade
CAE,CCG,0.09301100298586856,1. Wine/European,21. Ecuadorean,Different clade
CAE,CCN,0.07472491594001116,1. Wine/European,18. Far East Asia,Different clade
CAE,CCQ,0.08206856423737073,1. Wine/European,18. Far East Asia,Different clade
CAE,CCR,0.1289738632893704,1. Wine/European,18. Far East Asia,Different clade
CAE,CCS,0.12797039651759812,1. Wine/European,18. Far East Asia,Different clade
CAE,CCV,0.07517107959437316,1. Wine/European,24. Asian islands,Different clade
CAE,CDE,0.10801371085915999,1. Wine/European,M3. Mosaic region 3,Different clade
CAE,CDL,0.1088816331274481,1. Wine/European,18. Far East Asia,Different clade
CAE,CDT,0.08354637275367904,1. Wine/European,2. Alpechin,Different clade
CAE,CEG,0.07732196476620232,1. Wine/European,17. Taiwanese,Different clade
CAE,CFF,0.12238838160740538,1. Wine/European,7. Mosaic beer,Different clade
CAE,CGL,0.06882398132384855,1. Wine/European,26. Asian fermentation,Different clade
CAE,CGN,0.05874354376230749,1. Wine/European,26. Asian fermentation,Different clade
CAE,CGS,0.1473941293884434,1. Wine/European,1. Wine/European,Same clade
CAE,CLB,0.14067666066480541,1. Wine/European,4. Mediterranean oak,Different clade
CAE,CLI,0.10071668174808789,1. Wine/European,25. Sake,Different clade
CAE,CLN,0.08200279856603676,1. Wine/European,25. Sake,Different clade
CAE,CLP,0.08359210714251299,1. Wine/European,25. Sake,Different clade
CAE,CMI,0.0728997999649085,1. Wine/European,25. Sake,Different clade
CAE,CPI,0.09865127772819357,1. Wine/European,9. Mexican agave,Different clade
CAE,CPK,0.1353732377901709,1. Wine/European,9. Mexican agave,Different clade
CAE,CPN,0.1127988572520035,1. Wine/European,9. Mexican agave,Different clade
CAE,CQD,0.1001908786178792,1. Wine/European,12. West African cocoa,Different clade
CAE,CQF,0.1541806195884363,1. Wine/European,12. West African cocoa,Different clade
CAE,SACE_YCE,0.05332741838032645,1. Wine/European,M3. Mosaic region 3,Different clade
CAE,SACE_YCK,0.014260937649451924,1. Wine/European,26. Asian fermentation,Different clade
CAE,SACE_YCM,0.029269329426188116,1. Wine/European,24. Asian islands,Different clade
CAE,SACE_YCR,0.10860239956538875,1. Wine/European,18. Far East Asia,Different clade
CAE,SACE_YCU,0.058649106486329115,1. Wine/European,23. North American oak,Different clade
CBN,AFE,0.02619488204835022,7. Mosaic beer,8. Mixed origin,Different clade
CBN,AKH,0.06406832690424054,7. Mosaic beer,13. African palm wine,Different clade
CBN,AKI,0.06788349914889032,7. Mosaic beer,M3. Mosaic region 3,Different clade
CBN,AKM,0.06726006742688741,7. Mosaic beer,19. Malaysian,Different clade
CBN,AMP,0.04180643095552743,7. Mosaic beer,M1. Mosaic region 1,Different clade
CBN,ANG,0.12368819599598785,7. Mosaic beer,23. North American oak,Different clade
CBN,ANN,0.11894904846259245,7. Mosaic beer,12. West African cocoa,Different clade
CBN,ATS,0.05522710951336886,7. Mosaic beer,8. Mixed origin,Different clade
CBN,BAF,0.10532218037559131,7. Mosaic beer,13. African palm wine,Different clade
CBN,BAG,0.07754725017574356,7. Mosaic beer,15. CHNII,Different clade
CBN,BAI,0.07019799968400038,7. Mosaic beer,18. Far East Asia,Different clade
CBN,BAK,0.09392232047421072,7. Mosaic beer,18. Far East Asia,Different clade
CBN,BAL,0.09084868485697986,7. Mosaic beer,16. CHNI,Different clade
CBN,BAM,0.046506011825082176,7. Mosaic beer,14. CHNIII,Different clade
CBN,BAN,0.07279850330558227,7. Mosaic beer,20. CHN V,Different clade
CBN,BAP,0.056040928031760834,7. Mosaic beer,20. CHN V,Different clade
CBN,BBQ,0.07622752185628029,7. Mosaic beer,4. Mediterranean oak,Different clade
CBN,BCK,0.07997559393293946,7. Mosaic beer,10. French Guiana human,Different clade
CBN,BDB,0.013081810822608146,7. Mosaic beer,M2. Mosaic region 2,Different clade
CBN,BDP,0.04648195343746463,7. Mosaic beer,10. French Guiana human,Different clade
CBN,BEF,0.03048561219261486,7. Mosaic beer,26. Asian fermentation,Different clade
CBN,BFH,0.05142624063386951,7. Mosaic beer,5. French dairy,Different clade
CBN,BFP,0.03826746401512439,7. Mosaic beer,4. Mediterranean oak,Different clade
CBN,BGD,0.025548600843486393,7. Mosaic beer,5. French dairy,Different clade
CBN,BGF,0.0042943396111764865,7. Mosaic beer,5. French dairy,Different clade
CBN,BHG,0.07782860474585196,7. Mosaic beer,M2. Mosaic region 2,Different clade
CBN,BHK,0.09598476680540942,7. Mosaic beer,M1. Mosaic region 1,Different clade
CBN,BHM,0.048751253054911486,7. Mosaic beer,M1. Mosaic region 1,Different clade
CBN,BHQ,0.12995340179676357,7. Mosaic beer,26. Asian fermentation,Different clade
CBN,BMA,0.08217578124216895,7. Mosaic beer,19. Malaysian,Different clade
CBN,BMB,0.06406366111114008,7. Mosaic beer,19. Malaysian,Different clade
CBN,BMC,0.07757672930482941,7. Mosaic beer,19. Malaysian,Different clade
CBN,BNC,0.05382367041812573,7. Mosaic beer,10. French Guiana human,Different clade
CBN,BNV,0.08162124006389053,7. Mosaic beer,1. Wine/European,Different clade
CBN,BQM,0.0519067981054543,7. Mosaic beer,1. Wine/European,Different clade
CBN,BVG,0.043718730846600336,7. Mosaic beer,3. Brazilian bioethanol,Different clade
CBN,CAE,0.046701233274613715,7. Mosaic beer,1. Wine/European,Different clade
CBN,CCD,0.06479815670347058,7. Mosaic beer,21. Ecuadorean,Different clade
CBN,CCG,0.04352046690810384,7. Mosaic beer,21. Ecuadorean,Different clade
CBN,CCN,0.02354191313957475,7. Mosaic beer,18. Far East Asia,Different clade
CBN,CCQ,0.07229971916677723,7. Mosaic beer,18. Far East Asia,Different clade
CBN,CCR,0.08988612712468483,7. Mosaic beer,18. Far East Asia,Different clade
CBN,CCS,0.07974450009759992,7. Mosaic beer,18. Far East Asia,Different clade
CBN,CCV,0.059903753744154686,7. Mosaic beer,24. Asian islands,Different clade
CBN,CDE,0.05506313928881943,7. Mosaic beer,M3. Mosaic region 3,Different clade
CBN,CDL,0.0766463442681261,7. Mosaic beer,18. Far East Asia,Different clade
CBN,CDT,0.03587587958549662,7. Mosaic beer,2. Alpechin,Different clade
CBN,CEG,0.0680536312301111,7. Mosaic beer,17. Taiwanese,Different clade
CBN,CFF,0.0801589172677885,7. Mosaic beer,7. Mosaic beer,Same clade
CBN,CGL,0.0671704543115663,7. Mosaic beer,26. Asian fermentation,Different clade
CBN,CGN,0.10324587232607742,7. Mosaic beer,26. Asian fermentation,Different clade
CBN,CGS,0.07589480479586237,7. Mosaic beer,1. Wine/European,Different clade
CBN,CLB,0.05772667132791531,7. Mosaic beer,4. Mediterranean oak,Different clade
CBN,CLI,0.06914687252022778,7. Mosaic beer,25. Sake,Different clade
CBN,CLN,0.051343892240698207,7. Mosaic beer,25. Sake,Different clade
CBN,CLP,0.08465716739503877,7. Mosaic beer,25. Sake,Different clade
CBN,CMI,0.05520366134461912,7. Mosaic beer,25. Sake,Different clade
CBN,CPI,0.045073759371305325,7. Mosaic beer,9. Mexican agave,Different clade
CBN,CPK,0.07211602286121278,7. Mosaic beer,9. Mexican agave,Different clade
CBN,CPN,0.0694099212420498,7. Mosaic beer,9. Mexican agave,Different clade
CBN,CQD,0.08879916649695672,7. Mosaic beer,12. West African cocoa,Different clade
CBN,CQF,0.0985537080503073,7. Mosaic beer,12. West African cocoa,Different clade
CBN,SACE_YCE,0.035375620937452376,7. Mosaic beer,M3. Mosaic region 3,Different clade
CBN,SACE_YCK,0.04216761459886451,7. Mosaic beer,26. Asian fermentation,Different clade
CBN,SACE_YCM,0.04443639082284019,7. Mosaic beer,24. Asian islands,Different clade
CBN,SACE_YCR,0.12224290416007251,7. Mosaic beer,18. Far East Asia,Different clade
CBN,SACE_YCU,0.0788856184427495,7. Mosaic beer,23. North American oak,Different clade
CCD,AFE,0.016169185759604018,21. Ecuadorean,8. Mixed origin,Different clade
CCD,AKH,0.07963480165389492,21. Ecuadorean,13. African palm wine,Different clade
CCD,AKI,0.05800155751645351,21. Ecuadorean,M3. Mosaic region 3,Different clade
CCD,AKM,0.11704950704009488,21. Ecuadorean,19. Malaysian,Different clade
CCD,AMP,0.08949048614538517,21. Ecuadorean,M1. Mosaic region 1,Different clade
CCD,ANG,0.13431222169041487,21. Ecuadorean,23. North American oak,Different clade
CCD,ANN,0.1243755274466628,21. Ecuadorean,12. West African cocoa,Different clade
CCD,ATS,0.10177583015102543,21. Ecuadorean,8. Mixed origin,Different clade
CCD,BAF,0.10235486168549654,21. Ecuadorean,13. African palm wine,Different clade
CCD,BAG,0.10029942141644414,21. Ecuadorean,15. CHNII,Different clade
CCD,BAI,0.14671773073824826,21. Ecuadorean,18. Far East Asia,Different clade
CCD,BAK,0.13311158683257554,21. Ecuadorean,18. Far East Asia,Different clade
CCD,BAL,0.1407819867874113,21. Ecuadorean,16. CHNI,Different clade
CCD,BAM,0.14326389535573475,21. Ecuadorean,14. CHNIII,Different clade
CCD,BAN,0.13878472006601683,21. Ecuadorean,20. CHN V,Different clade
CCD,BAP,0.14813658204730357,21. Ecuadorean,20. CHN V,Different clade
CCD,BBQ,0.12236879944134299,21. Ecuadorean,4. Mediterranean oak,Different clade
CCD,BCK,0.08855739474133269,21. Ecuadorean,10. French Guiana human,Different clade
CCD,BDB,0.09215307847672333,21. Ecuadorean,M2. Mosaic region 2,Different clade
CCD,BDP,0.07998170527874873,21. Ecuadorean,10. French Guiana human,Different clade
CCD,BEF,0.08276427522693508,21. Ecuadorean,26. Asian fermentation,Different clade
CCD,BFH,0.05853194904430655,21. Ecuadorean,5. French dairy,Different clade
CCD,BFP,0.08936643047746735,21. Ecuadorean,4. Mediterranean oak,Different clade
CCD,BGD,0.014631422092505677,21. Ecuadorean,5. French dairy,Different clade
CCD,BGF,0.0476871883413733,21. Ecuadorean,5. French dairy,Different clade
CCD,BHG,0.08817140418651373,21. Ecuadorean,M2. Mosaic region 2,Different clade
CCD,BHK,0.08744263275588617,21. Ecuadorean,M1. Mosaic region 1,Different clade
CCD,BHM,0.057225162836646734,21. Ecuadorean,M1. Mosaic region 1,Different clade
CCD,BHQ,0.11099309472076425,21. Ecuadorean,26. Asian fermentation,Different clade
CCD,BMA,0.1413700538023332,21. Ecuadorean,19. Malaysian,Different clade
CCD,BMB,0.09236209658730041,21. Ecuadorean,19. Malaysian,Different clade
CCD,BMC,0.09267700313472595,21. Ecuadorean,19. Malaysian,Different clade
CCD,BNC,0.08054462753797756,21. Ecuadorean,10. French Guiana human,Different clade
CCD,BNV,0.09226516110968777,21. Ecuadorean,1. Wine/European,Different clade
CCD,BQM,0.07514146757622935,21. Ecuadorean,1. Wine/European,Different clade
CCD,BVG,0.06836942821175128,21. Ecuadorean,3. Brazilian bioethanol,Different clade
CCD,CAE,0.09120862606073388,21. Ecuadorean,1. Wine/European,Different clade
CCD,CBN,0.06479815670347058,21. Ecuadorean,7. Mosaic beer,Different clade
CCD,CCG,0.1438009181897474,21. Ecuadorean,21. Ecuadorean,Same clade
CCD,CCN,0.1292169004783614,21. Ecuadorean,18. Far East Asia,Different clade
CCD,CCQ,0.11970865666891647,21. Ecuadorean,18. Far East Asia,Different clade
CCD,CCR,0.17262537865526328,21. Ecuadorean,18. Far East Asia,Different clade
CCD,CCS,0.14561772932360256,21. Ecuadorean,18. Far East Asia,Different clade
CCD,CCV,0.10013769109044754,21. Ecuadorean,24. Asian islands,Different clade
CCD,CDE,0.09448208600093853,21. Ecuadorean,M3. Mosaic region 3,Different clade
CCD,CDL,0.16672135418657025,21. Ecuadorean,18. Far East Asia,Different clade
CCD,CDT,0.06959924460783716,21. Ecuadorean,2. Alpechin,Different clade
CCD,CEG,0.06060775666931963,21. Ecuadorean,17. Taiwanese,Different clade
CCD,CFF,0.124606280511045,21. Ecuadorean,7. Mosaic beer,Different clade
CCD,CGL,0.04912057977016771,21. Ecuadorean,26. Asian fermentation,Different clade
CCD,CGN,0.12919506748446355,21. Ecuadorean,26. Asian fermentation,Different clade
CCD,CGS,0.09080185108273404,21. Ecuadorean,1. Wine/European,Different clade
CCD,CLB,0.11580804702375097,21. Ecuadorean,4. Mediterranean oak,Different clade
CCD,CLI,0.10889435103608355,21. Ecuadorean,25. Sake,Different clade
CCD,CLN,0.07865255175837808,21. Ecuadorean,25. Sake,Different clade
CCD,CLP,0.08698995803937117,21. Ecuadorean,25. Sake,Different clade
CCD,CMI,0.10483521547095692,21. Ecuadorean,25. Sake,Different clade
CCD,CPI,0.1011749830524298,21. Ecuadorean,9. Mexican agave,Different clade
CCD,CPK,0.10215262944967082,21. Ecuadorean,9. Mexican agave,Different clade
CCD,CPN,0.10530748258457549,21. Ecuadorean,9. Mexican agave,Different clade
CCD,CQD,0.12761510290861267,21. Ecuadorean,12. West African cocoa,Different clade
CCD,CQF,0.11027439827192877,21. Ecuadorean,12. West African cocoa,Different clade
CCD,SACE_YCE,0.08086430681065519,21. Ecuadorean,M3. Mosaic region 3,Different clade
CCD,SACE_YCK,0.03432413981930094,21. Ecuadorean,26. Asian fermentation,Different clade
CCD,SACE_YCM,0.05945890730094865,21. Ecuadorean,24. Asian islands,Different clade
CCD,SACE_YCR,0.13489196077457108,21. Ecuadorean,18. Far East Asia,Different clade
CCD,SACE_YCU,0.11729044706594371,21. Ecuadorean,23. North American oak,Different clade
CCG,AFE,-0.016940171663613224,21. Ecuadorean,8. Mixed origin,Different clade
CCG,AKH,0.07283428179098676,21. Ecuadorean,13. African palm wine,Different clade
CCG,AKI,0.041491698314452395,21. Ecuadorean,M3. Mosaic region 3,Different clade
CCG,AKM,0.07331684221269706,21. Ecuadorean,19. Malaysian,Different clade
CCG,AMP,0.08493138323391143,21. Ecuadorean,M1. Mosaic region 1,Different clade
CCG,ANG,0.09980117753911853,21. Ecuadorean,23. North American oak,Different clade
CCG,ANN,0.09729658142549638,21. Ecuadorean,12. West African cocoa,Different clade
CCG,ATS,0.08653579313770873,21. Ecuadorean,8. Mixed origin,Different clade
CCG,BAF,0.07066328338994397,21. Ecuadorean,13. African palm wine,Different clade
CCG,BAG,0.10283037965917911,21. Ecuadorean,15. CHNII,Different clade
CCG,BAI,0.12894559090940338,21. Ecuadorean,18. Far East Asia,Different clade
CCG,BAK,0.13762357828426827,21. Ecuadorean,18. Far East Asia,Different clade
CCG,BAL,0.1356686104308491,21. Ecuadorean,16. CHNI,Different clade
CCG,BAM,0.08574386940030222,21. Ecuadorean,14. CHNIII,Different clade
CCG,BAN,0.14527455768780406,21. Ecuadorean,20. CHN V,Different clade
CCG,BAP,0.1478195270269406,21. Ecuadorean,20. CHN V,Different clade
CCG,BBQ,0.10866226523439244,21. Ecuadorean,4. Mediterranean oak,Different clade
CCG,BCK,0.07825826205862746,21. Ecuadorean,10. French Guiana human,Different clade
CCG,BDB,0.07054613662147896,21. Ecuadorean,M2. Mosaic region 2,Different clade
CCG,BDP,0.04902727119350824,21. Ecuadorean,10. French Guiana human,Different clade
CCG,BEF,0.06305540589920974,21. Ecuadorean,26. Asian fermentation,Different clade
CCG,BFH,0.04065564705794851,21. Ecuadorean,5. French dairy,Different clade
CCG,BFP,0.08988251137738497,21. Ecuadorean,4. Mediterranean oak,Different clade
CCG,BGD,0.0686046922920097,21. Ecuadorean,5. French dairy,Different clade
CCG,BGF,0.0331252555114191,21. Ecuadorean,5. French dairy,Different clade
CCG,BHG,0.07127780693656151,21. Ecuadorean,M2. Mosaic region 2,Different clade
CCG,BHK,0.07410916348334108,21. Ecuadorean,M1. Mosaic region 1,Different clade
CCG,BHM,0.041568050231385205,21. Ecuadorean,M1. Mosaic region 1,Different clade
CCG,BHQ,0.07477716210789984,21. Ecuadorean,26. Asian fermentation,Different clade
CCG,BMA,0.10452767763619904,21. Ecuadorean,19. Malaysian,Different clade
CCG,BMB,0.05068903284448568,21. Ecuadorean,19. Malaysian,Different clade
CCG,BMC,0.07239408170963615,21. Ecuadorean,19. Malaysian,Different clade
CCG,BNC,0.07445769007210822,21. Ecuadorean,10. French Guiana human,Different clade
CCG,BNV,0.10767932843410495,21. Ecuadorean,1. Wine/European,Different clade
CCG,BQM,0.08665754385415451,21. Ecuadorean,1. Wine/European,Different clade
CCG,BVG,0.035795975317205624,21. Ecuadorean,3. Brazilian bioethanol,Different clade
CCG,CAE,0.09301100298586856,21. Ecuadorean,1. Wine/European,Different clade
CCG,CBN,0.04352046690810384,21. Ecuadorean,7. Mosaic beer,Different clade
CCG,CCD,0.1438009181897474,21. Ecuadorean,21. Ecuadorean,Same clade
CCG,CCN,0.12552786344797717,21. Ecuadorean,18. Far East Asia,Different clade
CCG,CCQ,0.09328984470224735,21. Ecuadorean,18. Far East Asia,Different clade
CCG,CCR,0.14529024298901938,21. Ecuadorean,18. Far East Asia,Different clade
CCG,CCS,0.1566716599743981,21. Ecuadorean,18. Far East Asia,Different clade
CCG,CCV,0.08160444647046154,21. Ecuadorean,24. Asian islands,Different clade
CCG,CDE,0.10170184315343789,21. Ecuadorean,M3. Mosaic region 3,Different clade
CCG,CDL,0.14027741671704483,21. Ecuadorean,18. Far East Asia,Different clade
CCG,CDT,0.05328636436877542,21. Ecuadorean,2. Alpechin,Different clade
CCG,CEG,0.06200567829379866,21. Ecuadorean,17. Taiwanese,Different clade
CCG,CFF,0.10777257855576065,21. Ecuadorean,7. Mosaic beer,Different clade
CCG,CGL,0.0877366509064331,21. Ecuadorean,26. Asian fermentation,Different clade
CCG,CGN,0.13586360624332683,21. Ecuadorean,26. Asian fermentation,Different clade
CCG,CGS,0.08499305683423769,21. Ecuadorean,1. Wine/European,Different clade
CCG,CLB,0.10275847465490677,21. Ecuadorean,4. Mediterranean oak,Different clade
CCG,CLI,0.11434206126284437,21. Ecuadorean,25. Sake,Different clade
CCG,CLN,0.09786637932277344,21. Ecuadorean,25. Sake,Different clade
CCG,CLP,0.039264310060519385,21. Ecuadorean,25. Sake,Different clade
CCG,CMI,0.07024205816929233,21. Ecuadorean,25. Sake,Different clade
CCG,CPI,0.04327543825337192,21. Ecuadorean,9. Mexican agave,Different clade
CCG,CPK,0.11887706331685892,21. Ecuadorean,9. Mexican agave,Different clade
CCG,CPN,0.07017173366207538,21. Ecuadorean,9. Mexican agave,Different clade
CCG,CQD,0.09256418894569021,21. Ecuadorean,12. West African cocoa,Different clade
CCG,CQF,0.1277556506256992,21. Ecuadorean,12. West African cocoa,Different clade
CCG,SACE_YCE,0.04653091837412179,21. Ecuadorean,M3. Mosaic region 3,Different clade
CCG,SACE_YCK,0.04846893975244301,21. Ecuadorean,26. Asian fermentation,Different clade
CCG,SACE_YCM,0.05629344476077747,21. Ecuadorean,24. Asian islands,Different clade
CCG,SACE_YCR,0.11908329963671178,21. Ecuadorean,18. Far East Asia,Different clade
CCG,SACE_YCU,0.12105976772060928,21. Ecuadorean,23. North American oak,Different clade
CCN,AFE,-0.0038656835827590827,18. Far East Asia,8. Mixed origin,Different clade
CCN,AKH,0.08615369517232264,18. Far East Asia,13. African palm wine,Different clade
CCN,AKI,0.04542133828758904,18. Far East Asia,M3. Mosaic region 3,Different clade
CCN,AKM,0.08077948360936106,18. Far East Asia,19. Malaysian,Different clade
CCN,AMP,0.053138208788990546,18. Far East Asia,M1. Mosaic region 1,Different clade
CCN,ANG,0.10051900211458133,18. Far East Asia,23. North American oak,Different clade
CCN,ANN,0.11983486811873494,18. Far East Asia,12. West African cocoa,Different clade
CCN,ATS,0.09485724208550676,18. Far East Asia,8. Mixed origin,Different clade
CCN,BAF,0.06608645835071672,18. Far East Asia,13. African palm wine,Different clade
CCN,BAG,0.06833348765527127,18. Far East Asia,15. CHNII,Different clade
CCN,BAI,0.1165359723995819,18. Far East Asia,18. Far East Asia,Same clade
CCN,BAK,0.12195937737854921,18. Far East Asia,18. Far East Asia,Same clade
CCN,BAL,0.06799641250322891,18. Far East Asia,16. CHNI,Different clade
CCN,BAM,0.06821924489181634,18. Far East Asia,14. CHNIII,Different clade
CCN,BAN,0.12003104866019032,18. Far East Asia,20. CHN V,Different clade
CCN,BAP,0.07457081651495723,18. Far East Asia,20. CHN V,Different clade
CCN,BBQ,0.09917447343414451,18. Far East Asia,4. Mediterranean oak,Different clade
CCN,BCK,0.05458874418893793,18. Far East Asia,10. French Guiana human,Different clade
CCN,BDB,0.05488662545922511,18. Far East Asia,M2. Mosaic region 2,Different clade
CCN,BDP,0.031124512185376117,18. Far East Asia,10. French Guiana human,Different clade
CCN,BEF,0.08452640676272292,18. Far East Asia,26. Asian fermentation,Different clade
CCN,BFH,0.03792420055695565,18. Far East Asia,5. French dairy,Different clade
CCN,BFP,0.07360182204069846,18. Far East Asia,4. Mediterranean oak,Different clade
CCN,BGD,0.019551577426735457,18. Far East Asia,5. French dairy,Different clade
CCN,BGF,0.03637634931638091,18. Far East Asia,5. French dairy,Different clade
CCN,BHG,0.08364104526032798,18. Far East Asia,M2. Mosaic region 2,Different clade
CCN,BHK,0.02607214371739107,18. Far East Asia,M1. Mosaic region 1,Different clade
CCN,BHM,0.04416767803859651,18. Far East Asia,M1. Mosaic region 1,Different clade
