"gene","correlation","cor_category","mean_expr_bulk","mean_expr_sc","log_mean_expr"
"YDR524C",0.209460949012512,"low (<0.4)",34.062596145703,14.5109736684639,5.13186091665125
"YDR524C-B",0.534334703133025,"moderate (0.4-0.7)",8027.90358988268,1425.86739927816,12.9709872744673
"YDR527W",0.0765086308263739,"low (<0.4)",50.5060282977364,25.6161305659863,5.68666939099445
"YDR528W",0.0592961664812944,"low (<0.4)",40.5071592390844,11.6634310858934,5.37528829177882
"YDR529C",0.513828275346537,"moderate (0.4-0.7)",1336.36615835128,181.616738579041,10.385178800591
"YDR530C",0.20327135642799,"low (<0.4)",69.9339889830915,22.3896112161659,6.14840517492486
"YDR531W",0.188714332678527,"low (<0.4)",107.23557024878,39.4235449567199,6.7580308903096
"YDR532C",0.348690037523019,"low (<0.4)",31.6796842663599,7.9188847290371,5.03032213989001
"YDR533C",0.812639416432507,"high (>=0.7)",226.8214366856,42.1196404518907,7.83175969250537
"YDR538W",0.556413163350465,"moderate (0.4-0.7)",6.50044321752713,7.5768797762459,3.10045289830128
"YDR539W",0.67444141191985,"moderate (0.4-0.7)",56.6992370841259,10.4621315204032,5.8504803381563
"YDR541C",0.441532668502779,"moderate (0.4-0.7)",22.2692421469714,2.76771185254888,4.54035231944195
"YEL062W",0.202276612163763,"low (<0.4)",21.1327128190059,6.68716575669475,4.46810838880353
"YEL063C",0.0766458174233611,"low (<0.4)",95.0622450655094,4.49197992732041,6.5858976210041
"YEL064C",0.0444661084980567,"low (<0.4)",15.7476825390037,4.33780714718702,4.06588957130571
"YEL065W",-0.0464512391454344,"low (<0.4)",63.9368771513252,7.67955970622093,6.02096610121407
"YEL066W",0.383817212776843,"low (<0.4)",73.5190869309528,32.8066743102995,6.21953809219085
"YEL068C",0.46323430217282,"moderate (0.4-0.7)",60.833308322002,26.1749732648854,5.95031229233526
"YEL071W",0.704986150678501,"high (>=0.7)",842.470022098151,120.978835243867,9.72019298414544
"YEL072W",0.608715044556672,"moderate (0.4-0.7)",26.2833933129311,4.15632710186347,4.76995118247858
"YER008C",0.18508710415154,"low (<0.4)",47.323506409046,36.9568350047865,5.59465323695528
"YER010C",0.206620624441692,"low (<0.4)",79.4545209835945,9.52532153310857,6.33010158752473
"YER017C",0.342862569819783,"low (<0.4)",85.7281920027001,20.5534016944376,6.43842912929462
"YER059W",0.199115104353989,"low (<0.4)",36.9348777533219,11.7099473487391,5.24545298347403
"YER061C",0.117279875813715,"low (<0.4)",32.1318871079841,3.01401894320006,5.05014847288506
"YER062C",0.0531913583322497,"low (<0.4)",395.669361010727,186.245372538133,8.63179315689502
"YER063W",0.193751872429344,"low (<0.4)",147.581002476634,65.6640611652264,7.21510585487842
"YER064C",0.249750783800762,"low (<0.4)",101.037253558885,27.0198272568082,6.67295216268015
"YER065C",0.0155363216022088,"low (<0.4)",26.9511007758111,5.09054144793516,4.80483319557773
"YER073W",0.266062844697938,"low (<0.4)",152.040451108602,59.2864731349613,7.25776922112747
"YER076C",0.775639039498359,"high (>=0.7)",16.1496023629305,2.00671352106415,4.10010322080855
"YER161C",0.395902520706025,"low (<0.4)",89.7852985426113,29.2598452369157,6.5043867862704
"YER163C",0.317718489542602,"low (<0.4)",141.75840068699,54.7334658427854,7.1574318339468
"YER164W",0.333596452594488,"low (<0.4)",31.2844425846337,28.6276234334393,5.01276721296451
"YER168C",-0.111015053489844,"low (<0.4)",53.7391825476623,17.0949643232848,5.77450198513938
"YER169W",0.354554573304763,"low (<0.4)",41.7382246719921,8.48668208850681,5.41745507518015
"YER171W",0.255942905197454,"low (<0.4)",31.7170838114528,11.0992331909102,5.03197225642345
"YFL010C",0.514330029644417,"moderate (0.4-0.7)",114.80941231134,81.4786374823675,6.85560870167755
"YFL013C",-0.0133360231104315,"low (<0.4)",24.4420896679859,13.5036341661212,4.66914526510985
"YFL014W",0.0296269271102376,"low (<0.4)",5685.56560353006,1273.46877824232,12.4733418857574
"YFL016C",-0.120153389007655,"low (<0.4)",185.444395329512,19.267520637818,7.54260161894929
"YFL017C",0.146375669505046,"low (<0.4)",107.926005684312,27.3132925491282,6.76720462310191
"YFL017W-A",-0.172867539875378,"low (<0.4)",121.584805197974,14.0244798501692,6.9376363529462
"YFL018C",0.544637076491958,"moderate (0.4-0.7)",236.758148451729,64.4809457380642,7.89335097577939
"YFL021W",0.226097493462899,"low (<0.4)",36.907960356687,12.4359038050784,5.24442892906792
"YFL022C",0.25837187560255,"low (<0.4)",148.409677368318,63.8134511508063,7.22312978528557
"YFL033C",0.0820632366406076,"low (<0.4)",20.6682359296261,6.38537286633444,4.43750979934914
"YFL052W",0.376093990893616,"low (<0.4)",19.6707817873703,0.431612203937739,4.36952104869345
"YFL053W",0.179830918812211,"low (<0.4)",11.8077078827517,0.722363812228132,3.67894040334828
"YFL055W",0.549970480292401,"moderate (0.4-0.7)",9.42859425582679,0.742345147357374,3.38247279475562
"YFR009W",0.113599076382075,"low (<0.4)",79.5992064276729,21.9174923302027,6.33269372906868
"YFR015C",0.088804877272405,"low (<0.4)",150.333112492353,19.1096037309031,7.241583881241
"YFR049W",0.341850596326565,"low (<0.4)",209.746438262146,33.7841314219404,7.71936443875959
"YFR050C",0.176472381443638,"low (<0.4)",352.115512185205,114.348742486867,8.46399638912516
"YFR051C",0.220644226779884,"low (<0.4)",184.581117701845,78.9393723347629,7.53590611800031
"YFR052W",0.506700738590407,"moderate (0.4-0.7)",222.347682574926,111.949796824446,7.8031474752867
"YFR053C",0.467915388441793,"moderate (0.4-0.7)",870.312386520617,75.7274218915552,9.76704624233586
"YGL019W",0.160947511162438,"low (<0.4)",136.432220524666,56.1889673606909,7.10257646861538
"YGL020C",0.0473573204651518,"low (<0.4)",89.3542736995437,38.5367199792811,6.4975209361468
"YGL021W",0.0316807831843832,"low (<0.4)",42.2623813484039,8.65467762095257,5.43504117454179
"YGL022W",0.120996667365617,"low (<0.4)",136.941173269337,59.8627857210795,7.10790933267125
"YGL036W",-0.0838271166989372,"low (<0.4)",50.9470365450761,7.9410231420531,5.69896954404245
"YGL037C",0.135789715943639,"low (<0.4)",1533.72565382199,329.878736768839,10.5837650684369
"YGL038C",0.56206893440131,"moderate (0.4-0.7)",113.085482055203,48.495583370068,6.83397140296502
"YGL039W",0.161170289080336,"low (<0.4)",201.767713108936,84.4198507596037,7.6636841387337
"YGL040C",0.16722177656356,"low (<0.4)",245.224717531905,51.3892784707408,7.94383178535325
"YGL041W-A",0.0921378471585784,"low (<0.4)",17.8236063185161,22.4615956457452,4.55222923067153
"YGL043W",0.345467166537153,"low (<0.4)",105.336541159151,45.0462964075984,6.73249363509318
"YGL050W",0.412971247709495,"moderate (0.4-0.7)",68.8764544580472,20.1539878451533,6.12673450243279
"YGL054C",0.252352382827906,"low (<0.4)",372.091444535576,83.968320129364,8.54338546746462
"YGL096W",0.596277976720868,"moderate (0.4-0.7)",70.3960513424693,12.6945128453229,6.15777238110018
"YGL236C",-0.000736801840108086,"low (<0.4)",19.9726648631886,10.0810734500032,4.39043828205592
"YGL237C",0.389499149749782,"low (<0.4)",50.7900290987915,14.6582667700259,5.69460246395026
"YGL254W",0.236380151292645,"low (<0.4)",19.0089958608916,1.61613152259739,4.32257686318741
"YGL255W",0.394035381652353,"low (<0.4)",508.684283725677,294.446121764328,8.99346005775099
"YGL257C",0.179520064526243,"low (<0.4)",37.7897906091566,16.6013877557991,5.2776050829777
"YGR048W",0.339695026031403,"low (<0.4)",105.029891919773,46.2550144736031,6.72832723611946
"YGR235C",0.478068421027855,"moderate (0.4-0.7)",163.568379519386,39.3809627690356,7.3625433500001
"YGR236C",0.472808025561728,"moderate (0.4-0.7)",61.1708145204592,10.0238083008176,5.95816557511272
"YGR286C",0.41606264591085,"moderate (0.4-0.7)",721.025195560454,154.731561439874,9.49590537159062
"YGR289C",0.377887000991755,"low (<0.4)",5.49041885232627,1.45558919982747,2.69831158402956
"YHL007C",0.0121291602938107,"low (<0.4)",49.0884606508168,24.8364660731845,5.6464063693788
"YHL008C",0.559636151990799,"moderate (0.4-0.7)",21.9932652849673,12.3146578567437,4.52313945332803
"YHL009C",0.254146985212497,"low (<0.4)",32.7759911460706,3.67353425590551,5.07792620050169
"YHL010C",0.308538865943731,"low (<0.4)",23.5073108000015,4.59182972604393,4.61514028009765
