"gene","name","n_strains_fit","mean_r2","median_r2","sd_r2","mean_amp","sd_amp","cv_amp","amp_range","mean_peak","sd_peak","n_strains_total","n_not_detected","pct_strains_detected","mean_pct_expressed","sd_r2_null_mean","sd_r2_z","sd_r2_p","cv_amp_null_mean","cv_amp_z","cv_amp_p","sd_peak_null_mean","sd_peak_z","sd_peak_p","sd_r2_p_fdr","cv_amp_p_fdr","sd_peak_p_fdr","r2_adj_pooled","cycles","sig_any","class","which_phenotype","peak_spread_min","amp_spread"
"YNL058C","YNL058C",74,0.353728484266423,0.363178709089675,0.108057787253296,0.710070438711408,0.246301829757328,0.346869572833227,1.4279122219357,80.2450851920779,5.00267871166152,74,0,1,0.302536799248356,0.0897471233060635,1.86456749348654,0.0399201596806387,0.163206252616019,8.69779638605162,0.00199600798403194,2.46081762693039,6.18387320004767,0.00199600798403194,0.18707682673868,0.0100430717512344,0.0164498589028839,0.329544792637641,TRUE,TRUE,"cycling, varies between strains","amplitude timing",5.00267871166152,1.4279122219357
"YGR086C","PIL1",74,0.314175744278692,0.302293556569914,0.125434644557798,0.799299751184182,0.283731399629756,0.354974963034082,1.40880754435892,12.4446593011315,4.8245893072777,74,0,1,0.921265267773254,0.0812684810188589,5.46769551563131,0.00199600798403194,0.20144883148729,5.64413459958015,0.00199600798403194,2.20351896532041,4.67862640335678,0.00598802395209581,0.029815369261477,0.0100430717512344,0.0336738288129623,0.279769240888844,TRUE,TRUE,"cycling, varies between strains","structure amplitude timing",4.8245893072777,1.40880754435892
"YHR152W","SPO12",74,0.281182675837271,0.283016723532808,0.101943640421499,0.50687673032214,0.180941014977718,0.356972423773966,1.00516722128369,81.3555554004647,4.76649325852742,74,0,1,0.299592859379893,0.0908443070298744,1.13237761395093,0.129740518962076,0.207149968519591,5.26634823137012,0.00199600798403194,2.75991059387116,4.15150700745247,0.00798403193612774,0.351788044023685,0.0100430717512344,0.0410362071555813,0.261007743364057,TRUE,TRUE,"cycling, varies between strains","amplitude timing",4.76649325852742,1.00516722128369
"YCL024W","KCC4",73,0.185994411698057,0.188963015546708,0.0967879533222289,0.216060908437142,0.0979066395564828,0.45314370037913,0.495668950752017,18.1836412838544,4.73231071146382,74,1,0.986486486486487,0.112308174130911,0.0772673505916314,2.32585342003818,0.0239520958083832,0.316684229328307,3.53960601406896,0.00798403193612774,3.13961672453686,2.59904336675033,0.0159680638722555,0.148689633719574,0.0265025504546463,0.0652370472729754,0.179416619406097,TRUE,TRUE,"cycling, varies between strains","amplitude",4.73231071146382,0.495668950752017
"YOR195W","SLK19",74,0.176028925794208,0.176037598980338,0.0716943482641986,0.317156201129644,0.116963726584402,0.368789026252053,0.510312410983483,28.1916669179254,4.58014998997914,74,0,1,0.278484184152834,0.0750301441410949,-0.380353777500889,0.654690618762475,0.265484781996813,2.92569081355826,0.00399201596806387,3.50852243276357,1.61033727438879,0.0698602794411178,0.766059122630651,0.0160351565776011,0.184492892667703,0.172423867256975,TRUE,TRUE,"cycling, varies between strains","amplitude",4.58014998997914,0.510312410983483
"YLR183C","TOS4",74,0.312157615466836,0.3153975366591,0.108472632361793,0.458441021051565,0.120119719895025,0.262017826457799,0.822583021881725,26.1549636707786,4.41730170279698,74,0,1,0.214657062323833,0.0901348082428031,2.00146387240253,0.0259481037924152,0.182438337339479,3.37003136001738,0.00399201596806387,1.84971002140363,6.77348481546893,0.00199600798403194,0.149436067623789,0.0160351565776011,0.0164498589028839,0.323342223050672,TRUE,TRUE,"cycling, varies between strains","amplitude timing",4.41730170279698,0.822583021881725
"YBR009C","HHF1",74,0.590205255871974,0.61371579277462,0.121698984912982,3.06470700808755,0.592814620031655,0.193432722432277,3.2599416200767,35.9289756029432,4.35349826745823,74,0,1,0.771437519574068,0.069595649053869,7.05165069031067,0.00199600798403194,0.0745057776169431,12.0502522077839,0.00199600798403194,1.43102136737676,15.5965139937478,0.00199600798403194,0.029815369261477,0.0100430717512344,0.0164498589028839,0.579290309130896,TRUE,TRUE,"cycling, varies between strains","structure amplitude timing",4.35349826745823,3.2599416200767
"YEL032W","MCM3",74,0.186278732822216,0.192126048766726,0.0849481010447684,0.293741298125464,0.119260936881703,0.406006706046365,0.558535529130376,7.22425002678831,4.16353703216826,74,0,1,0.235703100532415,0.0820306542012675,0.294743679105027,0.363273453093812,0.294449453910584,3.38016965380632,0.00199600798403194,3.45842589380252,1.21779003137751,0.131736526946108,0.540949254139696,0.0100430717512344,0.28622754491018,0.174403184381162,TRUE,TRUE,"cycling, varies between strains","amplitude",4.16353703216826,0.558535529130376
"YLR286C","CTS1",74,0.406068492156146,0.419995592930409,0.112985650538179,1.00280252502251,0.31685501034169,0.315969497917428,1.68084423739134,18.5570412565734,4.06906572457035,74,0,1,0.279235828374569,0.0921754576110049,2.25383038519146,0.0179640718562874,0.161442088075772,7.56578741808561,0.00199600798403194,1.77350487762006,8.24695640137156,0.00199600798403194,0.120941216159231,0.0100430717512344,0.0164498589028839,0.387188853353514,TRUE,TRUE,"cycling, varies between strains","amplitude timing",4.06906572457035,1.68084423739134
"YGR109C","CLB6",74,0.221704772736269,0.229690219853596,0.103998464513484,0.255358651109468,0.121273867442052,0.474915836667949,0.578412778470697,21.1646989923329,4.00647046119637,74,0,1,0.109552145317883,0.0817479575376601,2.7646890748629,0.00798403193612774,0.289441335618726,5.08609050967838,0.00399201596806387,2.20073819849348,3.60659582808768,0.00598802395209581,0.0669538116748958,0.0160351565776011,0.0336738288129623,0.228832052919636,TRUE,TRUE,"cycling, varies between strains","amplitude timing",4.00647046119637,0.578412778470697
"YML052W","SUR7",74,0.421692534499492,0.44597987254141,0.110730780321354,1.04242818104377,0.219818906844956,0.210871991799814,1.43904938794136,69.3878037868377,3.92815655942602,74,0,1,0.504729094895083,0.0742251287137856,4.54547693134702,0.00199600798403194,0.107221269767101,7.06709638361628,0.00199600798403194,3.14407315038864,1.53690610231454,0.0838323353293413,0.029815369261477,0.0100430717512344,0.210904506775922,0.404558687108315,TRUE,TRUE,"cycling, varies between strains","structure amplitude",3.92815655942602,1.43904938794136
"YML058W","SML1",74,0.534662085978347,0.551960163279345,0.122036818423389,1.76070576385006,0.467435013661157,0.265481617234577,2.60457662053167,67.1494243022579,3.91560021891297,74,0,1,0.720388349514563,0.0701474255461158,6.69276778619735,0.00199600798403194,0.0871573122212177,15.4841686414294,0.00199600798403194,3.0755020076471,1.74150121894206,0.0479041916167665,0.029815369261477,0.0100430717512344,0.144013859074304,0.495696313783022,TRUE,TRUE,"cycling, varies between strains","structure amplitude",3.91560021891297,2.60457662053167
"YDR309C","GIC2",74,0.138321101086736,0.143852501924062,0.0878547741284549,0.255168578169346,0.131348286498933,0.514751022407476,0.664291955402482,18.907783210995,3.90672225673767,74,0,1,0.204885687441278,0.0742809784332571,1.45478679599081,0.0838323353293413,0.369822308422739,3.44972133631024,0.00199600798403194,4.0877110688104,-0.207283135786981,0.558882235528942,0.272597661819219,0.0100430717512344,0.701831938217805,0.130815621752229,TRUE,TRUE,"cycling, varies between strains","amplitude",3.90672225673767,0.664291955402482
"YKL045W","PRI2",74,0.194672923608137,0.204848764136168,0.0958508780567015,0.310249162906817,0.115056918207687,0.370853275250398,0.56665291553465,21.5477063828259,3.82140629531246,74,0,1,0.214594425305355,0.0827830373898182,1.40526430714835,0.0778443113772455,0.250463660517676,3.99920799369875,0.00199600798403194,2.96381284332789,1.61723558948374,0.0798403193612774,0.265782720273738,0.0100430717512344,0.205181035777907,0.211488371927877,TRUE,TRUE,"cycling, varies between strains","amplitude",3.82140629531246,0.56665291553465
"YDL018C","ERP3",74,0.218715593135265,0.228474474213437,0.094087667475473,0.422233416631844,0.156670530788519,0.371051945718271,0.713854957506248,24.2913822944988,3.81636537292401,74,0,1,0.297776385844034,0.0804002643882032,1.58644908667229,0.0558882235528942,0.209182390406053,5.98621598349085,0.00199600798403194,3.36018721216361,0.875763262050636,0.187624750499002,0.234338340862135,0.0100430717512344,0.347614847823732,0.219129823944177,TRUE,TRUE,"cycling, varies between strains","amplitude",3.81636537292401,0.713854957506248
"YCR024C-A","PMP1",74,0.300475512442473,0.308840505749007,0.109301824205113,0.690707560173104,0.184919974530337,0.267725424178059,1.13731694278064,74.9503843826408,3.77488851308403,74,0,1,0.463513936736611,0.0797287828240799,3.45009797171753,0.00399201596806387,0.157481122142456,5.02876494153879,0.00199600798403194,3.11080480795132,1.16236091041451,0.151696606786427,0.0454329436365365,0.0100430717512344,0.304834314772944,0.303331757620635,TRUE,TRUE,"cycling, varies between strains","structure amplitude",3.77488851308403,1.13731694278064
"YBL002W","HTB2",74,0.624667829061349,0.640391210617217,0.10708469751072,2.98484172500727,0.487667590710681,0.163381390250933,2.91301309153582,35.765264568739,3.73839844892004,74,0,1,0.831819605386784,0.0652707892472904,5.49268308542928,0.00199600798403194,0.0700574221911411,9.76964640795011,0.00199600798403194,1.46260209590252,9.24170735110499,0.00199600798403194,0.029815369261477,0.0100430717512344,0.0164498589028839,0.597210790959667,TRUE,TRUE,"cycling, varies between strains","structure amplitude timing",3.73839844892004,2.91301309153582
"YLR050C","EMA19",74,0.23744055346414,0.237466291054558,0.0876346775312989,0.687607974306307,0.20737014237567,0.301581933491791,1.25526899631142,27.9050911780379,3.66776287008887,74,0,1,0.520889445662386,0.0765052791167904,1.31282899784568,0.0978043912175649,0.188253009528531,4.02484662366361,0.00199600798403194,3.40347678266664,0.563416022122364,0.289421157684631,0.297773878993605,0.0100430717512344,0.450629685254897,0.228040898260709,TRUE,TRUE,"cycling, varies between strains","amplitude",3.66776287008887,1.25526899631142
"YHR110W","ERP5",74,0.306677958341065,0.308128144290938,0.108973715471785,0.706022042562405,0.203918816201959,0.288827832431216,1.09473967101289,26.3181426963425,3.62439550245736,74,0,1,0.48374569370498,0.082938175729377,2.96658870478482,0.00199600798403194,0.153042223632916,6.50108156958839,0.00199600798403194,2.57182125115904,2.7667739419562,0.00798403193612774,0.029815369261477,0.0100430717512344,0.0410362071555813,0.307964656293741,TRUE,TRUE,"cycling, varies between strains","structure amplitude timing",3.62439550245736,1.09473967101289
"YMR305C","SCW10",74,0.389430624112043,0.394583833973466,0.120345465537608,0.981726466502244,0.25411120511921,0.258841147498623,1.43666349873814,29.6666976309243,3.58027321405696,74,0,1,0.477795176949577,0.0810851609132814,4.58727647782652,0.00199600798403194,0.124463600692296,7.77753544967426,0.00199600798403194,1.9235081654528,5.08674880320476,0.00399201596806387,0.029815369261477,0.0100430717512344,0.0265025504546463,0.379497205594814,TRUE,TRUE,"cycling, varies between strains","structure amplitude timing",3.58027321405696,1.43666349873814
"YDL117W","CYK3",74,0.244611913991565,0.234169083275987,0.104429026954042,0.382521849234335,0.172728491528273,0.451551961996447,0.793114526242478,5.89154766965847,3.49834542591638,74,0,1,0.282618227372377,0.0920610181343333,1.28778276070109,0.101796407185629,0.306168900562435,4.0395441606017,0.00199600798403194,2.03684242784376,1.67547852093131,0.12375249500998,0.302227842451743,0.0100430717512344,0.273859688031345,0.244657917874933,TRUE,TRUE,"cycling, varies between strains","amplitude",3.49834542591638,0.793114526242478
"YMR199W","CLN1",74,0.146387085044857,0.147480118018129,0.0785900286601103,0.20704817379489,0.0968924551298563,0.467970585559676,0.400662162467419,23.2564669385719,3.47710890450162,74,0,1,0.145255245850298,0.0748049861882144,0.433122645189974,0.30938123752495,0.354203326071009,2.97710211821086,0.0139720558882236,3.33810132530692,0.160088569222855,0.403193612774451,0.496255810526598,0.0409732681875513,0.560251589843569,0.149529282753621,TRUE,TRUE,"cycling, varies between strains","amplitude",3.47710890450162,0.400662162467419
"YJL074C","SMC3",74,0.266815003081686,0.276332768436705,0.0945653530235725,0.44003352905878,0.115529121752045,0.262546179149482,0.789642736796111,23.8739848710711,3.46707065076309,74,0,1,0.256122768556217,0.0872621653452883,0.78363822005233,0.215568862275449,0.196726661581922,2.55138780926881,0.00798403193612774,2.58134582008507,1.94857572174212,0.0479041916167665,0.425793042015143,0.0265025504546463,0.144013859074304,0.26623393565708,TRUE,TRUE,"cycling, varies between strains","amplitude",3.46707065076309,0.789642736796111
"YBR071W","YBR071W",74,0.282971151085139,0.284741540565711,0.112918133949829,0.43192628311061,0.160333889955743,0.371206606833612,0.73329858480882,14.021902082623,3.39790387008207,74,0,1,0.188913247729408,0.0880793406820964,2.60411176925792,0.0179640718562874,0.22050598608246,5.29295743928858,0.00199600798403194,2.5253582866483,1.87545496382678,0.06187624750499,0.120941216159231,0.0100430717512344,0.170964429522458,0.278365334506358,TRUE,TRUE,"cycling, varies between strains","amplitude",3.39790387008207,0.73329858480882
"YGR189C","CRH1",74,0.381798136305155,0.391624449138807,0.14583783856209,0.884077833200315,0.27757250704558,0.31396840484144,1.3833205123744,17.8449286717534,3.39311547057516,74,0,1,0.446727215784529,0.0836493948604319,7.08753232111501,0.00199600798403194,0.137330490454117,9.40342629267788,0.00199600798403194,2.52716103012282,1.88194082385526,0.0678642714570858,0.029815369261477,0.0100430717512344,0.180217343091595,0.354833849763483,TRUE,TRUE,"cycling, varies between strains","structure amplitude",3.39311547057516,1.3833205123744
"YNL030W","HHF2",74,0.625010067364738,0.642710753468815,0.105070041398961,3.0427191702892,0.522418231371703,0.171694527866024,2.94379198954857,35.8756161565821,3.39195323614458,74,0,1,0.860006263701848,0.062989425518099,5.56479630282872,0.00199600798403194,0.0665077629723684,11.646284182097,0.00199600798403194,1.54901503474565,7.85827804259285,0.00199600798403194,0.029815369261477,0.0100430717512344,0.0164498589028839,0.601431816066825,TRUE,TRUE,"cycling, varies between strains","structure amplitude timing",3.39195323614458,2.94379198954857
"YML027W","YOX1",74,0.203758541715365,0.209072374037779,0.10054532693242,0.333875624106906,0.154669752497215,0.463255599778947,0.933361909080652,21.2574704181259,3.37244579372553,74,0,1,0.155966176010022,0.0842697968248672,1.87127535262837,0.0339321357285429,0.281274057924826,5.44167098152249,0.00199600798403194,2.54963325689892,1.21005242963644,0.147704590818363,0.172548519981314,0.0100430717512344,0.303016285026514,0.214820203626463,TRUE,TRUE,"cycling, varies between strains","amplitude",3.37244579372553,0.933361909080652
"YBR070C","ALG14",74,0.273379934927286,0.27629155286742,0.0927743375012379,0.524437965570388,0.141686844714535,0.270168931344308,0.835143316969356,25.0703841566572,3.03914698932167,74,0,1,0.291700595051676,0.0810142251408076,1.36979146257874,0.0978043912175649,0.181191205829473,3.6936886318336,0.00199600798403194,3.03526279503288,0.00838792517817107,0.449101796407186,0.297773878993605,0.0100430717512344,0.600626045958223,0.260503771778949,TRUE,TRUE,"cycling, varies between strains","amplitude",3.03914698932167,0.835143316969356
"YOL007C","CSI2",74,0.370783400731813,0.366868075845986,0.107440238721772,0.543506445242211,0.146387073351524,0.26933824728847,1.11779575700889,25.5446894747599,3.03836332704844,74,0,1,0.220732853116192,0.0928886162624512,1.57309560297677,0.0598802395209581,0.175273821740729,4.13908760897815,0.00199600798403194,1.52460750401216,4.7331487246611,0.00598802395209581,0.238522954091816,0.0100430717512344,0.0336738288129623,0.365248863046639,TRUE,TRUE,"cycling, varies between strains","amplitude timing",3.03836332704844,1.11779575700889
"YPL267W","ACM1",74,0.316355146861549,0.331953223537978,0.109413701062584,0.484706930123659,0.135782175376559,0.280132523258782,0.904300725342808,22.9213280219066,2.76481975716214,74,0,1,0.184779204509865,0.0883044867040509,2.42146678695071,0.0139720558882236,0.202492074626236,3.07109023162552,0.00598802395209581,1.85283279762698,2.5620160010099,0.0359281437125748,0.107720043783401,0.0216839049174379,0.112984557201387,0.318127945009816,TRUE,TRUE,"cycling, varies between strains","amplitude",2.76481975716214,0.904300725342808
"YPL256C","CLN2",74,0.351646918763715,0.361820809151659,0.119575339904041,0.550514764263159,0.154496793801829,0.280640600091109,0.892539963727512,23.913051445104,2.52047600150875,74,0,1,0.200438459129345,0.0919357205142142,3.15088003606581,0.00399201596806387,0.186482077962011,3.86819468849401,0.00199600798403194,1.49480128535977,3.69218486647896,0.00598802395209581,0.0454329436365365,0.0100430717512344,0.0336738288129623,0.357988260547775,TRUE,TRUE,"cycling, varies between strains","structure amplitude timing",2.52047600150875,0.892539963727512
"YMR076C","PDS5",74,0.186674773186016,0.18401782624177,0.109568212323012,0.273024999620539,0.0929870576654696,0.340580744601068,0.510455461283892,25.0850378606683,2.38984565429151,74,0,1,0.169683683056686,0.0811257559710733,3.13065505559376,0.00598802395209581,0.260902276045763,2.49782839526009,0.00998003992015968,2.98034037429295,-1.05397184472233,0.860279441117764,0.0561230480216039,0.0315924442505717,0.934576301941571,0.189740375421724,TRUE,TRUE,"cycling, varies between strains","amplitude",2.38984565429151,0.510455461283892
"YJL194W","CDC6",74,0.165716138918648,0.160971711787457,0.101122962956935,0.179064085039097,0.104947726411604,0.586090317266523,0.380675176561879,6.06165339152615,2.15967541424129,74,0,1,0.133103664265581,0.0843905074268657,1.90591322670889,0.0479041916167665,0.446668448486676,3.14557783298766,0.00199600798403194,3.24133624670754,-0.786629567654617,0.662674650698603,0.21202040363717,0.0100430717512344,0.793880909859479,0.178301518197334,TRUE,TRUE,"cycling, varies between strains","amplitude",2.15967541424129,0.380675176561879
"YNL327W","EGT2",74,0.46838191660623,0.485917437856285,0.128007863607187,0.739194710213133,0.252036253709836,0.340960575376907,1.27390503373899,9.35687942896638,1.94401372660183,74,0,1,0.196930786094582,0.0948467075831202,3.34987733704662,0.00199600798403194,0.182531576816078,7.13521562968073,0.00199600798403194,1.09040194320343,2.6171226804924,0.0219560878243513,0.029815369261477,0.0100430717512344,0.0801145800003047,0.46651751600226,TRUE,TRUE,"cycling, varies between strains","structure amplitude",1.94401372660183,1.27390503373899
"YOR264W","DSE3",74,0.390552631011987,0.393660774072265,0.135295411586296,0.506733095345267,0.193306233028166,0.381475444970602,1.06552160668203,8.18161982362476,1.73837046045958,74,0,1,0.188412151581585,0.0986805521072883,3.74264541405878,0.00199600798403194,0.211784398442971,6.60587800769866,0.00199600798403194,1.20680567307071,1.16064848723846,0.0518962075848303,0.029815369261477,0.0100430717512344,0.14854124087155,0.395473070984864,TRUE,TRUE,"cycling, varies between strains","structure amplitude",1.73837046045958,1.06552160668203
"YDL179W","PCL9",74,0.296748296145692,0.309140400434586,0.12080552274569,0.342955283420624,0.146648650710154,0.427602832787661,0.671129836201864,6.71564820715033,1.64758463517104,74,0,1,0.123645474475415,0.094699937559278,2.77384643897434,0.00598802395209581,0.303283406883119,3.44108030349886,0.00598802395209581,1.48028929455321,0.196832270526991,0.209580838323353,0.0561230480216039,0.0216839049174379,0.369666570917206,0.302852671357957,TRUE,TRUE,"cycling, varies between strains","amplitude",1.64758463517104,0.671129836201864
"YPL163C","SVS1",74,0.484825366963107,0.507442072245794,0.127347130945216,1.02265459551986,0.23966566329007,0.234356413533972,1.6013990269948,27.3389887952902,1.48011872667503,74,0,1,0.320012527403696,0.088759667442833,4.10192540098387,0.00199600798403194,0.128034923565393,6.22293940845637,0.00199600798403194,1.24667743121325,1.25054115800212,0.0818363273453094,0.029815369261477,0.0100430717512344,0.208073215271584,0.477199712735303,TRUE,TRUE,"cycling, varies between strains","structure amplitude",1.48011872667503,1.6013990269948
"YKL185W","ASH1",74,0.36635819357493,0.356452903905307,0.110807294671907,0.569704827813888,0.216596249457782,0.380190300104918,1.03869107610847,5.83751555530933,1.33472178120891,74,0,1,0.166050735984967,0.0954840816175378,1.54205803205191,0.06187624750499,0.24431363557306,4.8224322978471,0.00199600798403194,1.22736408654573,0.16992098754377,0.145708582834331,0.238522954091816,0.0100430717512344,0.300209924977631,0.370971014721458,TRUE,TRUE,"cycling, varies between strains","amplitude",1.33472178120891,1.03869107610847
"YLR194C","NCW2",74,0.432499813741676,0.46491737651989,0.143905170937879,0.772786888466694,0.247998747822865,0.320914797499898,1.37165368198044,6.78612114735568,1.29513124232385,74,0,1,0.255308487316004,0.0971013068341923,4.6217459466063,0.00199600798403194,0.194480468878475,5.13361414678742,0.00199600798403194,1.0736659479678,0.48732348865631,0.0898203592814371,0.029815369261477,0.0100430717512344,0.222456641121901,0.437807772224196,TRUE,TRUE,"cycling, varies between strains","structure amplitude",1.29513124232385,1.37165368198044
"YPL158C","AIM44",74,0.411690180710566,0.406245798015372,0.138358759272209,0.640197453159338,0.237420423012763,0.370854994566296,1.22913543741783,6.28469563765961,1.21333267593567,74,0,1,0.173441904165362,0.0964305584329746,4.2602037967348,0.00199600798403194,0.218676023979266,5.87567839743942,0.00199600798403194,1.05920494793124,0.317726183233462,0.109780439121756,0.029815369261477,0.0100430717512344,0.253502656522703,0.41852826469231,TRUE,TRUE,"cycling, varies between strains","structure amplitude",1.21333267593567,1.22913543741783
"YNL300W","TOS6",74,0.717365573481775,0.735165916972346,0.117115568675524,2.75118838010821,0.368040345436317,0.133775043576566,2.5920771989028,29.013550939537,1.19094718168915,74,0,1,0.463012840588788,0.0638873917961413,6.60331335857298,0.00199600798403194,0.0648621460710963,8.13383869214718,0.00199600798403194,0.853003835223826,3.16508246239062,0.00598802395209581,0.029815369261477,0.0100430717512344,0.0336738288129623,0.71516414754472,TRUE,TRUE,"cycling, varies between strains","structure amplitude timing",1.19094718168915,2.5920771989028
