"gene","name","n_strains_fit","mean_r2","median_r2","sd_r2","mean_amp","sd_amp","cv_amp","amp_range","mean_peak","sd_peak","n_strains_total","n_not_detected","pct_strains_detected","mean_pct_expressed","sd_r2_null_mean","sd_r2_z","sd_r2_p","cv_amp_null_mean","cv_amp_z","cv_amp_p","sd_peak_null_mean","sd_peak_z","sd_peak_p","sd_r2_p_fdr","cv_amp_p_fdr","sd_peak_p_fdr","r2_adj_pooled","cycles","sig_any","class","which_phenotype","peak_spread_min","amp_spread"
"YNL233W","BNI4",74,0.143874287698709,0.135241653424771,0.067907571068369,0.272483935786154,0.110580357808215,0.405823401989463,0.625079069542375,21.7985953557246,6.59068694843802,74,0,1,0.260444722831193,0.07401923496179,-0.679075567731247,0.756487025948104,0.328263355472031,2.03032131258937,0.0279441117764471,4.32857227923066,3.31420862284633,0.00399201596806387,0.829359629365123,0.071049390580541,0.0265025504546463,0.138849492349916,TRUE,TRUE,"cycling, varies between strains","",6.59068694843802,0.625079069542375
"YPR120C","CLB5",74,0.16591426219162,0.169817399293413,0.0786612442485603,0.307800402806918,0.112337245281882,0.364967830637801,0.662832061857164,21.6511582010593,6.5643112858352,74,0,1,0.234387723144378,0.0798232702495968,-0.12282070806088,0.518962075848303,0.289769006130085,2.13520417851657,0.0239520958083832,3.4212015602924,4.70499794582262,0.00199600798403194,0.666838366278196,0.0625633977945748,0.0164498589028839,0.17112450236505,TRUE,TRUE,"cycling, varies between strains","",6.5643112858352,0.662832061857164
"YML012W","ERV25",74,0.169159753577531,0.174279169128128,0.0824179920804062,0.493015928496232,0.206410557798833,0.41866914610328,1.28804976319899,31.5323100251563,6.55151227688328,74,0,1,0.91988725336674,0.073355269666704,1.04700693286169,0.153692614770459,0.291617325214804,3.53619431386431,0.00399201596806387,4.95286346565865,2.51330641832969,0.0119760479041916,0.37052109373486,0.0160351565776011,0.0535004756841457,0.141687121280214,TRUE,TRUE,"cycling, varies between strains","amplitude",6.55151227688328,1.28804976319899
"YPL127C","HHO1",74,0.272839893989777,0.270502820173302,0.0891163271761062,0.790498652569971,0.189151672955128,0.239281461568823,1.11685780846594,36.9044890057018,6.50523298401583,74,0,1,0.553648606326339,0.068892195538055,2.63381388480507,0.00998003992015968,0.174822541117735,2.61263602622401,0.0139720558882236,4.455082004106,2.36819139704288,0.0139720558882236,0.0822492945144194,0.0409732681875513,0.060714933768826,0.244201984041469,TRUE,TRUE,"cycling, varies between strains","amplitude",6.50523298401583,1.11685780846594
"YMR048W","CSM3",74,0.0953368369023914,0.0943432812801048,0.0576240342554462,0.179287703031678,0.0859576611583012,0.479439803761185,0.462413894120044,24.6055299113545,6.48385461153338,74,0,1,0.17350454118384,0.0664229690772459,-1.01125197127871,0.874251497005988,0.385496691125156,2.16813673603212,0.0159680638722555,4.84276233941415,2.09304338506343,0.0219560878243513,0.906490706223129,0.0454329436365365,0.0801145800003047,0.102045377267348,TRUE,TRUE,"cycling, varies between strains","amplitude",6.48385461153338,0.462413894120044
"YGL028C","SCW11",74,0.251543343506267,0.258741921180642,0.100301198594819,0.384203898424505,0.174656931975554,0.454594377339129,0.766553704750018,12.6232291928537,6.43840550865761,74,0,1,0.158095834638271,0.0879707411419114,1.29828429786136,0.11377245508982,0.290788176520241,4.92922387844767,0.00199600798403194,2.19687030066812,5.78902632960831,0.00199600798403194,0.327609840559844,0.0100430717512344,0.0164498589028839,0.248857480975195,TRUE,TRUE,"cycling, varies between strains","amplitude timing",6.43840550865761,0.766553704750018
"YGR221C","TOS2",74,0.104617519692913,0.104486980465358,0.0722224065143617,0.12637093754838,0.0581895380652011,0.460466141931752,0.249933967573939,25.7636319103546,6.3767040789033,74,0,1,0.0876291888506107,0.0658557284752858,0.794727335643921,0.207584830339321,0.407213766225682,1.12935066394378,0.107784431137725,3.7552132951934,3.15481149773556,0.00798403193612774,0.418673202118969,0.193687812345234,0.0410362071555813,0.116021406871941,TRUE,TRUE,"cycling, varies between strains","",6.3767040789033,0.249933967573939
"YOR342C","YOR342C",74,0.152305303022271,0.162553044925873,0.0676410561750746,0.407426636802931,0.18947099968559,0.465043231273157,1.18192597093812,12.7307272626257,6.33465011092602,74,0,1,0.508299404948324,0.0725900598032417,-0.642333928630338,0.736526946107784,0.328659083971795,3.65768611024304,0.00199600798403194,5.498770601941,1.2151891785056,0.13373253493014,0.814953426480373,0.0100430717512344,0.289249555188266,0.14737464286636,TRUE,TRUE,"cycling, varies between strains","amplitude",6.33465011092602,1.18192597093812
"YML021C","UNG1",74,0.104809688292286,0.0989233353534425,0.0815293418458488,0.240325806192053,0.128293592846164,0.53383194621904,0.8399608747593,28.5821102626828,6.2880578187087,74,0,1,0.257876605073598,0.0645334969034094,1.97323061849617,0.0399201596806387,0.373547036819574,3.91829927517174,0.00199600798403194,5.0878563937092,1.6133224843728,0.0658682634730539,0.18707682673868,0.0100430717512344,0.17688219067483,0.104290249582854,TRUE,TRUE,"cycling, varies between strains","amplitude",6.2880578187087,0.8399608747593
"YER124C","DSE1",74,0.219489861505061,0.230999168529509,0.096745343555835,0.351226514591895,0.142686591285959,0.406252333915488,0.73293065734242,15.8847449426352,6.24391698708176,74,0,1,0.128468524898215,0.0829817381272218,1.59342203733806,0.06187624750499,0.302774636723706,2.90433773069989,0.00798403193612774,2.47747364325946,5.71912761478833,0.00199600798403194,0.238522954091816,0.0265025504546463,0.0164498589028839,0.21524676366133,TRUE,TRUE,"cycling, varies between strains","amplitude timing",6.24391698708176,0.73293065734242
