"gene","name","n_strains_fit","mean_r2","median_r2","sd_r2","mean_amp","sd_amp","cv_amp","amp_range","mean_peak","sd_peak","n_strains_total","n_not_detected","pct_strains_detected","mean_pct_expressed","sd_r2_null_mean","sd_r2_z","sd_r2_p","cv_amp_null_mean","cv_amp_z","cv_amp_p","sd_peak_null_mean","sd_peak_z","sd_peak_p","sd_r2_p_fdr","cv_amp_p_fdr","sd_peak_p_fdr"
"YBL035C","POL12",74,0.23374445131283,0.238407924311636,0.111506444235246,0.356219149974199,0.126275695271032,0.354488789499884,0.544522611532984,20.7612739777567,5.02998141448645,74,0,1,0.207140620106483,0.0874122303175607,2.59213677161122,0.00798403193612774,0.218413374244383,4.93340537594939,0.00199600798403194,2.68890331748707,5.19279614645875,0.00199600798403194,0.0669538116748958,0.0100430717512344,0.0164498589028839
"YOR355W","GDS1",74,0.0539389994274359,0.0499668205274002,0.0592364866276299,0.12422913937395,0.153600360018188,1.23642778813613,0.795744034660395,68.2465617621742,18.2548770237359,74,0,1,0.745756341998121,0.0566626037162028,0.337435616874243,0.337325349301397,1.24824004442395,-0.0994087816496995,0.497005988023952,17.9489320021178,0.206416165753294,0.397205588822355,0.520133925696993,0.585144980974013,0.555158688471011
"YDL227C","HO",17,0.00930379647277515,-0.00155414843669277,0.0652546144970481,0.0228197377178956,0.0863920902135701,3.78584939413305,0.357722077626999,10.0574309808777,32.8088372817277,74,57,0.22972972972973,0.0027560288130285,0.0326239947114934,2.55230875165249,0.031936127744511,1.68647881434087,5.65028756809368,0.00199600798403194,22.7431137053018,5.65891982557099,0.00199600798403194,0.171522124290744,0.0100430717512344,0.0164498589028839
"YPR174C","CSA1",74,0.172054729780089,0.164004487931478,0.0831823346873414,0.329589363232792,0.129161028361349,0.391884698870337,0.647677847114192,20.7820433721131,5.53343100757491,74,0,1,0.278233636078923,0.0773495250270419,0.66378525425244,0.241516966067864,0.278688072530882,3.21228070210234,0.00399201596806387,3.8334214636278,2.75728718438309,0.0159680638722555,0.45095746007984,0.0160351565776011,0.0652370472729754
"YBR108W","AIM3",73,0.0130128276119056,0.00112286044890708,0.0523335712673598,0.0252451792766342,0.058087156759781,2.30092074701738,0.451982431533038,15.7744187349982,25.492212308047,74,1,0.986486486486487,0.0775446288756655,0.0362643487127201,1.7952130419605,0.0598802395209581,1.68606158712543,2.60404942996023,0.0239520958083832,24.092799927671,0.644869907994485,0.2375249500998,0.238522954091816,0.0625633977945748,0.391506641888637
"YEL064C","AVT2",74,0.00760455985940845,0.00676540762758643,0.0354304817652504,0.0284963106506979,0.0281092918305577,0.986418634156393,0.106635998655667,25.6631740508639,11.7694239299651,74,0,1,0.059066708424679,0.0367244305053141,-0.173894427845328,0.487025948103792,1.02306069760329,-0.32986917956085,0.596806387225549,12.4571497337616,-0.608869574253755,0.738522954091816,0.650274869255902,0.674405326462914,0.836526000132436
"YJL074C","SMC3",74,0.266815003081686,0.276332768436705,0.0945653530235725,0.44003352905878,0.115529121752045,0.262546179149482,0.789642736796111,23.8739848710711,3.46707065076309,74,0,1,0.256122768556217,0.0872621653452883,0.78363822005233,0.215568862275449,0.196726661581922,2.55138780926881,0.00798403193612774,2.58134582008507,1.94857572174212,0.0479041916167665,0.425793042015143,0.0265025504546463,0.144013859074304
"YHR123W","EPT1",74,0.0306627847570038,0.0222469753340803,0.0373287250916868,0.0759628618426478,0.0728048147954505,0.958426434041691,0.294085463453838,24.8379217698953,11.6137700646768,74,0,1,0.192045098653304,0.0447097116555547,-0.929974863689232,0.840319361277445,0.888158697094708,0.927949760446909,0.167664670658683,12.3949162048586,-0.765585775678686,0.768463073852295,0.894593885725209,0.268938632801511,0.864294939532699
"YMR048W","CSM3",74,0.0953368369023914,0.0943432812801048,0.0576240342554462,0.179287703031678,0.0859576611583012,0.479439803761185,0.462413894120044,24.6055299113545,6.48385461153338,74,0,1,0.17350454118384,0.0664229690772459,-1.01125197127871,0.874251497005988,0.385496691125156,2.16813673603212,0.0159680638722555,4.84276233941415,2.09304338506343,0.0219560878243513,0.906490706223129,0.0454329436365365,0.0801145800003047
"YNL225C","CNM67",74,0.0234572567748354,0.0192380522296406,0.0405310648431679,0.0779900656931594,0.0654563327163386,0.839290647271245,0.245613527572838,23.159594450339,10.7957290704275,74,0,1,0.18283745693705,0.0447405289429762,-0.521139948470424,0.668662674650699,0.825177748372639,0.172041534084189,0.413173652694611,11.6248535059004,-0.809450898610165,0.818363273453094,0.770170502368757,0.506402579456472,0.905503807200414
"YLR233C","EST1",74,0.0124980996454787,0.00634307864224443,0.0337163935415229,0.0214171307424808,0.0303145318462925,1.4154338510977,0.143881150331998,18.9115898724434,16.781053128801,74,0,1,0.0459129345443157,0.0343606115953187,-0.0762663681360679,0.427145708582834,1.26861111859957,0.895259117483826,0.163672654690619,15.8391611033455,0.693759712278256,0.231536926147705,0.604069966575724,0.267015457140327,0.390912619206032
"YLR286C","CTS1",74,0.406068492156146,0.419995592930409,0.112985650538179,1.00280252502251,0.31685501034169,0.315969497917428,1.68084423739134,18.5570412565734,4.06906572457035,74,0,1,0.279235828374569,0.0921754576110049,2.25383038519146,0.0179640718562874,0.161442088075772,7.56578741808561,0.00199600798403194,1.77350487762006,8.24695640137156,0.00199600798403194,0.120941216159231,0.0100430717512344,0.0164498589028839
"YDR307W","PMT7",74,0.0176927558185876,0.0156809142830416,0.0431988024253222,0.0465641594260958,0.049059958172681,1.05359913670398,0.210078399444377,26.183027739346,11.3770198641348,74,0,1,0.125274036955841,0.0419647933666777,0.14399631809327,0.385229540918164,0.970270736690732,0.852580098957155,0.157684630738523,12.5208349245631,-1.06212344809726,0.858283433133733,0.561401587069763,0.260807105512159,0.934531847466798
"YBR070C","ALG14",74,0.273379934927286,0.27629155286742,0.0927743375012379,0.524437965570388,0.141686844714535,0.270168931344308,0.835143316969356,25.0703841566572,3.03914698932167,74,0,1,0.291700595051676,0.0810142251408076,1.36979146257874,0.0978043912175649,0.181191205829473,3.6936886318336,0.00199600798403194,3.03526279503288,0.00838792517817107,0.449101796407186,0.297773878993605,0.0100430717512344,0.600626045958223
"YHR106W","TRR2",73,0.0140808043683421,0.0055928806361758,0.0396638885970894,0.0225464780766439,0.0648958618811404,2.87831481531329,0.409909695076966,2.52128248001958,23.5296175726521,74,1,0.986486486486487,0.0940808017538365,0.0364496604953309,0.369009339808769,0.251497005988024,1.69163653218937,4.79632945200745,0.00598802395209581,25.2091850524692,-0.731346215324304,0.778443113772455,0.464152775530021,0.0216839049174379,0.871418754995863
"YIL104C","SHQ1",74,0.0248517359037331,0.0174277962169689,0.0364918639539129,0.0566435905964974,0.0789645256605717,1.3940593247889,0.402670192638385,87.8724089024608,22.3908451884373,74,0,1,0.271218290009396,0.0435440733022464,-0.847663891323138,0.820359281437126,1.42243775953068,-0.179708112709037,0.548902195608782,21.219167200151,0.795495049978398,0.209580838323353,0.883179586772401,0.627691984452148,0.369666570917206
"YOL034W","SMC5",74,0.0347851700942275,0.0261933403996863,0.050609486339691,0.0814716315874174,0.0989203584896642,1.21416935640383,0.635570767983457,20.4985109245267,13.4829409495878,74,0,1,0.194174757281553,0.0471810086599302,0.405724708623876,0.293413173652695,0.893029740310077,3.67005281871339,0.00798403193612774,10.6387509455078,2.4207113476631,0.00798403193612774,0.488600653364551,0.0265025504546463,0.0410362071555813
"YDR503C","LPP1",74,0.0573906298840456,0.0650752089005855,0.0544775144949189,0.122701221160016,0.0825136854691142,0.672476481399541,0.311693056619945,24.1414628135339,9.33708013592355,74,0,1,0.163482618227372,0.0562702476005073,-0.199037346739352,0.532934131736527,0.482418967732551,3.7013000802174,0.00199600798403194,6.9084764668446,2.77995187535546,0.00399201596806387,0.677506688750159,0.0100430717512344,0.0265025504546463
"YPL163C","SVS1",74,0.484825366963107,0.507442072245794,0.127347130945216,1.02265459551986,0.23966566329007,0.234356413533972,1.6013990269948,27.3389887952902,1.48011872667503,74,0,1,0.320012527403696,0.088759667442833,4.10192540098387,0.00199600798403194,0.128034923565393,6.22293940845637,0.00199600798403194,1.24667743121325,1.25054115800212,0.0818363273453094,0.029815369261477,0.0100430717512344,0.208073215271584
"YPL255W","BBP1",74,0.0385861130383951,0.0250986411654041,0.0528960755129774,0.0745824405226185,0.127090326454348,1.70402477531968,1.02124722908845,25.9026800962683,11.1693228424787,74,0,1,0.128217976824303,0.0456360443981811,0.894726134391825,0.167664670658683,0.893574232160035,9.83249110467226,0.00199600798403194,10.3664735547672,0.66205221675667,0.253493013972056,0.376261561384274,0.0100430717512344,0.405249701266364
"YOR321W","PMT3",74,0.0356369736799257,0.0208142179350729,0.0567148868991964,0.087121317502247,0.0839216932629948,0.963273922720812,0.419890143883977,29.119174336485,11.1624371075954,74,0,1,0.104666457876605,0.0431264765794844,1.69397210619392,0.06187624750499,0.760279936873287,2.93711071438825,0.0119760479041916,10.2978396780511,0.909016373006717,0.163672654690619,0.238522954091816,0.0369325864400232,0.320574850299401
"YMR076C","PDS5",74,0.186674773186016,0.18401782624177,0.109568212323012,0.273024999620539,0.0929870576654696,0.340580744601068,0.510455461283892,25.0850378606683,2.38984565429151,74,0,1,0.169683683056686,0.0811257559710733,3.13065505559376,0.00598802395209581,0.260902276045763,2.49782839526009,0.00998003992015968,2.98034037429295,-1.05397184472233,0.860279441117764,0.0561230480216039,0.0315924442505717,0.934576301941571
"YKL042W","SPC42",74,0.0940493349364594,0.0890923547735972,0.0575679650634606,0.192527139505692,0.0730560380275681,0.379458388127187,0.381713681919293,25.5479259364207,6.0506054675714,74,0,1,0.16868149076104,0.0645850016568947,-0.807788595774332,0.784431137724551,0.369912447294506,0.219545458824076,0.397205588822355,5.0826492035616,1.22926599754524,0.117764471057884,0.854118641987096,0.497026888631115,0.265525552668248
"YCR065W","HCM1",74,0.076247043103443,0.0774044285893434,0.052517708111859,0.145361247652399,0.0748527876433628,0.514943211153206,0.315611981776801,23.5515957026621,7.63627559465752,74,0,1,0.155590353899154,0.0626123440234349,-1.16122307484088,0.898203592814371,0.447489159733747,1.42080529908082,0.0978043912175649,5.49914678396161,2.30465239586255,0.0159680638722555,0.92331466100058,0.180503857150564,0.0652370472729754
"YML060W","OGG1",74,0.100823530576458,0.104274024930412,0.075916813055208,0.191856149193707,0.0906970548105259,0.472734677474182,0.459125192513421,24.9462330109452,7.34145852107361,74,0,1,0.213654870028187,0.0668326716141176,0.995880218536558,0.141716566866267,0.408581754875752,1.48516834578109,0.0778443113772455,5.03529074922385,2.82606660172707,0.00399201596806387,0.366164967362572,0.153758598505468,0.0265025504546463
"YGR221C","TOS2",74,0.104617519692913,0.104486980465358,0.0722224065143617,0.12637093754838,0.0581895380652011,0.460466141931752,0.249933967573939,25.7636319103546,6.3767040789033,74,0,1,0.0876291888506107,0.0658557284752858,0.794727335643921,0.207584830339321,0.407213766225682,1.12935066394378,0.107784431137725,3.7552132951934,3.15481149773556,0.00798403193612774,0.418673202118969,0.193687812345234,0.0410362071555813
"YML020W","YML020W",74,0.0108069145609934,0.00859583358946703,0.0441804424699949,0.0327421003816798,0.037965690432511,1.15953741482492,0.157614455511891,23.9130168717601,14.306383862118,74,0,1,0.0934544315690573,0.0403186391883085,0.456133650100084,0.233532934131737,1.1422647319322,0.138384798935529,0.3812375249501,13.9222925591412,0.304983043215335,0.363273453093812,0.44297120045623,0.484658342888691,0.518342419638335
"YOL017W","ESC8",74,0.127828888882585,0.130852399907758,0.0734951374766537,0.174100357453131,0.0746218253395442,0.428613854854565,0.359239369070996,22.0984327663685,3.80757721458947,74,0,1,0.115314751017852,0.0735009464903541,-0.000659698624210539,0.467065868263473,0.343111195096546,2.00353255203792,0.0279441117764471,3.62024209065622,0.268028885161956,0.333333333333333,0.636957071771949,0.071049390580541,0.49025641025641
"YGR189C","CRH1",74,0.381798136305155,0.391624449138807,0.14583783856209,0.884077833200315,0.27757250704558,0.31396840484144,1.3833205123744,17.8449286717534,3.39311547057516,74,0,1,0.446727215784529,0.0836493948604319,7.08753232111501,0.00199600798403194,0.137330490454117,9.40342629267788,0.00199600798403194,2.52716103012282,1.88194082385526,0.0678642714570858,0.029815369261477,0.0100430717512344,0.180217343091595
"YER124C","DSE1",74,0.219489861505061,0.230999168529509,0.096745343555835,0.351226514591895,0.142686591285959,0.406252333915488,0.73293065734242,15.8847449426352,6.24391698708176,74,0,1,0.128468524898215,0.0829817381272218,1.59342203733806,0.06187624750499,0.302774636723706,2.90433773069989,0.00798403193612774,2.47747364325946,5.71912761478833,0.00199600798403194,0.238522954091816,0.0265025504546463,0.0164498589028839
"YLR212C","TUB4",74,0.0940139797201028,0.098102032398675,0.069431586389189,0.187713096543313,0.092589844427896,0.493251915465215,0.378391808254376,23.8887100440781,5.77919236336736,74,0,1,0.211024115252114,0.0635623443214785,0.629320883998195,0.241516966067864,0.421850034035193,1.57320717151302,0.0499001996007984,5.55516071311031,0.266788514584427,0.391217564870259,0.45095746007984,0.109414199124686,0.550005870611718
"YBR087W","RFC5",74,0.053532261502927,0.0457933752989302,0.0538034038888749,0.164373862209881,0.121921226925673,0.741731229567371,0.488691305021326,24.7527397901558,10.861368096474,74,0,1,0.486063263388663,0.0530532938583334,0.0911228826642365,0.409181636726547,0.677478293534385,1.08471470918601,0.125748502994012,9.2659988679437,1.66494886383784,0.0558882235528942,0.587353820886755,0.216995611664757,0.158074383776825
"YML027W","YOX1",74,0.203758541715365,0.209072374037779,0.10054532693242,0.333875624106906,0.154669752497215,0.463255599778947,0.933361909080652,21.2574704181259,3.37244579372553,74,0,1,0.155966176010022,0.0842697968248672,1.87127535262837,0.0339321357285429,0.281274057924826,5.44167098152249,0.00199600798403194,2.54963325689892,1.21005242963644,0.147704590818363,0.172548519981314,0.0100430717512344,0.303016285026514
"YHR153C","SPO16",73,0.078630963793042,0.0780357545375326,0.0531933585274536,0.0827609654800843,0.0460266109550374,0.556139125347846,0.195144928831079,25.7151486216901,5.88129262042914,74,1,0.986486486486487,0.0523019104290636,0.0539924180620143,-0.104119994811295,0.473053892215569,0.50457019548928,0.946933311036528,0.161676646706587,4.56970470602091,1.53625132421373,0.0798403193612774,0.636957071771949,0.264662455910098,0.205181035777907
"YHR159W","TDA11",72,0.0149221230159161,0.0100908113251551,0.0412608119956634,0.0266311199883773,0.0376613548445807,1.41418591711567,0.219326957773307,19.9942627095374,13.9109682221043,74,2,0.972972972972973,0.0578139680551206,0.0375324387443335,0.45423415742119,0.275449101796407,1.09607893386285,2.23888472815699,0.029940119760479,13.7606473241107,0.128424050889553,0.455089820359281,0.477045908183633,0.0745384231536926,0.602584305074062
"YGR153W","YGR153W",70,0.0237275945689785,0.0170931072238771,0.0412559121573389,0.0332782397562884,0.0344259370755958,1.03448792146798,0.129435913098882,29.0207192192314,10.4511373472606,74,4,0.945945945945946,0.0394613216410899,0.0348658567765564,0.777650474865349,0.161676646706587,0.906174106270426,0.979934849713633,0.0958083832335329,10.5460162293802,-0.0813752600498411,0.524950099800399,0.3733402759698,0.177505454207863,0.670925528621901
"YOR115C","TRS33",74,0.0693051400347102,0.0642631903314986,0.0638228717029623,0.2097187661859,0.152161813753498,0.725551730638249,0.832458116675247,28.8959322987453,8.21455067697394,74,0,1,0.452928280613843,0.0533969392920683,1.34121087113051,0.0998003992015968,0.562680651344723,3.23422495564401,0.00199600798403194,8.34624713868969,-0.155521358074451,0.540918163672655,0.301927789989641,0.0100430717512344,0.687656601690236
"YNL181W","PBR1",74,0.0587692278022958,0.0531867159072395,0.0479240401153088,0.142358461921118,0.0883532050826461,0.620638941235565,0.321022782457613,25.1185645022115,11.4340030319635,74,0,1,0.284246789852803,0.0521578834502725,-0.533705372724015,0.682634730538922,0.613238869619287,0.132009565626401,0.435129740518962,9.5921896575955,2.15067546307732,0.0239520958083832,0.780620577027763,0.527898517685441,0.0829645057710666
"YHR143W","DSE2",74,0.303066064410617,0.314222484470789,0.109562539756751,0.521133473711076,0.19407516541801,0.372409709236234,0.932083499786148,18.595805234478,5.16294719424212,74,0,1,0.18133416849358,0.0891085087780975,2.202179803871,0.0279441117764471,0.216361493364751,6.02457824835377,0.00199600798403194,2.01996619725094,8.75895773448803,0.00199600798403194,0.157144534460491,0.0100430717512344,0.0164498589028839
"YHR127W","YHR127W",74,0.0539844619117138,0.0417041654999096,0.0595752224252209,0.136862934765968,0.0946857608893261,0.691829099319232,0.37578437695166,24.2538112916451,13.1718727106302,74,0,1,0.373817726276229,0.052893905037119,0.843650102483158,0.179640718562874,0.72392382712106,-0.517200823299167,0.69061876247505,9.11221233915397,3.81459424973507,0.00199600798403194,0.386793979608351,0.758886824053043,0.0164498589028839
"YLR183C","TOS4",74,0.312157615466836,0.3153975366591,0.108472632361793,0.458441021051565,0.120119719895025,0.262017826457799,0.822583021881725,26.1549636707786,4.41730170279698,74,0,1,0.214657062323833,0.0901348082428031,2.00146387240253,0.0259481037924152,0.182438337339479,3.37003136001738,0.00399201596806387,1.84971002140363,6.77348481546893,0.00199600798403194,0.149436067623789,0.0160351565776011,0.0164498589028839
"YOR320C","GNT1",74,0.0066482898025135,0.00955900623368461,0.0338021511167805,0.0417377733143865,0.0675521955791247,1.61849064324283,0.333437238691503,20.6318555911627,21.02840463801,74,0,1,0.309238960225493,0.0430004387243737,-1.14702790214956,0.906187624750499,1.54027082499568,0.432794218757868,0.301397205588822,20.3742787902052,0.358951852449575,0.327345309381238,0.927532515269247,0.413167966062178,0.488972055888224
"YPL256C","CLN2",74,0.351646918763715,0.361820809151659,0.119575339904041,0.550514764263159,0.154496793801829,0.280640600091109,0.892539963727512,23.913051445104,2.52047600150875,74,0,1,0.200438459129345,0.0919357205142142,3.15088003606581,0.00399201596806387,0.186482077962011,3.86819468849401,0.00199600798403194,1.49480128535977,3.69218486647896,0.00598802395209581,0.0454329436365365,0.0100430717512344,0.0336738288129623
"YFL060C","SNO3",23,0.000524263575330603,-0.000673818476802701,0.0265507996444025,0.00980248137250679,0.0234329521965222,2.39051229031101,0.0992598651946345,17.4073445310412,19.6413413026768,74,51,0.310810810810811,0.00394613216410899,0.0141000014193146,1.88745324589928,0.0439121756487026,1.71630951933192,1.68919023306553,0.0678642714570858,18.6154963697751,0.710040074886443,0.245508982035928,0.198019056227168,0.138628725455073,0.40327592238204
"YLR343W","GAS2",60,-0.00263458624519099,-0.0049857782670929,0.0176191933929349,0.0082684353715266,0.0146054115469051,1.76640572135336,0.0807343770309988,43.3722325182182,22.7064699042154,74,14,0.810810810810811,0.0172251800814281,0.0240863259313039,-0.78332854373935,0.812375249500998,1.81645087964256,-0.147010167664207,0.483033932135729,26.9015689404878,-1.43059747570699,0.974051896207585,0.878541559415106,0.571510444457619,1
"YDL018C","ERP3",74,0.218715593135265,0.228474474213437,0.094087667475473,0.422233416631844,0.156670530788519,0.371051945718271,0.713854957506248,24.2913822944988,3.81636537292401,74,0,1,0.297776385844034,0.0804002643882032,1.58644908667229,0.0558882235528942,0.209182390406053,5.98621598349085,0.00199600798403194,3.36018721216361,0.875763262050636,0.187624750499002,0.234338340862135,0.0100430717512344,0.347614847823732
"YKL089W","MIF2",73,0.0753749675309122,0.0768249761193932,0.0548305859873103,0.136771403963724,0.073642506006398,0.538434964270237,0.277073675727985,24.2823102900126,8.49099696132199,74,1,0.986486486486487,0.153523332289383,0.0590929599493566,-0.484507066608485,0.652694610778443,0.465531507743215,1.52118196165909,0.0818363273453094,6.07850319123626,2.67666242674474,0.00598802395209581,0.766059122630651,0.160318706848598,0.0336738288129623
"YMR199W","CLN1",74,0.146387085044857,0.147480118018129,0.0785900286601103,0.20704817379489,0.0968924551298563,0.467970585559676,0.400662162467419,23.2564669385719,3.47710890450162,74,0,1,0.145255245850298,0.0748049861882144,0.433122645189974,0.30938123752495,0.354203326071009,2.97710211821086,0.0139720558882236,3.33810132530692,0.160088569222855,0.403193612774451,0.496255810526598,0.0409732681875513,0.560251589843569
"YHR110W","ERP5",74,0.306677958341065,0.308128144290938,0.108973715471785,0.706022042562405,0.203918816201959,0.288827832431216,1.09473967101289,26.3181426963425,3.62439550245736,74,0,1,0.48374569370498,0.082938175729377,2.96658870478482,0.00199600798403194,0.153042223632916,6.50108156958839,0.00199600798403194,2.57182125115904,2.7667739419562,0.00798403193612774,0.029815369261477,0.0100430717512344,0.0410362071555813
"YJR043C","POL32",74,0.0678553781025085,0.0646229120540073,0.0588088208916086,0.157965976018015,0.106904689929942,0.676757695706261,0.539929079468925,23.8605057476873,9.18699375665834,74,0,1,0.232633886626997,0.056092877865157,0.336761189190638,0.323353293413174,0.548339951304227,2.43418267424671,0.0179640718562874,7.33687394828669,1.96418986549469,0.0239520958083832,0.509891692025785,0.0487887860642352,0.0829645057710666
"YOL007C","CSI2",74,0.370783400731813,0.366868075845986,0.107440238721772,0.543506445242211,0.146387073351524,0.26933824728847,1.11779575700889,25.5446894747599,3.03836332704844,74,0,1,0.220732853116192,0.0928886162624512,1.57309560297677,0.0598802395209581,0.175273821740729,4.13908760897815,0.00199600798403194,1.52460750401216,4.7331487246611,0.00598802395209581,0.238522954091816,0.0100430717512344,0.0336738288129623
