"gene","strain","r2","amp","peak","reason","n_cells","pct_expressed","fit_status"
"YAR071W","BQM",0.0443170215280516,0.0877366844618734,81.3390480388295,0,125,0.04,"ok"
"YAR071W","BRK",NA,NA,NA,2,43,0,"constant_expression"
"YAR071W","BTG",0.547039225723957,0.566941996113426,79.9533996582031,0,11,0.181818181818182,"ok"
"YAR071W","BVG",0.121791045040969,0.0642728151893747,47.5857280384411,0,124,0.00806451612903226,"ok"
"YAR071W","CAE",0.0797381307330115,0.294945046095154,25.1717492883856,0,176,0.181818181818182,"ok"
"YAR071W","CBN",0.252473414168478,0.146286084418198,40.1360509233041,0,50,0.06,"ok"
"YAR071W","CCD",0.0237793572944242,0.0516808165728842,37.0803089141846,0,299,0.020066889632107,"ok"
"YAR071W","CCG",0.128252049941454,0.109887478774287,5.40744018554688,0,132,0.0151515151515152,"ok"
"YAR071W","CCN",0.251377516960368,0.457689585651232,55.9695017662915,0,75,0.12,"ok"
"YAR071W","CCQ",0.0431254598158977,0.0951855564452469,17.5656439174305,0,295,0.0542372881355932,"ok"
"YAR071W","CCR",0.0637916665360526,0.113823347846208,0.944412231445312,0,458,0.00873362445414847,"ok"
"YAR071W","CCS",0.0242402950948659,0.0945567008661982,44.0427474975586,0,396,0.0782828282828283,"ok"
"YAR071W","CCV",0.0150621800255811,0.0323569191999232,17.3198373100974,0,382,0.0209424083769634,"ok"
"YAR071W","CDE",0.0229725578279613,0.0178706916557383,68.4297768852927,0,300,0.01,"ok"
"YAR071W","CDF",0.996532130231187,0.546724150069762,85.490364074707,0,19,0.0526315789473684,"ok"
"YAR071W","CDH",NA,NA,NA,2,36,0,"constant_expression"
"YAR071W","CDI",NA,NA,NA,1,8,0,"too_few_timepoints"
"YAR071W","CDL",0.0248225941953346,0.105221414396803,18.7241566397927,0,392,0.102040816326531,"ok"
"YAR071W","CDT",0.106920342123584,0.179065480274806,1.20799255371094,0,124,0.0241935483870968,"ok"
"YAR071W","CEG",NA,NA,NA,2,127,0,"constant_expression"
"YAR071W","CFF",0.0376635861389365,0.0712620902145689,36.7846930243752,0,134,0.0522388059701493,"ok"
"YAR071W","CGL",0.151759037105801,0.304527548749235,87.6078643798828,0,212,0.0188679245283019,"ok"
"YAR071W","CGN",0.03334826664871,0.0180532010768246,13.3561488931829,0,370,0.0027027027027027,"ok"
"YAR071W","CGS",0.0658372481475519,0.259734336811877,87.4827194213867,0,275,0.105454545454545,"ok"
"YAR071W","CLB",0.0244253777067844,0.0277814655708906,86.8268966674805,0,329,0.0060790273556231,"ok"
"YAR071W","CLI",0.0407888444380649,0.206191063561226,37.9002098820426,0,279,0.146953405017921,"ok"
"YAR071W","CLN",0.201108747618816,0.157762792078338,86.276496887207,0,91,0.043956043956044,"ok"
"YAR071W","CLP",0.0340224361597343,0.108039186278572,52.9457648884166,0,176,0.0511363636363636,"ok"
"YAR071W","CMI",0.0314950400039204,0.12237032211841,1.01228713989258,0,312,0.0865384615384615,"ok"
"YAR071W","CNH",0.34174790196389,0.317747878380791,38.2213439941406,0,38,0.0263157894736842,"ok"
"YAR071W","CNK",NA,NA,NA,1,2,0,"too_few_timepoints"
"YAR071W","CPI",0.0354252505205533,0.0405497100265817,46.6473875912753,0,308,0.00649350649350649,"ok"
"YAR071W","CPK",0.0354052938349707,0.0283160541935049,87.2814178466797,0,351,0.0056980056980057,"ok"
"YAR071W","CPN",0.0270599150330301,0.0423492047674681,60.779502175071,0,315,0.0126984126984127,"ok"
"YAR071W","CQD",0.0280085832793483,0.16818574408449,23.4731908278032,0,394,0.197969543147208,"ok"
"YAR071W","CQF",0.0385949190330785,0.164753503704528,87.3275146484375,0,386,0.0673575129533679,"ok"
"YAR071W","SACE_YAG",NA,NA,NA,1,8,0,"too_few_timepoints"
"YAR071W","SACE_YCE",0.327683412540962,0.241970590228708,31.1210701682351,0,63,0.0317460317460317,"ok"
"YAR071W","SACE_YCK",NA,NA,NA,2,58,0,"constant_expression"
"YAR071W","SACE_YCM",0.209306929567358,0.148042134335028,69.2942546497692,0,50,0.02,"ok"
"YAR071W","SACE_YCR",0.0239371643389721,0.0796583448648517,82.8259184739806,0,352,0.0852272727272727,"ok"
"YAR071W","SACE_YCU",0.082311964431472,0.042135162165128,39.9433643167669,0,162,0.00617283950617284,"ok"
"YAR071W","SACE_YDE",NA,NA,NA,2,10,0,"constant_expression"
"YBL002W","AAP",0.533382067652696,6.08961856379385,33.9369760751724,0,35,0.714285714285714,"ok"
"YBL002W","AFE",0.597011122702427,2.96767805028859,32.3415935581381,0,55,0.945454545454545,"ok"
"YBL002W","AKH",0.755391417730084,3.46224720328287,31.5203831412575,0,166,0.867469879518072,"ok"
"YBL002W","AKI",0.722220412286322,3.53066356427916,36.9727026332508,0,75,0.853333333333333,"ok"
"YBL002W","AKM",0.643194346589149,3.03543534815016,40.7360634370284,0,205,0.878048780487805,"ok"
"YBL002W","ALS",NA,NA,NA,1,7,0.857142857142857,"too_few_timepoints"
"YBL002W","AMP",0.80927522937459,3.68994180241857,36.7855107784271,0,62,0.854838709677419,"ok"
"YBL002W","ANG",0.693742729730436,3.12236238754575,39.16460982236,0,301,0.843853820598007,"ok"
"YBL002W","ANH",0.907693920084179,5.05760468819915,31.1775168613954,0,22,0.954545454545455,"ok"
"YBL002W","ANN",0.707600715370624,3.38354667389619,39.9304469715465,0,384,0.864583333333333,"ok"
"YBL002W","APQ",0.72050465559286,5.05119277719737,60.707632931796,0,27,0.851851851851852,"ok"
"YBL002W","ATS",0.608096695524886,3.68463493265927,37.1754698319869,0,184,0.815217391304348,"ok"
"YBL002W","AVI",0.929769714670216,3.2889100938381,34.7140579223633,0,13,1,"ok"
"YBL002W","BAF",0.787200055566956,3.13799626713805,31.5607495741411,0,139,0.877697841726619,"ok"
"YBL002W","BAG",0.609979215906869,3.68868210830286,34.5694609121843,0,106,0.811320754716981,"ok"
"YBL002W","BAI",0.651236945927333,3.42153638500166,36.279409235174,0,412,0.847087378640777,"ok"
"YBL002W","BAK",0.674404808326801,3.43758378335468,31.943991932002,0,376,0.882978723404255,"ok"
"YBL002W","BAL",0.592513936892653,2.88481525925562,36.0616413463246,0,562,0.777580071174377,"ok"
"YBL002W","BAM",0.687883186100941,3.25314018769617,38.1589322523637,0,377,0.904509283819629,"ok"
"YBL002W","BAN",0.664968008264075,3.38914470966952,38.3766692768444,0,240,0.820833333333333,"ok"
"YBL002W","BAP",0.637647700664712,2.91939034470112,31.1353329745206,0,235,0.88936170212766,"ok"
"YBL002W","BAQ",NA,NA,NA,1,4,1,"too_few_timepoints"
"YBL002W","BBQ",0.628938591091715,3.45594596152693,31.4365178888494,0,235,0.868085106382979,"ok"
"YBL002W","BCK",0.492225390466736,3.13960891850426,31.2828742590818,0,356,0.75561797752809,"ok"
"YBL002W","BDB",0.756452469666508,3.51105563662926,36.3343023820357,0,112,0.8125,"ok"
"YBL002W","BDL",0.373160409873016,3.27027922267656,69.9715621254661,0,48,0.875,"ok"
"YBL002W","BDP",0.537573598459288,3.20335613498218,39.6007794466886,0,268,0.746268656716418,"ok"
"YBL002W","BEF",0.694250196089312,3.13009990454159,38.1960943395441,0,277,0.891696750902527,"ok"
"YBL002W","BFH",0.592245520774087,3.34704191397049,32.3636846542358,0,110,0.836363636363636,"ok"
"YBL002W","BFP",0.622395137257106,3.88510164388693,34.0411950891668,0,254,0.830708661417323,"ok"
"YBL002W","BGD",0.693747604495097,3.74222874641795,41.2469282583757,0,77,0.766233766233766,"ok"
"YBL002W","BGF",0.675089495039941,3.03194159859768,37.7484374913302,0,101,0.762376237623762,"ok"
"YBL002W","BHG",0.618183547433117,3.2551205687916,40.5340371565385,0,163,0.773006134969325,"ok"
