"gene","name","n_strains_fit","mean_r2","median_r2","sd_r2","mean_amp","sd_amp","cv_amp","amp_range","mean_peak","sd_peak","n_strains_total","n_not_detected","pct_strains_detected","mean_pct_expressed","sd_r2_null_mean","sd_r2_z","sd_r2_p","cv_amp_null_mean","cv_amp_z","cv_amp_p","sd_peak_null_mean","sd_peak_z","sd_peak_p","sd_r2_p_fdr","cv_amp_p_fdr","sd_peak_p_fdr","r2_adj_pooled","cycles","sig_any","class","n_fit","sd_trim","n_outlier","n_early","n_late","shift_early","shift_late","peak_early","peak_late","early_strains","late_strains","cv_trim_amp","sd_trim_str","frac_explained","n_fit_struct","n_fit_amp","n_fit_peak","peak_excess","amp_excess","str_excess","peak_trim_excess","amp_trim_excess","str_trim_excess","peak_robustness","amp_robustness","str_robustness","frac_outlier_peak","peak_diff","amp_spread","expr_gated","amp_gated","amp_trim_excess_final","rank_peak","rank_str","rank_amp","n_phenotypes_available","variability","variability_strict","which_phenotype"
"YGR279C","SCW4",74,0.322610046597473,0.317784654016639,0.137611218020952,0.941754498945253,0.328446195600815,0.348759890150425,1.47551324817645,71.6794229609109,6.04686708971612,74,0,1,0.818540557469464,0.0791921139257289,7.15068219932226,0.00199600798403194,0.160871780541692,8.3466639998611,0.00199600798403194,3.18565297508989,3.22553742582009,0.00199600798403194,0.029815369261477,0.0100430717512344,0.0164498589028839,0.29339235387454,TRUE,TRUE,"cycling, varies between strains",74,2.32,5,4,1,-18.2,40.3,53.5,24,"BHM,BRK,CLN,CDH","BDL",0.230145397043074,0.108730452985337,0.00268495419401282,74,74,74,1.89815624520292,2.16793703019928,1.73768840354498,0.728265136893807,1.43061384829659,1.37299596633209,0.383669752547664,0.659896403063462,0.790127829322622,0.0675675675675676,2.86121411462623,1.47551324817645,FALSE,FALSE,1.43061384829659,0.210526315789474,0.960526315789474,0.855263157894737,3,0.675438596491228,0.675438596491228,"structure amplitude timing"
"YNR009W","NRM1",74,0.190797470394709,0.180217062316166,0.0832899415967347,0.487510620016328,0.163107641707749,0.334572489317846,0.869754721271337,43.8897596297105,9.06275278719533,74,0,1,0.304290635765738,0.0584826871715454,3.24147104334655,0.00199600798403194,0.217639926958601,3.93128485438389,0.00199600798403194,6.26730081631329,4.6724288941826,0.00199600798403194,0.029815369261477,0.0100430717512344,0.0164498589028839,0.164188652729039,TRUE,TRUE,"cycling, varies between strains",74,5.94,16,6,10,-11.4,17.6,32.5,61.5,"AAP,BEF,BHK,AFE,BHG","CBN,BDL,SACE_YCE,BRK,CNH",0.231838802931192,0.060892171047221,0.273314827184131,74,74,74,1.44603762493827,1.53727532440078,1.42418116582815,0.947776431049655,1.06524021658623,1.04119995151057,0.655429993455473,0.692940424970038,0.731086730040499,0.216216216216216,2.79545197088204,0.869754721271337,FALSE,FALSE,1.06524021658623,0.697368421052632,0.802631578947368,0.460526315789474,3,0.653508771929825,0.653508771929825,"structure amplitude timing"
"YPL232W","SSO1",74,0.152272840537075,0.159146670794295,0.0856747951890853,0.391702364131937,0.210131493710971,0.536457047372308,0.919864211195896,15.7073825124774,8.95984232255378,74,0,1,0.649796429689947,0.0708968689271848,1.85909975500293,0.0399201596806387,0.318806596640192,6.05089133585972,0.00199600798403194,5.49231570352717,4.87450427961756,0.00199600798403194,0.18707682673868,0.0100430717512344,0.0164498589028839,0.140608334169822,TRUE,TRUE,"cycling, varies between strains",74,5.04,12,7,5,-17.7,15.3,86,31,"CLN,CNH,CBN,AFE,SACE_YCE","BNV,CDH,SACE_YCM,BDP,CDT",0.525640900618633,0.0607819333321448,0.0170815970885722,74,74,74,1.6313414607248,1.68270372390618,1.20844257984197,0.917645720322178,1.64877673849351,0.857328881400551,0.562509899009414,0.979837814030676,0.7094494150584,0.162162162162162,3.46752661902661,0.919864211195896,FALSE,FALSE,1.64877673849351,0.618421052631579,0.342105263157895,0.960526315789474,3,0.640350877192982,0.640350877192982,"amplitude timing"
"YML052W","SUR7",74,0.421692534499492,0.44597987254141,0.110730780321354,1.04242818104377,0.219818906844956,0.210871991799814,1.43904938794136,69.3878037868377,3.92815655942602,74,0,1,0.504729094895083,0.0742251287137856,4.54547693134702,0.00199600798403194,0.107221269767101,7.06709638361628,0.00199600798403194,3.14407315038864,1.53690610231454,0.0838323353293413,0.029815369261477,0.0100430717512344,0.210904506775922,0.404558687108315,TRUE,TRUE,"cycling, varies between strains",74,2.6,1,1,0,-18.4,NA,51,NA,"BRK",NA,0.125084240694213,0.0775537897515929,0.0302991411524566,74,74,74,1.24938459492918,1.96669925899829,1.49182335201244,0.826952769746663,1.16659913621535,1.04484547343316,0.661888079221545,0.593176171129255,0.700381497597347,0.0135135135135135,0.784083409037382,1.43904938794136,FALSE,FALSE,1.16659913621535,0.447368421052632,0.815789473684211,0.605263157894737,3,0.62280701754386,0.62280701754386,"structure amplitude"
"YDL179W","PCL9",74,0.296748296145692,0.309140400434586,0.12080552274569,0.342955283420624,0.146648650710154,0.427602832787661,0.671129836201864,6.71564820715033,1.64758463517104,74,0,1,0.123645474475415,0.094699937559278,2.77384643897434,0.00598802395209581,0.303283406883119,3.44108030349886,0.00598802395209581,1.48028929455321,0.196832270526991,0.209580838323353,0.0561230480216039,0.0216839049174379,0.369666570917206,0.302852671357957,TRUE,TRUE,"cycling, varies between strains",74,1.35,0,0,0,NA,NA,NA,NA,NA,NA,0.323836435003567,0.0960243688968264,0.109866531732127,74,74,74,1.11301530128834,1.40991172969925,1.27566634001285,0.911983897314792,1.06776838974368,1.01398555660841,0.819381275584578,0.757329957082809,0.79486737621234,0,0.167295340617831,0.671129836201864,FALSE,FALSE,1.06776838974368,0.605263157894737,0.75,0.486842105263158,3,0.614035087719298,0.614035087719298,"amplitude"
"YLR194C","NCW2",74,0.432499813741676,0.46491737651989,0.143905170937879,0.772786888466694,0.247998747822865,0.320914797499898,1.37165368198044,6.78612114735568,1.29513124232385,74,0,1,0.255308487316004,0.0971013068341923,4.6217459466063,0.00199600798403194,0.194480468878475,5.13361414678742,0.00199600798403194,1.0736659479678,0.48732348865631,0.0898203592814371,0.029815369261477,0.0100430717512344,0.222456641121901,0.437807772224196,TRUE,TRUE,"cycling, varies between strains",74,0.8,0,0,0,NA,NA,NA,NA,NA,NA,0.228368924857641,0.112427558579343,0.0142872039396872,74,74,74,1.20627020422435,1.65011324453577,1.48201065083097,0.745110712986862,1.17425120463043,1.15783774950961,0.617698016893302,0.71161855619236,0.78126142268978,0,0.221465294356053,1.37165368198044,FALSE,FALSE,1.17425120463043,0.276315789473684,0.921052631578947,0.644736842105263,3,0.614035087719298,0.614035087719298,"structure amplitude"
"YOR315W","SFG1",74,0.20278726959591,0.22008617672499,0.0968603375732709,0.463385545658658,0.129897973584246,0.280323749416069,0.647671124893877,66.4510762733989,6.6609548389284,74,0,1,0.321954274976511,0.0700088457230025,3.26242049243535,0.00199600798403194,0.197839397595372,2.9993858313436,0.00399201596806387,5.15332767183661,2.97252825954977,0.00798403193612774,0.029815369261477,0.0160351565776011,0.0410362071555813,0.206572472120998,TRUE,TRUE,"cycling, varies between strains",74,4.82,8,6,2,-13,16,53.5,82.5,"CDH,SACE_YCK,ATS,BHQ,APQ","BDL,AMP",0.205044075819181,0.0700813905287588,0.277493758800531,74,74,74,1.29255410544358,1.41692581368144,1.38354427319812,0.93531797450834,1.03641680227183,1.00103622342301,0.723619978900117,0.731454528010204,0.723530314725003,0.108108108108108,1.50762716709178,0.647671124893877,FALSE,FALSE,1.03641680227183,0.684210526315789,0.697368421052632,0.421052631578947,3,0.600877192982456,0.600877192982456,"structure amplitude timing"
"YLR049C","MLO50",74,0.205130171067005,0.208388671584043,0.107614542679052,0.292068468225488,0.121921747899467,0.417442350556441,0.5939170879194,12.9210849213881,6.04461180114738,74,0,1,0.168243031631694,0.0801748869353989,3.14048989114576,0.00798403193612774,0.268903320302743,4.49605111406418,0.00199600798403194,3.43580886074552,4.40327348005143,0.00199600798403194,0.0669538116748958,0.0100430717512344,0.0164498589028839,0.197624041533826,TRUE,TRUE,"cycling, varies between strains",74,2.78,4,1,3,-41.9,20.1,59,33,"APQ","CNH,CBN,CLP",0.318714038697627,0.0801460324586288,0.139143450820025,74,74,74,1.75929804192768,1.5523882341299,1.34224751405964,0.809125336325251,1.18523653162336,0.999640105800295,0.459913736639349,0.763492343967469,0.74475094595398,0.0540540540540541,2.60880294040186,0.5939170879194,FALSE,FALSE,1.18523653162336,0.421052631578947,0.684210526315789,0.657894736842105,3,0.587719298245614,0.587719298245614,"amplitude timing"
"YPL163C","SVS1",74,0.484825366963107,0.507442072245794,0.127347130945216,1.02265459551986,0.23966566329007,0.234356413533972,1.6013990269948,27.3389887952902,1.48011872667503,74,0,1,0.320012527403696,0.088759667442833,4.10192540098387,0.00199600798403194,0.128034923565393,6.22293940845637,0.00199600798403194,1.24667743121325,1.25054115800212,0.0818363273453094,0.029815369261477,0.0100430717512344,0.208073215271584,0.477199712735303,TRUE,TRUE,"cycling, varies between strains",74,0.91,0,0,0,NA,NA,NA,NA,NA,NA,0.157894662206521,0.0912797601682876,0.152251541022714,74,74,74,1.18725075919166,1.83041007100126,1.43474096528399,0.729940221276327,1.23321557751293,1.0283923182461,0.614815543915346,0.67373732097002,0.716779086350642,0,0.233441295461787,1.6013990269948,FALSE,FALSE,1.23321557751293,0.223684210526316,0.776315789473684,0.710526315789474,3,0.570175438596491,0.570175438596491,"structure amplitude"
"YER001W","MNN1",74,0.209190136833395,0.210854242833377,0.103672267907482,0.433145715522836,0.221123729858026,0.510506561495397,1.13334450824826,27.9064657900813,5.81088970759616,74,0,1,0.287942373943,0.0749208225469256,3.2296686251841,0.00598802395209581,0.249405987007978,7.71998212558568,0.00199600798403194,3.26644948143763,4.29553160158589,0.00199600798403194,0.0561230480216039,0.0100430717512344,0.0164498589028839,0.180646410419204,TRUE,TRUE,"cycling, varies between strains",74,2.11,3,1,2,-25.9,32.1,2,60,"AFE","BGD,APQ",0.400829644908037,0.0730973584220335,0.450610869194981,74,74,74,1.77896206282017,2.04688976243007,1.38375773761091,0.645961314262037,1.60713722118955,0.975661450810287,0.363111348894085,0.78516061328166,0.705081116651814,0.0405405405405405,2.54444022615853,1.13334450824826,FALSE,FALSE,1.60713722118955,0.105263157894737,0.631578947368421,0.947368421052632,3,0.56140350877193,0.56140350877193,"amplitude timing"
"YCR024C-A","PMP1",74,0.300475512442473,0.308840505749007,0.109301824205113,0.690707560173104,0.184919974530337,0.267725424178059,1.13731694278064,74.9503843826408,3.77488851308403,74,0,1,0.463513936736611,0.0797287828240799,3.45009797171753,0.00399201596806387,0.157481122142456,5.02876494153879,0.00199600798403194,3.11080480795132,1.16236091041451,0.151696606786427,0.0454329436365365,0.0100430717512344,0.304834314772944,0.303331757620635,TRUE,TRUE,"cycling, varies between strains",74,2.59,1,1,0,-13,NA,62,NA,"APQ",NA,0.168146086619366,0.0808141391006679,0.0471597826568289,74,74,74,1.21347649438991,1.70004772975822,1.37092051745335,0.832581971514213,1.06772217731128,1.01361310480536,0.686112978177468,0.628054235549685,0.739366791802247,0.0135135135135135,0.664083705132715,1.13731694278064,FALSE,FALSE,1.06772217731128,0.473684210526316,0.736842105263158,0.473684210526316,3,0.56140350877193,0.56140350877193,"structure amplitude"
"YBR071W","YBR071W",74,0.282971151085139,0.284741540565711,0.112918133949829,0.43192628311061,0.160333889955743,0.371206606833612,0.73329858480882,14.021902082623,3.39790387008207,74,0,1,0.188913247729408,0.0880793406820964,2.60411176925792,0.0179640718562874,0.22050598608246,5.29295743928858,0.00199600798403194,2.5253582866483,1.87545496382678,0.06187624750499,0.120941216159231,0.0100430717512344,0.170964429522458,0.278365334506358,TRUE,TRUE,"cycling, varies between strains",74,1.96,1,0,1,NA,18,NA,32,NA,"CBN",0.275891705705745,0.0840084406280438,0.000455485357600649,74,74,74,1.34551358040836,1.68343097359178,1.28200475929291,0.776127494606458,1.25117558306364,0.953781442702374,0.576826206667424,0.743229513232801,0.743976522543045,0.0135135135135135,0.872545583433773,0.73329858480882,FALSE,FALSE,1.25117558306364,0.342105263157895,0.578947368421053,0.736842105263158,3,0.552631578947368,0.552631578947368,"amplitude"
"YHR152W","SPO12",74,0.281182675837271,0.283016723532808,0.101943640421499,0.50687673032214,0.180941014977718,0.356972423773966,1.00516722128369,81.3555554004647,4.76649325852742,74,0,1,0.299592859379893,0.0908443070298744,1.13237761395093,0.129740518962076,0.207149968519591,5.26634823137012,0.00199600798403194,2.75991059387116,4.15150700745247,0.00798403193612774,0.351788044023685,0.0100430717512344,0.0410362071555813,0.261007743364057,TRUE,TRUE,"cycling, varies between strains",74,3.2,4,1,3,-15.4,10.6,66,4,"AAP","CBN,CLN,SACE_YCE",0.215079251517025,0.0787169456816194,0.00184746114711287,74,74,74,1.72704625617664,1.72325598852411,1.12217973535727,1.15945784878182,1.03827798311581,0.866503892816676,0.671353094704391,0.602509429841037,0.772161415426743,0.0540540540540541,2.00658266465627,1.00516722128369,FALSE,FALSE,1.03827798311581,0.855263157894737,0.368421052631579,0.434210526315789,3,0.552631578947368,0.552631578947368,"amplitude timing"
"YHR143W","DSE2",74,0.303066064410617,0.314222484470789,0.109562539756751,0.521133473711076,0.19407516541801,0.372409709236234,0.932083499786148,18.595805234478,5.16294719424212,74,0,1,0.18133416849358,0.0891085087780975,2.202179803871,0.0279441117764471,0.216361493364751,6.02457824835377,0.00199600798403194,2.01996619725094,8.75895773448803,0.00199600798403194,0.157144534460491,0.0100430717512344,0.0164498589028839,0.308057237268887,TRUE,TRUE,"cycling, varies between strains",74,2.37,2,0,2,NA,32.4,NA,51,NA,"AFE,BDL",0.231035487168259,0.0737563218604796,0.353401639682455,74,74,74,2.55595722407067,1.72123839341601,1.22954071680841,1.17328696055678,1.06782165151158,0.82771356935342,0.459040139446536,0.620379870444529,0.673189230773881,0.027027027027027,3.14298099699117,0.932083499786148,FALSE,FALSE,1.06782165151158,0.894736842105263,0.25,0.5,3,0.548245614035088,0.548245614035088,"amplitude timing"
"YKL185W","ASH1",74,0.36635819357493,0.356452903905307,0.110807294671907,0.569704827813888,0.216596249457782,0.380190300104918,1.03869107610847,5.83751555530933,1.33472178120891,74,0,1,0.166050735984967,0.0954840816175378,1.54205803205191,0.06187624750499,0.24431363557306,4.8224322978471,0.00199600798403194,1.22736408654573,0.16992098754377,0.145708582834331,0.238522954091816,0.0100430717512344,0.300209924977631,0.370971014721458,TRUE,TRUE,"cycling, varies between strains",74,0.99,0,0,0,NA,NA,NA,NA,NA,NA,0.310731286328131,0.0877712376019507,0.0140995061035569,74,74,74,1.08747012874177,1.5561566967523,1.1604792421395,0.806606622152546,1.27185404776644,0.91922377128283,0.741727612404225,0.817304613616867,0.792107034666226,0,0.107357694663176,1.03869107610847,FALSE,FALSE,1.27185404776644,0.394736842105263,0.486842105263158,0.75,3,0.543859649122807,0.543859649122807,"amplitude"
"YGR109C","CLB6",74,0.221704772736269,0.229690219853596,0.103998464513484,0.255358651109468,0.121273867442052,0.474915836667949,0.578412778470697,21.1646989923329,4.00647046119637,74,0,1,0.109552145317883,0.0817479575376601,2.7646890748629,0.00798403193612774,0.289441335618726,5.08609050967838,0.00399201596806387,2.20073819849348,3.60659582808768,0.00598802395209581,0.0669538116748958,0.0160351565776011,0.0336738288129623,0.228832052919636,TRUE,TRUE,"cycling, varies between strains",74,1.9,2,0,2,NA,21.3,NA,42.5,NA,"AAP,BDL",0.309722238594453,0.0770823215795021,0.257070766598004,74,74,74,1.82051207360286,1.64080170391952,1.27218425568093,0.863346672176023,1.07006913139194,0.942926574575168,0.474232873648254,0.652162372111008,0.741187112137678,0.027027027027027,1.8057322627029,0.578412778470697,FALSE,FALSE,1.07006913139194,0.539473684210526,0.539473684210526,0.526315789473684,3,0.535087719298246,0.535087719298246,"amplitude timing"
"YGL028C","SCW11",74,0.251543343506267,0.258741921180642,0.100301198594819,0.384203898424505,0.174656931975554,0.454594377339129,0.766553704750018,12.6232291928537,6.43840550865761,74,0,1,0.158095834638271,0.0879707411419114,1.29828429786136,0.11377245508982,0.290788176520241,4.92922387844767,0.00199600798403194,2.19687030066812,5.78902632960831,0.00199600798403194,0.327609840559844,0.0100430717512344,0.0164498589028839,0.248857480975195,TRUE,TRUE,"cycling, varies between strains",74,1.94,4,2,2,-40.6,27.9,60,40.5,"BDL,AFE","CNH,AAP",0.361695887310512,0.0734473024587004,0.239636483095481,74,74,74,2.9307171691927,1.56331795459877,1.1401654378814,0.883074435213584,1.24384660902929,0.834906032452514,0.301316839610571,0.795645316661465,0.732267445331349,0.0540540540540541,4.24153520798949,0.766553704750018,FALSE,FALSE,1.24384660902929,0.565789473684211,0.289473684210526,0.723684210526316,3,0.526315789473684,0.526315789473684,"amplitude timing"
"YMR305C","SCW10",74,0.389430624112043,0.394583833973466,0.120345465537608,0.981726466502244,0.25411120511921,0.258841147498623,1.43666349873814,29.6666976309243,3.58027321405696,74,0,1,0.477795176949577,0.0810851609132814,4.58727647782652,0.00199600798403194,0.124463600692296,7.77753544967426,0.00199600798403194,1.9235081654528,5.08674880320476,0.00399201596806387,0.029815369261477,0.0100430717512344,0.0265025504546463,0.379497205594814,TRUE,TRUE,"cycling, varies between strains",74,1.32,1,0,1,NA,31.3,NA,61,NA,"APQ",0.145572276482651,0.0831649933110477,0.00205672819585179,74,74,74,1.86132467663019,2.07965337704267,1.48418606045951,0.686246112030029,1.16959718080582,1.02564997558543,0.368686946799865,0.562400058450619,0.691052155056549,0.0135135135135135,1.65676504860416,1.43666349873814,FALSE,FALSE,1.16959718080582,0.157894736842105,0.763157894736842,0.631578947368421,3,0.517543859649123,0.517543859649123,"structure amplitude timing"
"YHR110W","ERP5",74,0.306677958341065,0.308128144290938,0.108973715471785,0.706022042562405,0.203918816201959,0.288827832431216,1.09473967101289,26.3181426963425,3.62439550245736,74,0,1,0.48374569370498,0.082938175729377,2.96658870478482,0.00199600798403194,0.153042223632916,6.50108156958839,0.00199600798403194,2.57182125115904,2.7667739419562,0.00798403193612774,0.029815369261477,0.0100430717512344,0.0410362071555813,0.307964656293741,TRUE,TRUE,"cycling, varies between strains",74,1.98,3,2,1,-11.8,16.7,14.5,43,"SACE_YCM,BGD","BDL",0.164686317434797,0.0809967178109082,0.00206944104900153,74,74,74,1.40927193164142,1.88724278552037,1.31391502783182,0.769882432189903,1.0760841911825,0.976591504438152,0.546297996081705,0.570188530823175,0.743268387796502,0.0405405405405405,1.05257425129832,1.09473967101289,FALSE,FALSE,1.0760841911825,0.328947368421053,0.644736842105263,0.539473684210526,3,0.504385964912281,0.504385964912281,"structure amplitude timing"
"YMR002W","MIX17",74,0.169485484465762,0.157055270595748,0.107224886051213,0.462056606775007,0.213486950628781,0.46203635549948,0.879250787908906,64.8203701610395,12.0229621312969,74,0,1,0.939931099279674,0.0744720619894686,3.48392042725998,0.00199600798403194,0.366143186806712,2.48836818181411,0.0139720558882236,10.0227197855577,2.15262499977516,0.0179640718562874,0.029815369261477,0.0409732681875513,0.0686946107784431,0.121777148136638,TRUE,TRUE,"cycling, varies between strains",74,9.98,32,13,19,-12.8,16.2,52,81,"CLN,CEG,AKI,SACE_YCM,BRK","CNH,BNV,CBN,CCQ,CGS",0.347160948109874,0.0664274817821681,0.000128235930128007,74,74,74,1.19957081396423,1.26190073214005,1.43980015037553,0.995737705286414,0.948156242200243,0.891978548835694,0.830078302752128,0.751371497021221,0.619515526931321,0.432432432432432,2.00024234573912,0.879250787908906,FALSE,FALSE,0.948156242200243,0.75,0.434210526315789,0.263157894736842,3,0.482456140350877,0.482456140350877,"structure amplitude"
"YDL018C","ERP3",74,0.218715593135265,0.228474474213437,0.094087667475473,0.422233416631844,0.156670530788519,0.371051945718271,0.713854957506248,24.2913822944988,3.81636537292401,74,0,1,0.297776385844034,0.0804002643882032,1.58644908667229,0.0558882235528942,0.209182390406053,5.98621598349085,0.00199600798403194,3.36018721216361,0.875763262050636,0.187624750499002,0.234338340862135,0.0100430717512344,0.347614847823732,0.219129823944177,TRUE,TRUE,"cycling, varies between strains",74,2.68,3,1,2,-13.3,11.7,11,36,"BDL","APQ,BAG",0.228342024681544,0.0747688418799287,0.0544732694935857,74,74,74,1.1357597455014,1.77382018150766,1.17024077210968,0.797574608432119,1.09159295980077,0.929957661817082,0.70223884196566,0.615390991251982,0.794672074312179,0.0405405405405405,0.456178160760403,0.713854957506248,FALSE,FALSE,1.09159295980077,0.368421052631579,0.513157894736842,0.552631578947368,3,0.478070175438597,0.478070175438597,"amplitude"
"YML119W","YML119W",74,0.240649939544219,0.246745854880949,0.0962026389690779,0.382635499799817,0.134321453571958,0.351042842711225,0.707450373547244,76.8038411697974,5.57496675841329,74,0,1,0.200250548073912,0.0863878972865104,1.02136762135329,0.143712574850299,0.231337775056949,3.97380522817455,0.00199600798403194,2.81783843482838,4.88853576449714,0.00199600798403194,0.368511653940796,0.0100430717512344,0.0164498589028839,0.219800721405695,TRUE,TRUE,"cycling, varies between strains",74,2.99,5,2,3,-18.8,18.2,58,7,"SACE_YCE,BRK","AAP,CBN,BDL",0.226778978562532,0.0717978415145652,0.0249136360424907,74,74,74,1.97845507730568,1.51744712952655,1.11361246182456,1.06109703205255,0.980293765281977,0.83110995602131,0.536326067861792,0.646015104056927,0.746318835782071,0.0675675675675676,2.75712832358491,0.707450373547244,FALSE,FALSE,0.980293765281977,0.789473684210526,0.276315789473684,0.355263157894737,3,0.473684210526316,0.473684210526316,"amplitude timing"
"YMR215W","GAS3",74,0.185765266017321,0.190654104166205,0.079084771943444,0.548909338906218,0.182403369591273,0.332301450645272,0.995684501364156,48.5998063230097,9.20546984991784,74,0,1,0.390416536172878,0.0633305590864531,1.96518706015629,0.0459081836327345,0.217507847961498,3.75401105364739,0.00199600798403194,6.58224482892391,5.04564026744609,0.00199600798403194,0.205085156789225,0.0100430717512344,0.0164498589028839,0.168078479357924,TRUE,TRUE,"cycling, varies between strains",74,7.25,18,7,11,-17.6,13.4,31,62,"BDL,BRK,AAP,APQ,CDT","CBN,CGN,AFE,AKH,CCG",0.196891485238893,0.0561893568608233,0.030080094129236,74,74,74,1.39853045414945,1.52776763578707,1.24876162604983,1.10144793887669,0.905215545481124,0.887239236023777,0.787575226273182,0.592508653984398,0.710495275892129,0.243243243243243,2.62322502099393,0.995684501364156,FALSE,FALSE,0.905215545481124,0.802631578947368,0.421052631578947,0.184210526315789,3,0.469298245614035,0.469298245614035,"amplitude timing"
"YBL035C","POL12",74,0.23374445131283,0.238407924311636,0.111506444235246,0.356219149974199,0.126275695271032,0.354488789499884,0.544522611532984,20.7612739777567,5.02998141448645,74,0,1,0.207140620106483,0.0874122303175607,2.59213677161122,0.00798403193612774,0.218413374244383,4.93340537594939,0.00199600798403194,2.68890331748707,5.19279614645875,0.00199600798403194,0.0669538116748958,0.0100430717512344,0.0164498589028839,0.248035854712375,TRUE,TRUE,"cycling, varies between strains",74,2.27,4,2,2,-15.3,24.2,5.5,45,"CNH,AAP","APQ,CBN",0.203798514529407,0.0828343087317127,0.00328675465034489,74,74,74,1.87064420716594,1.62301777867891,1.27563893324942,0.844210345993937,0.933086241785618,0.947628363111011,0.451293914021701,0.574908207441278,0.742865663951733,0.0540540540540541,2.34107809699938,0.544522611532984,FALSE,FALSE,0.933086241785618,0.513157894736842,0.552631578947368,0.25,3,0.43859649122807,0.43859649122807,"amplitude timing"
"YKR077W","MSA2",74,0.209031622571215,0.215724127314161,0.115568438089869,0.239639391630709,0.106583249476623,0.444765147963948,0.445860015108078,14.0909688432681,5.58194508663099,74,0,1,0.130786094581898,0.0858145533846079,3.40103268988178,0.00199600798403194,0.295863281521727,4.28436141600026,0.00199600798403194,2.78586931283055,4.45752067866777,0.00199600798403194,0.029815369261477,0.0100430717512344,0.0164498589028839,0.210208585315821,TRUE,TRUE,"cycling, varies between strains",74,1.83,6,4,2,-13.1,19.9,1,34,"AFE,AAP,SACE_YCK,CNH","BDL,APQ",0.332744402058309,0.0833981932877012,0.0458591869300398,74,74,74,2.00366365389894,1.50327930413117,1.34672306190197,0.656886520689174,1.12465595712618,0.971842071052017,0.327842709234624,0.748135063148611,0.721634683881845,0.0810810810810811,2.79607577380043,0.445860015108078,FALSE,FALSE,1.12465595712618,0.131578947368421,0.592105263157895,0.592105263157895,3,0.43859649122807,0.43859649122807,"structure amplitude timing"
"YJL194W","CDC6",74,0.165716138918648,0.160971711787457,0.101122962956935,0.179064085039097,0.104947726411604,0.586090317266523,0.380675176561879,6.06165339152615,2.15967541424129,74,0,1,0.133103664265581,0.0843905074268657,1.90591322670889,0.0479041916167665,0.446668448486676,3.14557783298766,0.00199600798403194,3.24133624670754,-0.786629567654617,0.662674650698603,0.21202040363717,0.0100430717512344,0.793880909859479,0.178301518197334,TRUE,TRUE,"cycling, varies between strains",74,1.26,1,1,0,-12.1,NA,82,NA,"BRK",NA,0.583830577556943,0.0793853876653296,0.0693524947073366,74,74,74,0.666291692642204,1.31213726703153,1.19827414291317,0.388728568743794,1.30707816846024,0.940690962595839,0.583421004698822,0.996144383138559,0.785038188597553,0.0135135135135135,-1.08166083246624,0.380675176561879,FALSE,FALSE,1.30707816846024,0,0.526315789473684,0.763157894736842,3,0.429824561403509,0.429824561403509,"amplitude"
"YGR041W","BUD9",74,0.169087051517282,0.166709577776321,0.0888379882644799,0.199276793868734,0.100068257562333,0.502157103291464,0.411751152608484,14.2847087278472,6.95366354528034,74,0,1,0.126526777325399,0.07973475460831,1.03001378063172,0.149700598802395,0.332998257154391,4.34584064984608,0.00399201596806387,3.14896212439307,5.56632747183214,0.00199600798403194,0.37052109373486,0.0160351565776011,0.0164498589028839,0.173499905728791,TRUE,TRUE,"cycling, varies between strains",74,2.64,6,4,2,-25.8,30.7,76.5,45,"APQ,CLN,CBN,SACE_YCE","AFE,CDH",0.370234879180885,0.0639734480817243,0.117139378931747,74,74,74,2.20823981699068,1.50798718162253,1.11416895556886,0.838371468348109,1.11182227301937,0.80232827448944,0.379655987496238,0.737288941556587,0.720113651057347,0.0810810810810811,3.80470142088727,0.411751152608484,FALSE,FALSE,1.11182227301937,0.486842105263158,0.157894736842105,0.578947368421053,3,0.407894736842105,0.407894736842105,"amplitude timing"
"YLR254C","NDL1",74,0.18763167119159,0.184944008893843,0.0918299720567096,0.307105324470513,0.13053873291488,0.425061770387553,0.524773257780553,82.8414701443364,5.82121266093124,74,0,1,0.217350454118384,0.0823224076802311,0.96698392402857,0.177644710578842,0.285780464728453,3.96236314438348,0.00199600798403194,3.85745085993599,3.01777449433631,0.00598802395209581,0.386793979608351,0.0100430717512344,0.0336738288129623,0.173694364756146,TRUE,TRUE,"cycling, varies between strains",74,3.56,6,2,4,-15.8,15.7,67,10.5,"AAP,BGD","CBN,SACE_YCE,APQ,CLP",0.255417113641357,0.0729839064916907,0.00980588620408751,74,74,74,1.50908277831641,1.48737168158588,1.11549181619431,0.922889267877563,0.893752880848776,0.88656185537218,0.611556424298454,0.600894108657381,0.794772173584236,0.0810810810810811,1.96376180099526,0.524773257780553,FALSE,FALSE,0.893752880848776,0.631578947368421,0.407894736842105,0.171052631578947,3,0.403508771929825,0.403508771929825,"amplitude timing"
