"gene","strain","value","stat"
"YOR247W","CCS",1.60236646074397,"amp"
"YOR247W","CCV",1.51583495792754,"amp"
"YOR247W","CDE",1.70256063328766,"amp"
"YOR247W","CDH",1.56801531951582,"amp"
"YOR247W","CDL",1.74839102486755,"amp"
"YOR247W","CDT",1.23811166027085,"amp"
"YOR247W","CEG",1.81185297881906,"amp"
"YOR247W","CFF",1.84898543588169,"amp"
"YOR247W","CGL",1.69685371739229,"amp"
"YOR247W","CGN",1.53625894116768,"amp"
"YOR247W","CGS",1.59841601149803,"amp"
"YOR247W","CLB",1.77269066455583,"amp"
"YOR247W","CLI",1.73184406734793,"amp"
"YOR247W","CLN",1.3317157100259,"amp"
"YOR247W","CLP",1.60744384367123,"amp"
"YOR247W","CMI",1.36868453531082,"amp"
"YOR247W","CNH",1.84362525207564,"amp"
"YOR247W","CPI",1.84761200812931,"amp"
"YOR247W","CPK",1.63893369635258,"amp"
"YOR247W","CPN",1.56305185657982,"amp"
"YOR247W","CQD",1.6038948809733,"amp"
"YOR247W","CQF",1.52099888723957,"amp"
"YOR247W","SACE_YCE",1.63706594132659,"amp"
"YOR247W","SACE_YCK",2.35870816604366,"amp"
"YOR247W","SACE_YCM",2.08276574913212,"amp"
"YOR247W","SACE_YCR",1.87010387848491,"amp"
"YOR247W","SACE_YCU",1.73485793731908,"amp"
"YNL165W","AAP",0.346613655362309,"amp"
"YNL165W","AFE",0.254442785218079,"amp"
"YNL165W","AKH",0.125429401467659,"amp"
"YNL165W","AKI",0.276550625162333,"amp"
"YNL165W","AKM",0.0706929788681571,"amp"
"YNL165W","AMP",0.138514596189989,"amp"
"YNL165W","ANG",0.168301374649443,"amp"
"YNL165W","ANN",0.162688525656232,"amp"
"YNL165W","APQ",0.0939133885775061,"amp"
"YNL165W","ATS",0.108352063291209,"amp"
"YNL165W","BAF",0.0755843685335845,"amp"
"YNL165W","BAG",0.206764071940262,"amp"
"YNL165W","BAI",0.138606421693152,"amp"
"YNL165W","BAK",0.1601993652542,"amp"
"YNL165W","BAL",0.257316570804165,"amp"
"YNL165W","BAM",0.213321345453885,"amp"
"YNL165W","BAN",0.157956437681305,"amp"
"YNL165W","BAP",0.198475689317605,"amp"
"YNL165W","BBQ",0.106794334902934,"amp"
"YNL165W","BCK",0.0927250124939905,"amp"
"YNL165W","BDB",0.260065803105754,"amp"
"YNL165W","BDL",0.199959596591233,"amp"
"YNL165W","BDP",0.23101933681199,"amp"
"YNL165W","BEF",0.128116685993656,"amp"
"YNL165W","BFH",0.209779425349514,"amp"
"YNL165W","BFP",0.153437758744927,"amp"
"YNL165W","BGD",0.326394253750283,"amp"
"YNL165W","BGF",0.119486760106443,"amp"
"YNL165W","BHG",0.320533529203946,"amp"
"YNL165W","BHK",0.204360731532931,"amp"
"YNL165W","BHM",0.334326057274928,"amp"
"YNL165W","BHQ",0.123532509831997,"amp"
"YNL165W","BMA",0.26576738723811,"amp"
"YNL165W","BMB",0.163491574536574,"amp"
"YNL165W","BMC",0.113161453195318,"amp"
"YNL165W","BNC",0.176533882082088,"amp"
"YNL165W","BNV",0.123154157594812,"amp"
"YNL165W","BQM",0.0951164189489692,"amp"
"YNL165W","BRK",0.219036042633713,"amp"
"YNL165W","BVG",0.241894742792109,"amp"
"YNL165W","CAE",0.277171980006177,"amp"
"YNL165W","CBN",0.318592840686684,"amp"
"YNL165W","CCD",0.187830538598758,"amp"
"YNL165W","CCG",0.098423601843189,"amp"
"YNL165W","CCN",0.204602009510949,"amp"
"YNL165W","CCQ",0.165439201758492,"amp"
"YNL165W","CCR",0.124057157932823,"amp"
"YNL165W","CCS",0.216632690850482,"amp"
"YNL165W","CCV",0.0999033937811141,"amp"
"YNL165W","CDE",0.304412817982539,"amp"
"YNL165W","CDH",0.26305170196663,"amp"
"YNL165W","CDL",0.177934016206769,"amp"
"YNL165W","CDT",0.302313957095703,"amp"
"YNL165W","CEG",0.26310982006073,"amp"
"YNL165W","CFF",0.251471134316982,"amp"
"YNL165W","CGL",0.19985106945053,"amp"
"YNL165W","CGN",0.248552946047718,"amp"
"YNL165W","CGS",0.160614966320005,"amp"
"YNL165W","CLB",0.107185496587877,"amp"
"YNL165W","CLI",0.194086238685647,"amp"
"YNL165W","CLN",0.239702886643875,"amp"
"YNL165W","CLP",0.332502997850546,"amp"
"YNL165W","CMI",0.186409514421795,"amp"
"YNL165W","CNH",0.277157757046998,"amp"
"YNL165W","CPI",0.152034667373744,"amp"
"YNL165W","CPK",0.152681172243648,"amp"
"YNL165W","CPN",0.259388915503772,"amp"
"YNL165W","CQD",0.197165018982578,"amp"
"YNL165W","CQF",0.152444063840468,"amp"
"YNL165W","SACE_YCE",0.276516538493883,"amp"
"YNL165W","SACE_YCK",0.456297832522819,"amp"
"YNL165W","SACE_YCM",0.292743668317943,"amp"
"YNL165W","SACE_YCR",0.100123702908675,"amp"
"YNL165W","SACE_YCU",0.174529652270449,"amp"
"YER001W","AAP",0.407283851420659,"amp"
"YER001W","AFE",0.24556061343297,"amp"
"YER001W","AKH",0.556415875420706,"amp"
"YER001W","AKI",0.522946550724906,"amp"
"YER001W","AKM",1.00220708046858,"amp"
"YER001W","AMP",1.233256847817,"amp"
"YER001W","ANG",0.585197570901066,"amp"
"YER001W","ANN",0.590877103315861,"amp"
"YER001W","APQ",0.751803891825693,"amp"
"YER001W","ATS",0.585601160362866,"amp"
"YER001W","BAF",0.2236677652688,"amp"
"YER001W","BAG",0.341451175145852,"amp"
"YER001W","BAI",0.286526903777586,"amp"
"YER001W","BAK",0.272702499568513,"amp"
"YER001W","BAL",0.517785308341894,"amp"
"YER001W","BAM",0.582528686329278,"amp"
"YER001W","BAN",0.612505677474096,"amp"
"YER001W","BAP",0.525839913617232,"amp"
"YER001W","BBQ",0.376028286201713,"amp"
"YER001W","BCK",0.921922159078166,"amp"
"YER001W","BDB",0.74213121302684,"amp"
"YER001W","BDL",0.0828196956985854,"amp"
"YER001W","BDP",0.822405979822307,"amp"
"YER001W","BEF",0.635670854905036,"amp"
"YER001W","BFH",0.466258276107003,"amp"
"YER001W","BFP",0.356326511225725,"amp"
"YER001W","BGD",0.331568974422682,"amp"
"YER001W","BGF",0.955161234834475,"amp"
"YER001W","BHG",0.689836651926861,"amp"
"YER001W","BHK",0.606537869974719,"amp"
"YER001W","BHM",0.905433481282429,"amp"
"YER001W","BHQ",0.655161561456141,"amp"
"YER001W","BMA",1.17266086053823,"amp"
"YER001W","BMB",1.0006447236086,"amp"
"YER001W","BMC",1.15404031673685,"amp"
"YER001W","BNC",0.857151082200366,"amp"
"YER001W","BNV",0.463532112797662,"amp"
"YER001W","BQM",0.509430300492334,"amp"
"YER001W","BRK",0.169908916953577,"amp"
"YER001W","BVG",0.453188356741001,"amp"
"YER001W","CAE",0.602115703816673,"amp"
"YER001W","CBN",0.688500680458467,"amp"
"YER001W","CCD",0.536341506313869,"amp"
"YER001W","CCG",0.534420095110489,"amp"
"YER001W","CCN",0.31422996388925,"amp"
"YER001W","CCQ",0.433135404325064,"amp"
"YER001W","CCR",0.650555284392056,"amp"
"YER001W","CCS",0.408527897974734,"amp"
"YER001W","CCV",0.390937147292859,"amp"
"YER001W","CDE",0.51254487643327,"amp"
"YER001W","CDH",0.792980793646042,"amp"
"YER001W","CDL",0.344198412111764,"amp"
"YER001W","CDT",0.498274038535935,"amp"
"YER001W","CEG",0.275951130872975,"amp"
"YER001W","CFF",0.622463407205911,"amp"
"YER001W","CGL",0.743836604147825,"amp"
"YER001W","CGN",0.523205812529242,"amp"
"YER001W","CGS",0.392327016534205,"amp"
"YER001W","CLB",0.273759896475569,"amp"
"YER001W","CLI",0.592527911521899,"amp"
"YER001W","CLN",0.607813432316358,"amp"
"YER001W","CLP",0.885036462806016,"amp"
"YER001W","CMI",0.568712972514966,"amp"
"YER001W","CNH",0.693356454529577,"amp"
"YER001W","CPI",0.72080951731395,"amp"
"YER001W","CPK",0.619330661305641,"amp"
"YER001W","CPN",0.616559327856105,"amp"
"YER001W","CQD",0.577309696160014,"amp"
"YER001W","CQF",0.512061312998353,"amp"
"YER001W","SACE_YCE",0.404485021073684,"amp"
"YER001W","SACE_YCK",0.882333398336564,"amp"
"YER001W","SACE_YCM",0.294597918616158,"amp"
"YER001W","SACE_YCR",0.317965499470934,"amp"
"YER001W","SACE_YCU",0.456505782387272,"amp"
"YOR283W","AAP",0.387803117106274,"amp"
"YOR283W","AFE",0.275786342059405,"amp"
"YOR283W","AKH",0.221370626043124,"amp"
"YOR283W","AKI",0.157140629477015,"amp"
"YOR283W","AKM",0.266719843865087,"amp"
"YOR283W","AMP",0.397021242196551,"amp"
"YOR283W","ANG",0.139220286190824,"amp"
"YOR283W","ANN",0.0740762605058719,"amp"
"YOR283W","APQ",0.65412676162336,"amp"
"YOR283W","ATS",0.309551698193186,"amp"
"YOR283W","BAF",0.18487319535367,"amp"
"YOR283W","BAG",0.0604641804536337,"amp"
"YOR283W","BAI",0.0912316484540719,"amp"
"YOR283W","BAK",0.21813912547357,"amp"
"YOR283W","BAL",0.0726145400715176,"amp"
"YOR283W","BAM",0.133411609973628,"amp"
"YOR283W","BAN",0.140218592538903,"amp"
"YOR283W","BAP",0.171462954510915,"amp"
"YOR283W","BBQ",0.126780138541684,"amp"
"YOR283W","BCK",0.190210089196213,"amp"
"YOR283W","BDB",0.192283250609604,"amp"
"YOR283W","BDL",0.0760104450707036,"amp"
"YOR283W","BDP",0.125055325737304,"amp"
"YOR283W","BEF",0.105016263256947,"amp"
"YOR283W","BFH",0.441997989503471,"amp"
"YOR283W","BFP",0.149982292296481,"amp"
"YOR283W","BGD",0.357493111173842,"amp"
"YOR283W","BGF",0.676063570401213,"amp"
"YOR283W","BHG",0.294813564197387,"amp"
"YOR283W","BHK",0.161215377291213,"amp"
"YOR283W","BHM",0.480514864080883,"amp"
"YOR283W","BHQ",0.26221719616827,"amp"
"YOR283W","BMA",0.212517656976088,"amp"
"YOR283W","BMB",0.142328897696737,"amp"
"YOR283W","BMC",0.257586158277967,"amp"
"YOR283W","BNC",0.147904339686149,"amp"
"YOR283W","BNV",0.125239865712093,"amp"
"YOR283W","BQM",0.244304610356195,"amp"
"YOR283W","BRK",0.38490899107923,"amp"
"YOR283W","BVG",0.14883923142829,"amp"
"YOR283W","CAE",0.155960425525145,"amp"
"YOR283W","CBN",0.387934163575958,"amp"
"YOR283W","CCD",0.0969381163230049,"amp"
"YOR283W","CCG",0.195881392381676,"amp"
"YOR283W","CCN",0.305477663529172,"amp"
"YOR283W","CCQ",0.183942212311153,"amp"
"YOR283W","CCR",0.092691462374839,"amp"
"YOR283W","CCS",0.193528704479572,"amp"
"YOR283W","CCV",0.0903406627394593,"amp"
"YOR283W","CDE",0.173516324419683,"amp"
"YOR283W","CDH",0.247385055306394,"amp"
"YOR283W","CDL",0.0820586855364216,"amp"
"YOR283W","CDT",0.161204748486971,"amp"
"YOR283W","CEG",0.119549038676135,"amp"
"YOR283W","CFF",0.186078032934484,"amp"
"YOR283W","CGL",0.390143145091341,"amp"
"YOR283W","CGN",0.154671632148665,"amp"
"YOR283W","CGS",0.106198653124483,"amp"
"YOR283W","CLB",0.215065792872842,"amp"
"YOR283W","CLI",0.21939703336765,"amp"
"YOR283W","CLN",0.312173792432021,"amp"
"YOR283W","CLP",0.221523866568611,"amp"
"YOR283W","CMI",0.236831819865193,"amp"
"YOR283W","CNH",0.213367545535147,"amp"
"YOR283W","CPI",0.1528126696841,"amp"
"YOR283W","CPK",0.139340055794386,"amp"
"YOR283W","CPN",0.276014761760651,"amp"
"YOR283W","CQD",0.0999212100635369,"amp"
"YOR283W","CQF",0.110135560051717,"amp"
"YOR283W","SACE_YCE",0.332335278896784,"amp"
"YOR283W","SACE_YCK",0.500318119094272,"amp"
"YOR283W","SACE_YCM",0.422691329328587,"amp"
"YOR283W","SACE_YCR",0.189580319421049,"amp"
"YOR283W","SACE_YCU",0.288781137022784,"amp"
"YDL211C","AAP",0.310587506965383,"amp"
"YDL211C","AFE",0.0817382436999629,"amp"
"YDL211C","AKH",0.0447230656519749,"amp"
"YDL211C","AKI",0.0575914214653845,"amp"
"YDL211C","AKM",0.0333637662340388,"amp"
"YDL211C","AMP",0.155295239477716,"amp"
"YDL211C","ANG",0.0881980019999544,"amp"
"YDL211C","ANN",0.067119066993398,"amp"
"YDL211C","APQ",NA,"amp"
"YDL211C","ATS",0.132657921603147,"amp"
"YDL211C","BAF",0.0760365964382063,"amp"
"YDL211C","BAG",0.0889117308658656,"amp"
"YDL211C","BAI",0.0733133745392772,"amp"
"YDL211C","BAK",0.0477955822651261,"amp"
"YDL211C","BAL",0.049981280702861,"amp"
"YDL211C","BAM",0.0658925591379168,"amp"
"YDL211C","BAN",0.0607584076702494,"amp"
"YDL211C","BAP",0.0995306848527565,"amp"
"YDL211C","BBQ",0.0548347892324478,"amp"
"YDL211C","BCK",0.0505625896611474,"amp"
"YDL211C","BDB",0.104740057964774,"amp"
"YDL211C","BDL",0.0229421821610735,"amp"
"YDL211C","BDP",0.0450293404640641,"amp"
"YDL211C","BEF",0.120413507619353,"amp"
"YDL211C","BFH",0.0691607779056666,"amp"
"YDL211C","BFP",0.0455892597903598,"amp"
"YDL211C","BGD",0.0630840815692723,"amp"
"YDL211C","BGF",0.0251773178036967,"amp"
"YDL211C","BHG",0.0952999784159686,"amp"
"YDL211C","BHK",0.0792528182200646,"amp"
"YDL211C","BHM",0.112770434364121,"amp"
"YDL211C","BHQ",0.0351819801644512,"amp"
"YDL211C","BMA",0.0621922983288391,"amp"
"YDL211C","BMB",0.0487119205638642,"amp"
"YDL211C","BMC",0.10814987954215,"amp"
"YDL211C","BNC",0.0760165033118328,"amp"
"YDL211C","BNV",0.160906090660073,"amp"
"YDL211C","BQM",0.0921051603578562,"amp"
"YDL211C","BRK",0.177586922608366,"amp"
"YDL211C","BVG",0.145447024322817,"amp"
"YDL211C","CAE",0.057762111998191,"amp"
"YDL211C","CBN",0.0498347525039662,"amp"
"YDL211C","CCD",0.0562353089013642,"amp"
"YDL211C","CCG",0.0515303688590009,"amp"
"YDL211C","CCN",0.107836633765902,"amp"
"YDL211C","CCQ",0.0660450410796468,"amp"
"YDL211C","CCR",0.0662210744926522,"amp"
"YDL211C","CCS",0.0874130863591053,"amp"
"YDL211C","CCV",0.0531564630589491,"amp"
"YDL211C","CDE",0.0337489810062622,"amp"
"YDL211C","CDH",0.191707128954435,"amp"
"YDL211C","CDL",0.0655745042095105,"amp"
"YDL211C","CDT",0.102539474331457,"amp"
"YDL211C","CEG",0.0356995989071738,"amp"
"YDL211C","CFF",0.0683314785395781,"amp"
"YDL211C","CGL",0.0981544631063792,"amp"
"YDL211C","CGN",0.0557392850741349,"amp"
"YDL211C","CGS",0.0372744551309165,"amp"
"YDL211C","CLB",0.0662126765765175,"amp"
"YDL211C","CLI",0.0716388091499663,"amp"
"YDL211C","CLN",0.140724785602268,"amp"
"YDL211C","CLP",0.0401316498044889,"amp"
"YDL211C","CMI",0.0367660257532319,"amp"
"YDL211C","CNH",0.104049879443416,"amp"
"YDL211C","CPI",0.0816328062029544,"amp"
"YDL211C","CPK",0.0228070829471194,"amp"
"YDL211C","CPN",0.0770594940416559,"amp"
"YDL211C","CQD",0.0414217474161212,"amp"
"YDL211C","CQF",0.0482388880284843,"amp"
"YDL211C","SACE_YCE",0.182816307301511,"amp"
"YDL211C","SACE_YCK",0.113324564663908,"amp"
"YDL211C","SACE_YCM",0.118053917274742,"amp"
"YDL211C","SACE_YCR",0.133420173237359,"amp"
"YDL211C","SACE_YCU",0.0621962083177189,"amp"
"YBR161W","AAP",0.419647687997822,"amp"
"YBR161W","AFE",0.171770960690582,"amp"
"YBR161W","AKH",0.142129084027672,"amp"
"YBR161W","AKI",0.220215206780903,"amp"
"YBR161W","AKM",0.0575231393290193,"amp"
"YBR161W","AMP",0.0966533445549832,"amp"
"YBR161W","ANG",0.11160540436303,"amp"
"YBR161W","ANN",0.0920016398769402,"amp"
"YBR161W","APQ",0.226806360270151,"amp"
"YBR161W","ATS",0.0398068011380455,"amp"
"YBR161W","BAF",0.135237606862626,"amp"
"YBR161W","BAG",0.118333750050982,"amp"
"YBR161W","BAI",0.101217461690308,"amp"
"YBR161W","BAK",0.0743427718552542,"amp"
"YBR161W","BAL",0.087315174578672,"amp"
"YBR161W","BAM",0.0690989526500633,"amp"
"YBR161W","BAN",0.10356082077992,"amp"
"YBR161W","BAP",0.0904406166870649,"amp"
"YBR161W","BBQ",0.0917316399953118,"amp"
"YBR161W","BCK",0.0742223696688369,"amp"
"YBR161W","BDB",0.073517940221188,"amp"
"YBR161W","BDL",0.388254928641196,"amp"
"YBR161W","BDP",0.0703835377405923,"amp"
"YBR161W","BEF",0.0665367900064745,"amp"
"YBR161W","BFH",0.0587602096403681,"amp"
"YBR161W","BFP",0.10669345423457,"amp"
"YBR161W","BGD",0.274109467775345,"amp"
"YBR161W","BGF",0.112371028603017,"amp"
"YBR161W","BHG",0.107135804435823,"amp"
"YBR161W","BHK",0.133127419931717,"amp"
"YBR161W","BHM",0.0901784148131987,"amp"
"YBR161W","BHQ",0.0948415103885567,"amp"
"YBR161W","BMA",0.0682753570322859,"amp"
"YBR161W","BMB",0.0622524882339371,"amp"
"YBR161W","BMC",0.0362924198859883,"amp"
"YBR161W","BNC",0.0390393332007076,"amp"
"YBR161W","BNV",0.126720443552096,"amp"
"YBR161W","BQM",0.117720861782173,"amp"
"YBR161W","BRK",0.100412643508453,"amp"
"YBR161W","BVG",0.197818821994216,"amp"
"YBR161W","CAE",0.116335212923345,"amp"
"YBR161W","CBN",0.248902883851469,"amp"
"YBR161W","CCD",0.073771642718482,"amp"
"YBR161W","CCG",0.139481255462814,"amp"
"YBR161W","CCN",0.171069805355707,"amp"
"YBR161W","CCQ",0.051109118276375,"amp"
"YBR161W","CCR",0.0683646962231853,"amp"
"YBR161W","CCS",0.125911328422028,"amp"
"YBR161W","CCV",0.0390953554381852,"amp"
"YBR161W","CDE",0.10725719945492,"amp"
"YBR161W","CDH",0.0955877550399713,"amp"
"YBR161W","CDL",0.0756220076472301,"amp"
"YBR161W","CDT",0.146129008568629,"amp"
"YBR161W","CEG",0.155409312490785,"amp"
"YBR161W","CFF",0.0893872722310884,"amp"
"YBR161W","CGL",0.124496546733587,"amp"
"YBR161W","CGN",0.0301452811352904,"amp"
"YBR161W","CGS",0.0609874401799028,"amp"
"YBR161W","CLB",0.0926952536352515,"amp"
"YBR161W","CLI",0.0965330839808436,"amp"
"YBR161W","CLN",0.153125903419276,"amp"
"YBR161W","CLP",0.11420964273292,"amp"
"YBR161W","CMI",0.102581660903396,"amp"
"YBR161W","CNH",0.100322189396667,"amp"
"YBR161W","CPI",0.0539336327282578,"amp"
"YBR161W","CPK",0.110984631400463,"amp"
"YBR161W","CPN",0.0670498919612647,"amp"
"YBR161W","CQD",0.0696372663514378,"amp"
"YBR161W","CQF",0.0371563983554687,"amp"
"YBR161W","SACE_YCE",0.143181243475638,"amp"
"YBR161W","SACE_YCK",0.135177758812408,"amp"
"YBR161W","SACE_YCM",0.184716123070529,"amp"
"YBR161W","SACE_YCR",0.0882576253907206,"amp"
"YBR161W","SACE_YCU",0.0510363345524985,"amp"
"YOR083W","AAP",0.17898332211809,"amp"
"YOR083W","AFE",0.269462350995228,"amp"
"YOR083W","AKH",0.0339101744849659,"amp"
"YOR083W","AKI",0.0364131983562288,"amp"
"YOR083W","AKM",0.050129510586975,"amp"
"YOR083W","AMP",0.0335396607301823,"amp"
"YOR083W","ANG",0.0422682658911099,"amp"
"YOR083W","ANN",0.0547671735475765,"amp"
"YOR083W","APQ",NA,"amp"
"YOR083W","ATS",0.059426180770905,"amp"
"YOR083W","BAF",0.0836115540837525,"amp"
"YOR083W","BAG",0.103417147302802,"amp"
"YOR083W","BAI",0.0650651435462509,"amp"
"YOR083W","BAK",0.0706319092241914,"amp"
"YOR083W","BAL",0.0728280872744896,"amp"
"YOR083W","BAM",0.0573244706345101,"amp"
"YOR083W","BAN",0.0972485082432822,"amp"
"YOR083W","BAP",0.0769421901123336,"amp"
"YOR083W","BBQ",0.0625930700565285,"amp"
"YOR083W","BCK",0.0791071748429899,"amp"
"YOR083W","BDB",0.0987080119891688,"amp"
"YOR083W","BDL",0.474056169218466,"amp"
"YOR083W","BDP",0.070606927628898,"amp"
"YOR083W","BEF",0.0582193061519631,"amp"
"YOR083W","BFH",0.047356031839696,"amp"
"YOR083W","BFP",0.0680046771705115,"amp"
"YOR083W","BGD",0.120460462824881,"amp"
"YOR083W","BGF",0.0517983588236475,"amp"
"YOR083W","BHG",0.0954178945928915,"amp"
"YOR083W","BHK",0.071662400197251,"amp"
"YOR083W","BHM",0.225149923628128,"amp"
"YOR083W","BHQ",0.0380155089723731,"amp"
"YOR083W","BMA",0.0157908657788339,"amp"
"YOR083W","BMB",0.0226876319229531,"amp"
"YOR083W","BMC",0.0577212161899265,"amp"
"YOR083W","BNC",0.0724876915424893,"amp"
"YOR083W","BNV",0.0588083754604722,"amp"
"YOR083W","BQM",0.0376130413250408,"amp"
"YOR083W","BRK",0.228866294108309,"amp"
"YOR083W","BVG",0.0369469722574774,"amp"
"YOR083W","CAE",0.0441287137695621,"amp"
"YOR083W","CBN",0.10813193179158,"amp"
"YOR083W","CCD",0.0824684349315452,"amp"
"YOR083W","CCG",0.0329467507692615,"amp"
"YOR083W","CCN",0.0778794821700594,"amp"
"YOR083W","CCQ",0.0749907619063489,"amp"
"YOR083W","CCR",0.0959538916869639,"amp"
"YOR083W","CCS",0.0345205785349776,"amp"
"YOR083W","CCV",0.049721072901655,"amp"
"YOR083W","CDE",0.0478313191879119,"amp"
"YOR083W","CDH",0.137984942682035,"amp"
"YOR083W","CDL",0.0722749152102942,"amp"
"YOR083W","CDT",0.0705848488800836,"amp"
"YOR083W","CEG",0.110983623322764,"amp"
"YOR083W","CFF",0.0659510423606811,"amp"
"YOR083W","CGL",0.08284611860354,"amp"
"YOR083W","CGN",0.0503331591182785,"amp"
"YOR083W","CGS",0.0515095246925328,"amp"
"YOR083W","CLB",0.0490170581644052,"amp"
"YOR083W","CLI",0.0390322445677392,"amp"
"YOR083W","CLN",0.101339721808991,"amp"
"YOR083W","CLP",0.0674813191724992,"amp"
"YOR083W","CMI",0.0533580395572202,"amp"
"YOR083W","CNH",NA,"amp"
"YOR083W","CPI",0.0460082605446133,"amp"
"YOR083W","CPK",0.0551358049324687,"amp"
"YOR083W","CPN",0.0550109484834579,"amp"
"YOR083W","CQD",0.0553928318687216,"amp"
"YOR083W","CQF",0.0791917796657954,"amp"
"YOR083W","SACE_YCE",0.121061818950411,"amp"
"YOR083W","SACE_YCK",NA,"amp"
"YOR083W","SACE_YCM",0.0910250633276979,"amp"
"YOR083W","SACE_YCR",0.0876160142998839,"amp"
"YOR083W","SACE_YCU",0.065045873807364,"amp"
"YGR188C","AAP",0.0973724045903462,"amp"
"YGR188C","AFE",0.191610427972211,"amp"
"YGR188C","AKH",0.122278143784869,"amp"
"YGR188C","AKI",0.226953547104314,"amp"
"YGR188C","AKM",0.0661377257391993,"amp"
"YGR188C","AMP",0.245848406929786,"amp"
"YGR188C","ANG",0.0987589656682247,"amp"
"YGR188C","ANN",0.0855142371830253,"amp"
"YGR188C","APQ",0.215213833862417,"amp"
"YGR188C","ATS",0.113784457414436,"amp"
"YGR188C","BAF",0.231560362855517,"amp"
"YGR188C","BAG",0.0988002652681711,"amp"
"YGR188C","BAI",0.112538294769981,"amp"
"YGR188C","BAK",0.125465808446311,"amp"
"YGR188C","BAL",0.153729928674661,"amp"
"YGR188C","BAM",0.0739336287027138,"amp"
"YGR188C","BAN",0.110287462184232,"amp"
"YGR188C","BAP",0.127312506530497,"amp"
"YGR188C","BBQ",0.123351537342194,"amp"
"YGR188C","BCK",0.150048950223635,"amp"
"YGR188C","BDB",0.152533800190167,"amp"
"YGR188C","BDL",0.125378669187971,"amp"
"YGR188C","BDP",0.115407552829316,"amp"
"YGR188C","BEF",0.0847253283423537,"amp"
"YGR188C","BFH",0.167718608604167,"amp"
"YGR188C","BFP",0.105627610700526,"amp"
"YGR188C","BGD",0.121002933204593,"amp"
"YGR188C","BGF",0.0877639942744566,"amp"
"YGR188C","BHG",0.121111577698525,"amp"
"YGR188C","BHK",0.0775883205225549,"amp"
"YGR188C","BHM",0.0990638814751602,"amp"
"YGR188C","BHQ",0.156214567553996,"amp"
"YGR188C","BMA",0.128446856688084,"amp"
"YGR188C","BMB",0.16142322609087,"amp"
"YGR188C","BMC",0.126623524327725,"amp"
"YGR188C","BNC",0.093855197816697,"amp"
"YGR188C","BNV",0.10744796844616,"amp"
"YGR188C","BQM",0.103565492691317,"amp"
"YGR188C","BRK",0.171829468794758,"amp"
"YGR188C","BVG",0.0890495994570417,"amp"
"YGR188C","CAE",0.0881732776388905,"amp"
"YGR188C","CBN",0.206384487972829,"amp"
"YGR188C","CCD",0.0719883062181567,"amp"
"YGR188C","CCG",0.0561414587448909,"amp"
"YGR188C","CCN",0.10874028928137,"amp"
"YGR188C","CCQ",0.145153950745462,"amp"
"YGR188C","CCR",0.119375751848673,"amp"
"YGR188C","CCS",0.1651071572163,"amp"
"YGR188C","CCV",0.0636800185256738,"amp"
"YGR188C","CDE",0.101983447778129,"amp"
"YGR188C","CDH",0.0556439909040782,"amp"
"YGR188C","CDL",0.121151931164376,"amp"
"YGR188C","CDT",0.0935007840390176,"amp"
"YGR188C","CEG",0.22428889414267,"amp"
"YGR188C","CFF",0.112213904669842,"amp"
"YGR188C","CGL",0.104073838931707,"amp"
"YGR188C","CGN",0.102800162038042,"amp"
"YGR188C","CGS",0.112911390015667,"amp"
"YGR188C","CLB",0.120667268990064,"amp"
"YGR188C","CLI",0.0915173410699102,"amp"
"YGR188C","CLN",0.208230432684533,"amp"
"YGR188C","CLP",0.116973889359554,"amp"
"YGR188C","CMI",0.0470432245092539,"amp"
"YGR188C","CNH",0.162713256301309,"amp"
"YGR188C","CPI",0.140699643622619,"amp"
"YGR188C","CPK",0.0956998710162745,"amp"
"YGR188C","CPN",0.135044117349219,"amp"
"YGR188C","CQD",0.103327055110902,"amp"
"YGR188C","CQF",0.102215388963016,"amp"
"YGR188C","SACE_YCE",0.226954282813073,"amp"
"YGR188C","SACE_YCK",NA,"amp"
"YGR188C","SACE_YCM",0.382265624664718,"amp"
"YGR188C","SACE_YCR",0.107477449164398,"amp"
"YGR188C","SACE_YCU",0.112798921156324,"amp"
