ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count,direction,clade
GO:0045185,maintenance of protein location,27/2718,38/5678,0.7105263157894737,1.4843150923666784,2.8702423424943624,0.0031523352373331553,0.027611815979363186,0.022393828167111808,YDR009W/YDR150W/YDR372C/YDR414C/YOR069W/YOR208W/YOR230W/YGL200C/YLL040C/YLR417W/YPL196W/YPR173C/YBL040C/YBR097W/YNR006W/YJL154C/YJL110C/YJL053W/YKL193C/YKL002W/YKR001C/YKR078W/YHR181W/YCL027W/YCL001W/YAL007C/YAR002C-A,27,Downregulated,20. CHN V
GO:0051130,positive regulation of cellular component organization,77/2718,128/5678,0.6015625,1.2566857523914643,2.814482641200187,0.0031822599919563406,0.027709102756056384,0.022472730017023736,YDL192W/YDL134C/YDL126C/YDL008W/YDR130C/YDR155C/YDR164C/YDR216W/YDR227W/YDR309C/YDR320C-A/YDR356W/YDR394W/YDR490C/YOL100W/YOR014W/YOR018W/YOR117W/YOR122C/YOR124C/YOR181W/YOR259C/YOR322C/YOR329C/YGL207W/YGL190C/YGL095C/YGL066W/YGL061C/YGL049C/YGL048C/YGR080W/YGR113W/YGR167W/YLR319C/YLR337C/YLR371W/YLR423C/YLR425W/YLR429W/YPL240C/YPL204W/YPL119C/YPR049C/YPR165W/YML069W/YMR109W/YBL105C/YBR234C/YNL267W/YNL138W/YNR047W/YJL165C/YJR017C/YKL203C/YKL145W/YKL138C-A/YKL129C/YKL117W/YKL052C/YKL022C/YKR048C/YKR055W/YER125W/YER133W/YHL027W/YHR030C/YHR166C/YIL072W/YIR006C/YIR025W/YCR008W/YCR088W/YFR016C/YFR021W/YFR022W/YAL015C,77,Downregulated,20. CHN V
GO:0048278,vesicle docking,21/2718,28/5678,0.75,1.5667770419426048,2.880748602009411,0.0031965671440041133,0.027709102756056384,0.022472730017023736,YDR164C/YDR166C/YDR468C/YOL018C/YOR036W/YOR106W/YOR177C/YOR326W/YGL212W/YGL124C/YLR026C/YLR148W/YLR396C/YPL232W/YBR102C/YBR131W/YNR049C/YKL179C/YER008C/YFL038C/YAL014C,21,Downregulated,20. CHN V
GO:0016485,protein processing,31/2718,45/5678,0.6888888888888889,1.439113727413948,2.833685925644851,0.0034433205849795363,0.02969420277665342,0.024082692534121663,YDL227C/YDL185W/YDR080W/YOR246C/YOR275C/YGR071C/YGR101W/YGR170W/YLR066W/YLR120C/YLR163C/YLR389C/YPL236C/YML055W/YML013W/YMR035W/YMR154C/YMR297W/YBR139W/YNL223W/YJR010C-A/YKL134C/YKL100C/YKR087C/YER017C/YHR024C/YHR028C/YIR022W/YCL052C/YCR068W/YFR021W,31,Downregulated,20. CHN V
GO:1901701,cellular response to oxygen-containing compound,39/2718,59/5678,0.6610169491525424,1.3808882403561942,2.817944088385281,0.0034734703738796215,0.029800594541028753,0.02416897874186684,YDL190C/YDL168W/YDL138W/YDL035C/YDR001C/YDR169C/YDR216W/YDR353W/YOL116W/YOL052C-A/YOR018W/YOR113W/YOR124C/YOR363C/YOR371C/YGL248W/YGR008C/YPL203W/YML028W/YMR037C/YMR038C/YMR175W/YBR050C/YBR126C/YNL036W/YJL144W/YJL068C/YKL126W/YKL071W/YKL062W/YKR071C/YER020W/YER125W/YER130C/YHL007C/YHR106W/YHR135C/YIL036W/YAL056W,39,Downregulated,20. CHN V
GO:0006109,regulation of carbohydrate metabolic process,35/2718,52/5678,0.6730769230769231,1.4060819607177224,2.818732241123741,0.003528891444760919,0.029968707548654914,0.024305322320581486,YDR017C/YDR081C/YDR099W/YDR477W/YDR511W/YOL116W/YGL227W/YGL134W/YGL059W/YGR066C/YLR345W/YPL219W/YPL031C/YPR165W/YML028W/YMR135C/YMR280C/YMR295C/YBR058C/YBR105C/YBR160W/YJL089W/YEL012W/YER054C/YER129W/YER133W/YER177W/YIL097W/YIL050W/YIL045W/YIL042C/YIL017C/YCL039W/YFR017C/YAL017W,35,Downregulated,20. CHN V
GO:0071470,cellular response to osmotic stress,35/2718,52/5678,0.6730769230769231,1.4060819607177224,2.818732241123741,0.003528891444760919,0.029968707548654914,0.024305322320581486,YDL073W/YDL022W/YDR043C/YDR168W/YOL116W/YOR208W/YOR324C/YGL190C/YLR006C/YLR113W/YLR248W/YLR319C/YLR362W/YLR386W/YPL230W/YPR075C/YMR037C/YMR172W/YBR066C/YBR109C/YNL167C/YNL079C/YNL027W/YNR031C/YJL128C/YKL062W/YER075C/YHL007C/YHR104W/YIL147C/YIL101C/YCL032W/YFL014W/YAL053W/YAL028W,35,Downregulated,20. CHN V
GO:0006457,protein folding,80/2718,134/5678,0.5970149253731343,1.2471857050289392,2.774613261327945,0.003573335767517977,0.03019288252049281,0.024487133462683,YDL143W/YDL100C/YDR155C/YDR168W/YDR171W/YDR212W/YDR258C/YDR304C/YDR363W-A/YDR411C/YDR453C/YDR518W/YDR519W/YDR533C/YOL088C/YOR020C/YOR027W/YOR035C/YOR265W/YOR288C/YOR349W/YGL231C/YGL004C/YGR099W/YGR132C/YGR142W/YGR231C/YGR232W/YLL026W/YLL014W/YLR090W/YLR215C/YLR216C/YLR369W/YPL240C/YPL225W/YPL221W/YPL064C/YPR024W/YPR037C/YML130C/YML028W/YMR200W/YMR214W/YBL075C/YBR044C/YBR072W/YBR169C/YBR227C/YBR269C/YBR272C/YNL148C/YNL135C/YNL007C/YJL162C/YJL117W/YJL073W/YJL034W/YJL014W/YJL008C/YJR051W/YJR088C/YKL207W/YKL195W/YKL117W/YKL073W/YER048C/YER103W/YHR142W/YHR176W/YIL142W/YIL027C/YCL043C/YCR069W/YFL016C/YFL014W/YFR041C/YAL058W/YAL053W/YAL005C,80,Downregulated,20. CHN V
GO:0055082,intracellular chemical homeostasis,119/2718,208/5678,0.5721153846153846,1.195169666610064,2.7478222912703933,0.0037057962202447703,0.031154759178238695,0.02526723791534255,YDL206W/YDL185W/YDL142C/YDL138W/YDL120W/YDL035C/YDR027C/YDR038C/YDR065W/YDR098C/YDR107C/YDR151C/YDR169C/YDR202C/YDR205W/YDR270W/YDR328C/YDR376W/YDR436W/YDR484W/YDR492W/YDR495C/YDR506C/YDR515W/YDR516C/YOL122C/YOL101C/YOL060C/YOL027C/YOL002C/YOL001W/YOR018W/YOR054C/YOR087W/YOR245C/YOR267C/YOR316C/YOR332W/YOR371C/YGL248W/YGL227W/YGL167C/YGL166W/YGL160W/YGL095C/YGL071W/YGL018C/YGL006W/YGR121C/YGR169C-A/YGR257C/YLR023C/YLR034C/YLR047C/YLR126C/YLR136C/YLR138W/YLR220W/YLR350W/YLR369W/YLR446W/YPL203W/YPL202C/YPL135W/YPL036W/YPR138C/YML057W/YML016C/YML006C/YMR021C/YMR054W/YMR105C/YMR134W/YMR244C-A/YBR024W/YBR036C/YBR043C/YBR050C/YBR127C/YNL259C/YNL229C/YNL027W/YNR002C/YNR060W/YJL165C/YJL110C/YJL093C/YJR005C-A/YJR033C/YJR040W/YJR049C/YJR059W/YJR106W/YKL190W/YKL168C/YKL134C/YKL064W/YKR007W/YKR020W/YKR050W/YEL065W/YEL031W/YER020W/YER125W/YER133W/YHR050W/YHR060W/YHR135C/YHR175W/YHR194W/YIL090W/YIR033W/YCL040W/YCL017C/YCR008W/YFL041W/YFR003C/YFR053C/YAL056W,119,Downregulated,20. CHN V
GO:0006903,vesicle targeting,14/2718,17/5678,0.8235294117647058,1.720382634289919,2.850226910045287,0.003809655284102705,0.031794159160238436,0.025785806246293983,YDL226C/YDL077C/YDR080W/YGL233W/YGR058W/YLR148W/YLR396C/YPL218W/YPL085W/YPL045W/YPR181C/YNR026C/YER122C/YCR067C,14,Downregulated,20. CHN V
