"condition","gene","r","cor_category"
"YPD","MAK3",0.496105160662123,"moderate (0.4–0.7)"
"YPD","YPR052C",0.155111976630964,"low (<0.4)"
"YPD","YPR055W",0.201798346907811,"low (<0.4)"
"YPD","YPR056W",0.101998588116592,"low (<0.4)"
"YPD","YPR057W",0.353236889562156,"low (<0.4)"
"YPD","YPR058W",0.292624148003895,"low (<0.4)"
"YPD","ARO7",0.638169425511198,"moderate (0.4–0.7)"
"YPD","YPR061C",0.0454645097662957,"low (<0.4)"
"YPD","FCY1",0.740628042843233,"high (≥0.7)"
"YPD","YPR063C",0.600097370983447,"moderate (0.4–0.7)"
"YPD","ROX1",0.711148977604674,"high (≥0.7)"
"YPD","YPR066W",0.0046247828542683,"low (<0.4)"
"YPD","YPR067W",0.582838364167478,"moderate (0.4–0.7)"
"YPD","YPR068C",0.190508377900017,"low (<0.4)"
"YPD","YPR069C",0.878602726387537,"high (≥0.7)"
"YPD","YPR070W",0.0910418785485921,"low (<0.4)"
"YPD","YPR071W",0.467494360714804,"moderate (0.4–0.7)"
"YPD","YPR072W",0.0907010710808179,"low (<0.4)"
"YPD","YPR073C",0.690287244401169,"moderate (0.4–0.7)"
"YPD","YPR074C",0.566041869522882,"moderate (0.4–0.7)"
"YPD","YPR075C",0.374926971762415,"low (<0.4)"
"YPD","YPR079W",0.397307300905286,"low (<0.4)"
"YPD","TEF1",0.466163583252191,"moderate (0.4–0.7)"
"YPD","YPR081C",-0.0435489472533502,"low (<0.4)"
"YPD","DIB1",0.27190847127556,"low (<0.4)"
"YPD","YPR083W",-0.0300742740018078,"low (<0.4)"
"YPD","YPR084W",-0.0423542596154185,"low (<0.4)"
"YPD","YPR085C",0.232462466304611,"low (<0.4)"
"YPD","SUA7",0.241090555014606,"low (<0.4)"
"YPD","SRP54",0.307497565725414,"low (<0.4)"
"YPD","YPR089W",0.149784561499139,"low (<0.4)"
"YPD","YPR091C",0.179784443676915,"low (<0.4)"
"YPD","YPR093C",0.232547103308276,"low (<0.4)"
"YPD","YPR094W",0.292128677320805,"low (<0.4)"
"YPD","YPR095C",0.0802239600900529,"low (<0.4)"
"YPD","YPR097W",0.500754625121714,"moderate (0.4–0.7)"
"YPD","YPR098C",0.369888023369036,"low (<0.4)"
"YPD","YPR100W",0.776290165530672,"high (≥0.7)"
"YPD","SNT309",0.36193675611396,"low (<0.4)"
"YPD","RPL11A",0.749342745861733,"high (≥0.7)"
"YPD","PRE2",0.463826679649464,"moderate (0.4–0.7)"
"YPD","FHL1",0.0084243846450281,"low (<0.4)"
"YPD","COG4",0.0413593320310478,"low (<0.4)"
"YPD","YPR106W",0.266804613135178,"low (<0.4)"
"YPD","YPR107C",0.356449502539402,"low (<0.4)"
"YPD","YPR108W",0.195374878286271,"low (<0.4)"
"YPD","YPR108W-A",0.298197024942371,"low (<0.4)"
"YPD","YPR109W",0.160694288913774,"low (<0.4)"
"YPD","RPC40",0.50182570593963,"moderate (0.4–0.7)"
"YPD","YPR111W",0.27045119828625,"low (<0.4)"
"YPD","YPR112C",0.419912366114898,"moderate (0.4–0.7)"
"YPD","YPR113W",0.619157740993184,"moderate (0.4–0.7)"
"YPD","YPR114W",0.394717624148004,"low (<0.4)"
"YPD","RGC1",0.331425731700865,"low (<0.4)"
"YPD","YPR116W",0.14898717240269,"low (<0.4)"
"YPD","YPR117W",0.208266637221183,"low (<0.4)"
"YPD","YPR118W",0.330428432327167,"low (<0.4)"
"YPD","YPR119W",0.0495512075761533,"low (<0.4)"
"YPD","YPR120C",0.274878286270691,"low (<0.4)"
"YPD","YPR121W",0.435313790673958,"moderate (0.4–0.7)"
"YPD","AXL1",0.170291695565393,"low (<0.4)"
"YPD","YPR124W",0.219157740993184,"low (<0.4)"
"YPD","YLH47",0.443013631937683,"moderate (0.4–0.7)"
"YPD","YPR127W",0.513757112948118,"moderate (0.4–0.7)"
"YPD","YPR128C",0.408909444985394,"moderate (0.4–0.7)"
"YPD","SCD6",0.266212268743914,"low (<0.4)"
"YPD","NAT3",0.385749669856643,"low (<0.4)"
"YPD","RPS23B",0.66445959104187,"moderate (0.4–0.7)"
"YPD","SPN1",0.217332035053554,"low (<0.4)"
"YPD","TOM5",0.792259006815969,"high (≥0.7)"
"YPD","YPR134W",0.210309089304853,"low (<0.4)"
"YPD","CTF4",-0.0262908055288591,"low (<0.4)"
"YPD","YPR137W",0.102020447906524,"low (<0.4)"
"YPD","YPR138C",0.524796280415514,"moderate (0.4–0.7)"
"YPD","VPS66",0.320401170899135,"low (<0.4)"
"YPD","YPR140W",0.111412051125989,"low (<0.4)"
"YPD","KAR3",0.00837415939037421,"low (<0.4)"
"YPD","YPR143W",0.402750730282376,"moderate (0.4–0.7)"
"YPD","NOC4",0.287828627069133,"low (<0.4)"
"YPD","YPR145W",0.874074975657254,"high (≥0.7)"
"YPD","YPR147C",0.20843527517149,"low (<0.4)"
"YPD","YPR148C",0.325389483933788,"low (<0.4)"
"YPD","NCE102",0.777750730282376,"high (≥0.7)"
"YPD","YPR151C",0.250329574507705,"low (<0.4)"
"YPD","YPR152C",0.137978112364179,"low (<0.4)"
"YPD","PIN3",0.522711781888997,"moderate (0.4–0.7)"
"YPD","YPR155C",0.337449501772368,"low (<0.4)"
"YPD","YPR156C",0.330890944498539,"low (<0.4)"
"YPD","YPR157W",0.229060168038484,"low (<0.4)"
"YPD","YPR158W",0.380147283279654,"low (<0.4)"
"YPD","KRE6",0.477558894598027,"moderate (0.4–0.7)"
"YPD","YPR160W",0.105111683848797,"low (<0.4)"
"YPD","SGV1",-0.0942307692307692,"low (<0.4)"
"YPD","YPR162C",0.0329336579427876,"low (<0.4)"
"YPD","TIF3",0.380550146056475,"low (<0.4)"
"YPD","MMS1",0.21139309880304,"low (<0.4)"
"YPD","YPR165W",0.304113924050633,"low (<0.4)"
"YPD","YPR166C",0.628578383641675,"moderate (0.4–0.7)"
"YPD","YPR167C",0.816092519740825,"high (≥0.7)"
"YPD","NUT2",0.00336288187945602,"low (<0.4)"
"YPD","YPR169W",0.438169425511198,"moderate (0.4–0.7)"
"YPD","YPR170W-B",0.506256085686466,"moderate (0.4–0.7)"
"YPD","YPR171W",0.248530217732508,"low (<0.4)"
"YPD","YPR172W",0.498076923076923,"moderate (0.4–0.7)"
"YPD","VPS4",0.273636806231743,"low (<0.4)"
"YPD","YPR174C",0.339070107108082,"low (<0.4)"
"YPD","YPR175W",0.0233036535171174,"low (<0.4)"
"YPD","YPR176C",0.333446932814021,"low (<0.4)"
"YPD","PRP4",0.035703199893023,"low (<0.4)"
"YPD","HDA3",0.306479600344772,"low (<0.4)"
"YPD","AOS1",0.156518564762798,"low (<0.4)"
"YPD","YPR181C",0.282692307692308,"low (<0.4)"
"YPD","SMX3",0.290068159688413,"low (<0.4)"
"YPD","DPM1",0.431450827653359,"moderate (0.4–0.7)"
"YPD","YPR184W",0.333205492516374,"low (<0.4)"
"YPD","ATG13",0.133244877609625,"low (<0.4)"
"YPD","PZF1",0.218701690893571,"low (<0.4)"
"YPD","RPO26",0.43300876338851,"moderate (0.4–0.7)"
"YPD","YPR188C",0.394328140214216,"low (<0.4)"
"YPD","SKI3",0.493622200584226,"moderate (0.4–0.7)"
"YPD","RPC82",0.244109055501461,"low (<0.4)"
"YPD","QCR2",0.724707887049659,"high (≥0.7)"
"YPD","YPR192W",0.5529627482241,"moderate (0.4–0.7)"
"YPD","HPA2",0.364740575162934,"low (<0.4)"
"YPD","YPR196W",0.471714565981823,"moderate (0.4–0.7)"
"YPD","SGE1",0.46225565387732,"moderate (0.4–0.7)"
"YPD","ARR1",0.724755310302444,"high (≥0.7)"
"YPD","ARR2",0.712052754464568,"high (≥0.7)"
"YPD","YML131W",0.669535696450207,"moderate (0.4–0.7)"
"YPD","YML130C",0.499780915287244,"moderate (0.4–0.7)"
"YPD","YML129C",0.561830574488802,"moderate (0.4–0.7)"
"YPD","YML128C",0.285693420636684,"low (<0.4)"
"YPD","YML127W",0.116187925998053,"low (<0.4)"
"YPD","ERG13",0.68427458617332,"moderate (0.4–0.7)"
"YPD","PGA3",0.620959104186952,"moderate (0.4–0.7)"
"YPD","YML124C",0.68427458617332,"moderate (0.4–0.7)"
"YPD","PHO84",0.812244401168452,"high (≥0.7)"
"YPD","YML121W",0.343184031158715,"low (<0.4)"
"YPD","YML120C",0.581280428432327,"moderate (0.4–0.7)"
"YPD","YML119W",0.139925509425817,"low (<0.4)"
"YPD","YML118W",0.11030610555676,"low (<0.4)"
"YPD","YML117W",0.253730616691943,"low (<0.4)"
"YPD","ATR1",0.452737850622784,"moderate (0.4–0.7)"
"YPD","VAN1",0.177204096912342,"low (<0.4)"
"YPD","TAF8",0.0677584454640436,"low (<0.4)"
"YPD","YML113W",0.0863437195715677,"low (<0.4)"
"YPD","YML112W",0.339987584368472,"low (<0.4)"
"YPD","YML111W",0.0449613252279822,"low (<0.4)"
"YPD","COQ5",0.324001947419669,"low (<0.4)"
"YPD","ZDS2",0.321080817916261,"low (<0.4)"
"YPD","YML108W",0.314289191820837,"low (<0.4)"
"YPD","YML107C",0.189366829823143,"low (<0.4)"
"YPD","URA5",0.434250243427459,"moderate (0.4–0.7)"
"YPD","YML105C",0.364849074975657,"low (<0.4)"
"YPD","YML104C",0.240487840573703,"low (<0.4)"
"YPD","YML103C",0.31881694255112,"low (<0.4)"
"YPD","YML102W",-0.0831309830284566,"low (<0.4)"
"YPD","YML101C",0.247311631647908,"low (<0.4)"
"YPD","YML100W",0.33031806804665,"low (<0.4)"
"YPD","ARG81",0.0571727660328548,"low (<0.4)"
"YPD","TAF13",0.497370983446933,"moderate (0.4–0.7)"
"YPD","VPS9",0.124050632911392,"low (<0.4)"
"YPD","YML096W",0.282900942683809,"low (<0.4)"
"YPD","YML095C",0.0957017731247944,"low (<0.4)"
"YPD","GIM5",0.134907497565725,"low (<0.4)"
"YPD","YML093W",0.112098344693281,"low (<0.4)"
"YPD","YML092C",0.416333982473223,"moderate (0.4–0.7)"
"YPD","YML091C",0.742526777020448,"high (≥0.7)"
"YPD","YML088W",0.272669734008103,"low (<0.4)"
"YPD","YML087C",0.333499573994024,"low (<0.4)"
"YPD","YML086C",0.336577023965726,"low (<0.4)"
"YPD","YML085C",0.33159688412853,"low (<0.4)"
"YPD","YML082W",0.318086660175268,"low (<0.4)"
"YPD","YML081C-A",0.792624148003895,"high (≥0.7)"
"YPD","YML081W",0.293889970788705,"low (<0.4)"
"YPD","YML080W",0.349710015281642,"low (<0.4)"
"YPD","YML079W",0.33722005842259,"low (<0.4)"
"YPD","CPR3",0.458471275559883,"moderate (0.4–0.7)"
"YPD","YML077W",0.421448523915569,"moderate (0.4–0.7)"
"YPD","YML076C",0.301516487439667,"low (<0.4)"
"YPD","YML075C",0.358227848101266,"low (<0.4)"
"YPD","FPR3",0.515189873417721,"moderate (0.4–0.7)"
"YPD","RPL6A",0.686441090555015,"moderate (0.4–0.7)"
"YPD","YML072C",0.349513145082765,"low (<0.4)"
"YPD","COG8",0.0902025937370266,"low (<0.4)"
"YPD","YML070W",0.632181110029211,"moderate (0.4–0.7)"
"YPD","YML069W",0.419133398247322,"moderate (0.4–0.7)"
"YPD","YML068W",0.129560529108605,"low (<0.4)"
"YPD","YML067C",0.325803310613437,"low (<0.4)"
"YPD","YML065W",0.193359137329378,"low (<0.4)"
"YPD","YML064C",0.414535142018034,"moderate (0.4–0.7)"
"YPD","RPS1B",0.543281402142162,"moderate (0.4–0.7)"
"YPD","MFT1",0.176437295751172,"low (<0.4)"
"YPD","PIF1",0.146780281063138,"low (<0.4)"
"YPD","YML060W",0.309121351021031,"low (<0.4)"
"YPD","YML059C",0.271837097358353,"low (<0.4)"
"YPD","YML058W-A",0.338319532335996,"low (<0.4)"
"YPD","YML058W",0.637852969814995,"moderate (0.4–0.7)"
"YPD","CMP2",0.329949609387182,"low (<0.4)"
"YPD","YML056C",0.757327166504382,"high (≥0.7)"
"YPD","SPC2",0.529965920155794,"moderate (0.4–0.7)"
"YPD","YML054C",0.285036291100145,"low (<0.4)"
"YPD","YML053C",0.217917587136382,"low (<0.4)"
"YPD","YML052W",0.206280428432327,"low (<0.4)"
"YPD","YML051W",0.524379853608476,"moderate (0.4–0.7)"
"YPD","YML050W",0.10795150267872,"low (<0.4)"
"YPD","YML049C",0.240731273958229,"low (<0.4)"
"YPD","GSF2",0.387828627069133,"low (<0.4)"
"YPD","YML046W",0.0600550159626809,"low (<0.4)"
"YPD","YML043C",0.157160593050291,"low (<0.4)"
"YPD","CAT2",0.0906928018955201,"low (<0.4)"
"YPD","VPS71",0.164224981164941,"low (<0.4)"
"YPD","YML038C",0.305848701193297,"low (<0.4)"
"YPD","YML037C",0.171353197836836,"low (<0.4)"
"YPD","YML036W",0.042064264849075,"low (<0.4)"
"YPD","AMD1",0.370861733203505,"low (<0.4)"
"YPD","SRC1",0.197092241314758,"low (<0.4)"
"YPD","YML032C",0.128776260414504,"low (<0.4)"
"YPD","YML031W",0.14929406037001,"low (<0.4)"
"YPD","YML030W",0.455306718597858,"moderate (0.4–0.7)"
"YPD","YML029W",-0.0981601860991405,"low (<0.4)"
"YPD","TSA1",0.721518987341772,"high (≥0.7)"
"YPD","YML027W",0.426071080817916,"moderate (0.4–0.7)"
"YPD","RPS18B",0.611489776046738,"moderate (0.4–0.7)"
"YPD","YML6",0.556113413553467,"moderate (0.4–0.7)"
"YPD","RPS17A",0.782327166504382,"high (≥0.7)"
"YPD","YML023C",0.0293852710637265,"low (<0.4)"
"YPD","YML022W",0.663461538461538,"moderate (0.4–0.7)"
"YPD","YML021C",0.426703992210321,"moderate (0.4–0.7)"
"YPD","YML020W",-0.123410507986746,"low (<0.4)"
"YPD","YML019W",0.15779351985006,"low (<0.4)"
"YPD","YML018C",0.492599805258033,"moderate (0.4–0.7)"
"YPD","PSP2",0.112599922300195,"low (<0.4)"
"YPD","YML016C",0.255727329953093,"low (<0.4)"
"YPD","TAF11",0.0690767453047304,"low (<0.4)"
"YPD","TRM9",0.225632911392405,"low (<0.4)"
"YPD","UBX2",0.23515987292932,"low (<0.4)"
"YPD","YML012W",0.548101265822785,"moderate (0.4–0.7)"
"YPD","YML011C",0.345157894102631,"low (<0.4)"
"YPD","YML010W",-0.00452775073028238,"low (<0.4)"
"YPD","MRPL39",0.665993184031159,"moderate (0.4–0.7)"
"YPD","ERG6",0.75533106134372,"high (≥0.7)"
"YPD","YML007C-A",0.417589365435962,"moderate (0.4–0.7)"
"YPD","YAP1",0.336562804284323,"low (<0.4)"
"YPD","YML006C",0.0227195259878715,"low (<0.4)"
"YPD","TRM12",0.117748728095455,"low (<0.4)"
"YPD","YML004C",0.52611976630964,"moderate (0.4–0.7)"
"YPD","YML002W",0.33302087833314,"low (<0.4)"
"YPD","YPT7",0.572541382667965,"moderate (0.4–0.7)"
"YPD","CDC5",0.22052227679496,"low (<0.4)"
"YPD","YMR001C-A",-0.0149968052761467,"low (<0.4)"
"YPD","YMR002W",0.656377799415774,"moderate (0.4–0.7)"
"YPD","YMR003W",0.206012658227848,"low (<0.4)"
"YPD","YMR004W",0.145061953839325,"low (<0.4)"
"YPD","TAF4",0.277823758519961,"low (<0.4)"
"YPD","YMR006C",0.671421616358325,"moderate (0.4–0.7)"
"YPD","YMR008C",0.724707887049659,"high (≥0.7)"
"YPD","YMR009W",0.55126582278481,"moderate (0.4–0.7)"
"YPD","YMR010W",0.208971573589395,"low (<0.4)"
"YPD","YMR011W",0.793500486854917,"high (≥0.7)"
"YPD","CLU1",0.680452775073028,"moderate (0.4–0.7)"
"YPD","YMR013C",0.279785052251117,"low (<0.4)"
"YPD","YMR014W",0.164704020840567,"low (<0.4)"
"YPD","ERG5",0.549001947419669,"moderate (0.4–0.7)"
"YPD","YMR016C",0.339508276533593,"low (<0.4)"
"YPD","YMR019W",0.0726161786042469,"low (<0.4)"
"YPD","YMR020W",0.198806988012082,"low (<0.4)"
"YPD","MAC1",0.222565725413827,"low (<0.4)"
"YPD","UBC7",0.384031158714703,"low (<0.4)"
"YPD","MSS1",-0.14752761546301,"low (<0.4)"
"YPD","MRPL3",0.503894839337877,"moderate (0.4–0.7)"
"YPD","YMR025W",0.204406635267925,"low (<0.4)"
"YPD","PEX12",0.182404635025686,"low (<0.4)"
"YPD","YMR027W",0.48334033192431,"moderate (0.4–0.7)"
"YPD","YMR028W",0.0416408010021996,"low (<0.4)"
"YPD","YMR029C",0.116529433603872,"low (<0.4)"
"YPD","YMR030W",0.0670772901981009,"low (<0.4)"
"YPD","YMR031C",0.504603849838031,"moderate (0.4–0.7)"
"YPD","HOF1",0.0913096666798935,"low (<0.4)"
"YPD","YMR030W-A",0.0153608736583063,"low (<0.4)"
"YPD","ARP9",0.1522404591098,"low (<0.4)"
"YPD","YMR034C",0.301387855891872,"low (<0.4)"
"YPD","YMR035W",0.359161615530359,"low (<0.4)"
"YPD","YMR036C",0.0817600877906386,"low (<0.4)"
"YPD","YMR037C",0.0281316382382462,"low (<0.4)"
"YPD","CCS1",0.86784323271665,"high (≥0.7)"
"YPD","SUB1",0.345754295005764,"low (<0.4)"
"YPD","YMR040W",0.404777845404747,"moderate (0.4–0.7)"
"YPD","YMR041C",0.436419117762053,"moderate (0.4–0.7)"
"YPD","ARG80",0.385443037974684,"low (<0.4)"
"YPD","MCM1",0.286465433300876,"low (<0.4)"
"YPD","YMR044W",0.175851996105161,"low (<0.4)"
"YPD","NUP116",0.33412852969815,"low (<0.4)"
"YPD","YMR048W",0.10602547484054,"low (<0.4)"
"YPD","YMR049C",0.34340311587147,"low (<0.4)"
"YPD","YMR052W",0.0581132955260276,"low (<0.4)"
"YPD","YMR053C",0.232463807528406,"low (<0.4)"
"YPD","YMR054W",0.204016553067186,"low (<0.4)"
"YPD","BUB2",0.311399185045096,"low (<0.4)"
"YPD","YMR056C",0.155499017232913,"low (<0.4)"
"YPD","YMR058W",0.597151898734177,"moderate (0.4–0.7)"
"YPD","SEN15",0.256269816641897,"low (<0.4)"
"YPD","SAM37",0.150316455696203,"low (<0.4)"
"YPD","YMR061W",-0.0337877312560857,"low (<0.4)"
"YPD","ARG7",0.715705426652899,"high (≥0.7)"
"YPD","AEP1",0.0773008599141622,"low (<0.4)"
"YPD","KAR5",0.285618686441012,"low (<0.4)"
"YPD","YMR066W",0.0231762686848867,"low (<0.4)"
"YPD","UBX4",0.245024648984004,"low (<0.4)"
"YPD","YMR068W",0.0460036825288334,"low (<0.4)"
"YPD","NAT4",0.049927013954535,"low (<0.4)"
"YPD","MOT3",0.217526777020448,"low (<0.4)"
"YPD","YMR071C",0.659225900681597,"moderate (0.4–0.7)"
"YPD","YMR072W",0.544620253164557,"moderate (0.4–0.7)"
"YPD","YMR073C",0.28542564335729,"low (<0.4)"
"YPD","YMR074C",0.239070107108082,"low (<0.4)"
"YPD","YMR075W",0.0757092452401785,"low (<0.4)"
"YPD","YMR076C",0.339607714269399,"low (<0.4)"
"YPD","VPS20",0.187405650592347,"low (<0.4)"
"YPD","CTF18",0.0782471095267746,"low (<0.4)"
"YPD","SEC14",0.59466893865628,"moderate (0.4–0.7)"
"YPD","NAM7",0.374342745861733,"low (<0.4)"
"YPD","ISF1",0.222731277286923,"low (<0.4)"
"YPD","YMR083W",0.641139240506329,"moderate (0.4–0.7)"
"YPD","YMR085W",0.0940388283045626,"low (<0.4)"
"YPD","YMR086W",0.360859060736117,"low (<0.4)"
"YPD","YMR087W",0.275135431759296,"low (<0.4)"
"YPD","YMR088C",0.249245374878286,"low (<0.4)"
"YPD","YTA12",0.422458754016793,"moderate (0.4–0.7)"
"YPD","YMR090W",0.163765357168998,"low (<0.4)"
"YPD","NPL6",0.331970106478751,"low (<0.4)"
"YPD","YMR092C",0.497760467380721,"moderate (0.4–0.7)"
"YPD","YMR093W",0.230038948393379,"low (<0.4)"
"YPD","CTF13",-0.112478824771639,"low (<0.4)"
"YPD","YMR096W",-0.222888999941681,"low (<0.4)"
"YPD","YMR097C",0.206037737375574,"low (<0.4)"
"YPD","ATP25",0.301338851022395,"low (<0.4)"
"YPD","YMR099C",0.637658227848101,"moderate (0.4–0.7)"
"YPD","YMR100W",0.0464731301451032,"low (<0.4)"
"YPD","YMR102C",0.470861733203505,"moderate (0.4–0.7)"
"YPD","PGM2",0.239814939570691,"low (<0.4)"
"YPD","YKU80",0.105331090810877,"low (<0.4)"
"YPD","ILV2",0.689118792599805,"moderate (0.4–0.7)"
"YPD","YMR109W",0.219961051606621,"low (<0.4)"
"YPD","YMR110C",0.446056475170399,"moderate (0.4–0.7)"
"YPD","YMR111C",-0.0346985970094823,"low (<0.4)"
"YPD","YMR112C",0.237854952593293,"low (<0.4)"
"YPD","YMR113W",0.260486355852119,"low (<0.4)"
"YPD","YMR114C",0.110237185581023,"low (<0.4)"
"YPD","MGR3",-0.00575709443227818,"low (<0.4)"
"YPD","ASC1",0.721957156767283,"high (≥0.7)"
"YPD","YMR119W",0.173111801184824,"low (<0.4)"
"YPD","YMR120C",0.426924716267509,"moderate (0.4–0.7)"
"YPD","RPL15B",0.31407201845773,"low (<0.4)"
"YPD","YMR122W-A",0.869717624148004,"high (≥0.7)"
"YPD","YMR123W",0.537487828627069,"moderate (0.4–0.7)"
"YPD","YMR124W",0.195461267416396,"low (<0.4)"
"YPD","STO1",0.192161635832522,"low (<0.4)"
"YPD","YMR126C",0.209112218276947,"low (<0.4)"
"YPD","SAS2",0.115020174175537,"low (<0.4)"
"YPD","ECM16",0.423636806231743,"moderate (0.4–0.7)"
"YPD","YMR129W",0.132473222979552,"low (<0.4)"
"YPD","YMR130W",0.214412210399603,"low (<0.4)"
"YPD","YMR131C",0.635029211295034,"moderate (0.4–0.7)"
"YPD","YMR132C",0.487183232452831,"moderate (0.4–0.7)"
"YPD","YMR134W",0.417989289191821,"moderate (0.4–0.7)"
"YPD","GID8",0.298480938701982,"low (<0.4)"
"YPD","YMR136W",0.641616058864961,"moderate (0.4–0.7)"
"YPD","PSO2",0.138407593675144,"low (<0.4)"
"YPD","CIN4",0.4643735243227,"moderate (0.4–0.7)"
"YPD","RIM11",0.177585734746453,"low (<0.4)"
"YPD","YMR140W",0.0545893935370901,"low (<0.4)"
"YPD","RPL13B",0.744741966893866,"high (≥0.7)"
"YPD","RPS16A",0.620618305744888,"moderate (0.4–0.7)"
"YPD","YMR144W",0.345870152735213,"low (<0.4)"
"YPD","NDE1",0.795009737098345,"high (≥0.7)"
"YPD","YMR146C",0.250730282375852,"low (<0.4)"
"YPD","YMR148W",0.265464105826119,"low (<0.4)"
"YPD","YMR149W",0.837000973709835,"high (≥0.7)"
"YPD","IMP1",0.401032220636701,"moderate (0.4–0.7)"
"YPD","YMR152W",0.739337877312561,"high (≥0.7)"
"YPD","YMR153W",0.101752677702045,"low (<0.4)"
"YPD","RIM13",0.104756567084166,"low (<0.4)"
"YPD","YMR155W",-0.114698525511516,"low (<0.4)"
"YPD","YMR156C",0.453687100427107,"moderate (0.4–0.7)"
"YPD","AIM36",0.572593552795126,"moderate (0.4–0.7)"
"YPD","YMR158W",0.583519961051607,"moderate (0.4–0.7)"
"YPD","YMR158C-A",0.171319524816151,"low (<0.4)"
"YPD","YMR160W",0.220303174832505,"low (<0.4)"
"YPD","YMR161W",0.401241480038948,"moderate (0.4–0.7)"
"YPD","YMR162C",0.205849953750186,"low (<0.4)"
"YPD","YMR163C",0.195501077388638,"low (<0.4)"
"YPD","YMR164C",0.0789459281323228,"low (<0.4)"
"YPD","PAH1",0.259883154819864,"low (<0.4)"
"YPD","YMR166C",0.205861229458308,"low (<0.4)"
"YPD","MLH1",0.189912641950904,"low (<0.4)"
"YPD","CEP3",0.0241548960016359,"low (<0.4)"
"YPD","YMR169C",0.152407659085532,"low (<0.4)"
"YPD","YMR170C",0.442859022674633,"moderate (0.4–0.7)"
"YPD","YMR171C",0.408498104304694,"moderate (0.4–0.7)"
"YPD","YMR172W",0.0948536329594001,"low (<0.4)"
"YPD","DDR48",0.715141261295053,"high (≥0.7)"
"YPD","PAI3",0.16261017985671,"low (<0.4)"
"YPD","YMR176W",0.269825137684537,"low (<0.4)"
"YPD","YMR177W",0.274650631871593,"low (<0.4)"
"YPD","YMR178W",0.500754625121714,"moderate (0.4–0.7)"
"YPD","YMR179W",0.210712090510782,"low (<0.4)"
"YPD","CTL1",0.527649349189286,"moderate (0.4–0.7)"
"YPD","YMR181C",0.530322855579367,"moderate (0.4–0.7)"
"YPD","YMR182C",0.596897114293027,"moderate (0.4–0.7)"
"YPD","YMR183C",0.513997078870497,"moderate (0.4–0.7)"
"YPD","YMR184W",0.566907665885251,"moderate (0.4–0.7)"
"YPD","YMR185W",0.188973886163956,"low (<0.4)"
"YPD","HSC82",0.606402142161636,"moderate (0.4–0.7)"
"YPD","YMR187C",-0.173953460755906,"low (<0.4)"
"YPD","YMR188C",0.606377799415774,"moderate (0.4–0.7)"
"YPD","GCV2",0.546786847554156,"moderate (0.4–0.7)"
"YPD","YMR190C",0.0485150925024343,"low (<0.4)"
"YPD","YMR191W",0.484596940079602,"moderate (0.4–0.7)"
"YPD","GYL1",0.158694223372808,"low (<0.4)"
"YPD","MRPL24",0.325170399221032,"low (<0.4)"
"YPD","RPL36A",0.531888997078871,"moderate (0.4–0.7)"
"YPD","YMR194C-B",0.258920202561323,"low (<0.4)"
"YPD","YMR195W",0.533654665558934,"moderate (0.4–0.7)"
"YPD","YMR196W",0.286026469303167,"low (<0.4)"
"YPD","YMR197C",0.343843377826339,"low (<0.4)"
"YPD","YMR198W",0.0730984368761005,"low (<0.4)"
"YPD","YMR199W",0.327712016608191,"low (<0.4)"
"YPD","YMR200W",0.503286270691334,"moderate (0.4–0.7)"
"YPD","YMR201C",0.25723676392654,"low (<0.4)"
"YPD","ERG2",0.765457643622201,"high (≥0.7)"
"YPD","TOM40",0.346543330087634,"low (<0.4)"
"YPD","YMR204C",-0.197898482348952,"low (<0.4)"
"YPD","YMR205C",0.465019474196689,"moderate (0.4–0.7)"
"YPD","YMR207C",0.103792245254876,"low (<0.4)"
"YPD","ERG12",0.447979552093476,"moderate (0.4–0.7)"
"YPD","YMR209C",0.487195715676728,"moderate (0.4–0.7)"
"YPD","YMR210W",0.33668656698875,"low (<0.4)"
"YPD","YMR211W",0.199756572541383,"low (<0.4)"
"YPD","YMR212C",0.288412852969815,"low (<0.4)"
"YPD","CEF1",0.265968841285297,"low (<0.4)"
"YPD","YMR214W",0.27738558909445,"low (<0.4)"
"YPD","YMR215W",0.382497565725414,"low (<0.4)"
"YPD","YMR216C",0.441236611489776,"moderate (0.4–0.7)"
"YPD","YMR217W",0.683592989289192,"moderate (0.4–0.7)"
"YPD","YMR218C",0.0366969127131474,"low (<0.4)"
"YPD","YMR219W",0.372526108340862,"low (<0.4)"
"YPD","YMR220W",0.568889970788705,"moderate (0.4–0.7)"
"YPD","YMR221C",0.294328140214216,"low (<0.4)"
"YPD","YMR222C",0.260345666991237,"low (<0.4)"
"YPD","YMR223W",0.153335889340043,"low (<0.4)"
"YPD","MRE11",0.182720046863884,"low (<0.4)"
"YPD","MRPL44",0.501694874004385,"moderate (0.4–0.7)"
"YPD","YMR226C",0.743768257059396,"high (≥0.7)"
"YPD","TAF7",0.318776017037417,"low (<0.4)"
"YPD","YMR228W",0.123479329842415,"low (<0.4)"
"YPD","YMR229C",0.477093476144109,"moderate (0.4–0.7)"
"YPD","RPS10B",0.67809152872444,"moderate (0.4–0.7)"
"YPD","YMR230W-A",0.272676381436172,"low (<0.4)"
"YPD","PEP5",0.10681094782591,"low (<0.4)"
"YPD","YMR232W",0.16494851739862,"low (<0.4)"
"YPD","YMR233W",0.228627069133398,"low (<0.4)"
"YPD","YMR234W",-0.0462279997215773,"low (<0.4)"
"YPD","YMR235C",0.382424537487829,"low (<0.4)"
